Time,hour,Temp,Dew,SeaP,WD,WS,rain6,area
2020-01-08 18:00:00,18,,,,,,,NCP
2020-01-08 21:00:00,21,-15.10869565217391,-17.8695652173913,1033.3,222.8695652173913,1.6347826086956523,,NCP
2020-01-09 00:00:00,0,-15.239130434782606,-17.808695652173913,1034.591304347826,158.69565217391303,1.482608695652174,,NCP
2020-01-09 03:00:00,3,-9.813043478260868,-14.369565217391301,1034.391304347826,219.2173913043478,1.5608695652173918,,NCP
2020-01-09 06:00:00,6,-6.278260869565218,-12.478260869565217,1031.3826086956524,192.95652173913044,2.2826086956521743,,NCP
2020-01-09 09:00:00,9,,,,,,,NCP
2020-01-09 12:00:00,12,-10.28695652173913,-14.204347826086956,1034.0608695652172,191.2608695652174,2.0043478260869567,,NCP
2020-01-09 15:00:00,15,,,,,,,NCP
2020-01-09 18:00:00,18,,,,,,,NCP
2020-01-09 21:00:00,21,,,,,,,NCP
2020-01-10 00:00:00,0,-14.239130434782606,-17.756521739130434,1035.2043478260869,221.69565217391303,2.6826086956521737,,NCP
2020-01-10 03:00:00,3,-8.852173913043476,-14.443478260869565,1034.9782608695652,232.82608695652175,2.7173913043478266,,NCP
2020-01-10 06:00:00,6,-5.660869565217392,-13.947826086956525,1032.5695652173913,242.43478260869566,3.152173913043479,,NCP
2020-01-10 09:00:00,9,-7.065217391304348,-14.934782608695654,1033.4695652173914,214.30434782608697,2.152173913043478,,NCP
2020-01-10 12:00:00,12,-10.586956521739127,-15.982608695652173,1035.6565217391303,238.17391304347825,2.3043478260869565,,NCP
2020-01-10 15:00:00,15,,,,,,,NCP
2020-01-10 18:00:00,18,-12.391304347826088,-16.70434782608696,1033.1086956521738,218.7391304347826,2.226086956521739,0.43478260869565216,NCP
2020-01-10 21:00:00,21,-12.817391304347824,-16.930434782608696,1032.378260869565,202.82608695652175,1.7956521739130433,0.43478260869565216,NCP
2020-01-11 00:00:00,0,,,,,,,NCP
2020-01-11 03:00:00,3,-9.134782608695652,-15.256521739130434,1032.4304347826087,188.47826086956522,1.9217391304347828,0.5652173913043478,NCP
2020-01-11 06:00:00,6,-6.313043478260871,-14.552173913043477,1028.8173913043477,167.7391304347826,2.1999999999999997,0.5652173913043478,NCP
2020-01-11 09:00:00,9,-7.391304347826086,-13.982608695652175,1029.391304347826,165.2608695652174,1.8521739130434778,0.5652173913043478,NCP
2020-01-11 12:00:00,12,,,,,,,NCP
2020-01-11 15:00:00,15,,,,,,,NCP
2020-01-11 18:00:00,18,,,,,,,NCP
2020-01-11 21:00:00,21,-14.321739130434779,-17.208695652173915,1029.5695652173913,246.43478260869566,1.3608695652173914,0.9130434782608695,NCP
2020-01-12 00:00:00,0,-14.704347826086956,-17.421739130434787,1031.4608695652175,216.7826086956522,1.6086956521739133,0.6521739130434783,NCP
2020-01-12 03:00:00,3,,,,,,,NCP
2020-01-12 06:00:00,6,-7.573913043478262,-14.33478260869565,1029.2521739130436,202.95652173913044,2.6913043478260876,0.5652173913043478,NCP
2020-01-12 09:00:00,9,,,,,,,NCP
2020-01-12 12:00:00,12,-12.513043478260867,-16.37391304347826,1032.4347826086955,195.08695652173913,2.4782608695652173,0.6086956521739131,NCP
2020-01-12 15:00:00,15,,,,,,,NCP
2020-01-12 18:00:00,18,-15.891304347826088,-19.05217391304348,1031.7,226.30434782608697,2.056521739130435,0.8695652173913043,NCP
2020-01-12 21:00:00,21,-16.791304347826085,-20.065217391304348,1032.6347826086956,249.8695652173913,2.204347826086957,0.782608695652174,NCP
2020-01-13 00:00:00,0,-16.952173913043474,-20.843478260869563,1034.6260869565217,228.30434782608697,2.482608695652174,0.5217391304347826,NCP
2020-01-13 03:00:00,3,-11.917391304347825,-17.908695652173915,1034.9695652173912,206.08695652173913,2.61304347826087,0.5652173913043478,NCP
2020-01-13 06:00:00,6,-8.821739130434782,-16.934782608695652,1032.7478260869566,238.56521739130434,2.991304347826087,0.5217391304347826,NCP
2020-01-13 09:00:00,9,-9.64782608695652,-17.260869565217394,1034.0956521739133,216.43478260869566,2.3086956521739133,0.5217391304347826,NCP
2020-01-13 12:00:00,12,-14.139130434782611,-19.01739130434783,1036.5782608695652,158.91304347826087,2.117391304347826,0.5652173913043478,NCP
2020-01-13 15:00:00,15,,,,,,,NCP
2020-01-13 18:00:00,18,,,,,,,NCP
2020-01-13 21:00:00,21,,,,,,,NCP
2020-01-14 00:00:00,0,-17.691304347826087,-22.09130434782609,1035.817391304348,148.0,1.8304347826086957,0.5217391304347826,NCP
2020-01-14 03:00:00,3,-11.299999999999999,-18.7695652173913,1034.8652173913042,161.82608695652175,2.0478260869565217,0.5217391304347826,NCP
2020-01-14 06:00:00,6,-6.943478260869565,-17.31304347826087,1030.8130434782609,182.47826086956522,2.573913043478261,0.5217391304347826,NCP
2020-01-14 09:00:00,9,-7.752173913043477,-16.873913043478264,1031.582608695652,156.65217391304347,1.9,0.5217391304347826,NCP
2020-01-14 12:00:00,12,-12.369565217391306,-18.221739130434784,1034.5347826086957,195.3913043478261,2.0217391304347827,0.5217391304347826,NCP
2020-01-14 15:00:00,15,,,,,,,NCP
2020-01-14 18:00:00,18,-15.478260869565217,-19.61304347826087,1033.5304347826086,135.7826086956522,1.9217391304347828,0.5217391304347826,NCP
2020-01-14 21:00:00,21,-16.099999999999998,-20.28695652173913,1033.6,183.2173913043478,1.6347826086956523,0.5217391304347826,NCP
2020-01-15 00:00:00,0,,,,,,,NCP
2020-01-15 03:00:00,3,-10.199999999999998,-17.208695652173915,1036.317391304348,197.1304347826087,1.382608695652174,0.5217391304347826,NCP
2020-01-15 06:00:00,6,-5.4,-15.273913043478263,1033.3478260869567,160.65217391304347,1.7173913043478262,0.5217391304347826,NCP
2020-01-15 09:00:00,9,-6.413043478260869,-14.713043478260872,1034.395652173913,198.52173913043478,1.4782608695652173,0.5217391304347826,NCP
2020-01-15 12:00:00,12,-10.008695652173913,-15.317391304347824,1037.1434782608696,211.3913043478261,1.6869565217391302,0.5217391304347826,NCP
2020-01-15 15:00:00,15,,,,,,,NCP
2020-01-15 18:00:00,18,,,,,,,NCP
2020-01-15 21:00:00,21,,,,,,,NCP
2020-01-16 00:00:00,0,,,,,,,NCP
2020-01-16 03:00:00,3,-8.939130434782607,-16.05217391304348,1036.691304347826,205.3913043478261,1.3565217391304347,0.9565217391304348,NCP
2020-01-16 06:00:00,6,-5.430434782608696,-15.42608695652174,1033.3521739130435,201.04347826086956,2.034782608695652,0.9565217391304348,NCP
2020-01-16 09:00:00,9,-6.221739130434783,-14.160869565217387,1033.3434782608692,161.6086956521739,1.5913043478260873,1.0,NCP
2020-01-16 12:00:00,12,-9.073913043478258,-14.195652173913043,1035.0,147.30434782608697,1.5956521739130436,1.391304347826087,NCP
2020-01-16 15:00:00,15,,,,,,,NCP
2020-01-16 18:00:00,18,-11.191304347826089,-14.621739130434783,1032.4347826086957,192.0,1.5130434782608695,1.4782608695652173,NCP
2020-01-16 21:00:00,21,-12.152173913043473,-15.386956521739135,1031.9782608695652,257.30434782608694,1.434782608695652,1.608695652173913,NCP
2020-01-17 00:00:00,0,-12.695652173913041,-15.739130434782611,1033.960869565217,211.04347826086956,1.8217391304347827,1.3478260869565217,NCP
2020-01-17 03:00:00,3,-8.38695652173913,-13.008695652173913,1033.904347826087,213.95652173913044,2.2173913043478266,1.0869565217391304,NCP
2020-01-17 06:00:00,6,-4.378260869565217,-11.956521739130437,1030.4478260869564,221.3913043478261,2.778260869565217,0.782608695652174,NCP
2020-01-17 09:00:00,9,-5.482608695652176,-11.508695652173913,1030.978260869565,218.30434782608697,2.6999999999999993,0.782608695652174,NCP
2020-01-17 12:00:00,12,-8.565217391304348,-12.495652173913047,1032.5652173913043,221.69565217391303,2.491304347826087,0.9565217391304348,NCP
2020-01-17 15:00:00,15,,,,,,,NCP
2020-01-17 18:00:00,18,,,,,,,NCP
2020-01-17 21:00:00,21,,,,,,,NCP
2020-01-18 00:00:00,0,-11.286956521739127,-14.12608695652174,1030.4782608695655,208.0,3.321739130434783,0.9130434782608695,NCP
2020-01-18 03:00:00,3,-7.426086956521738,-12.143478260869566,1030.6956521739128,224.47826086956522,4.239130434782608,0.9130434782608695,NCP
2020-01-18 06:00:00,6,-4.252173913043479,-12.030434782608692,1027.2434782608696,252.6086956521739,5.947826086956521,0.9130434782608695,NCP
2020-01-18 09:00:00,9,-4.83913043478261,-12.943478260869563,1027.4565217391305,258.17391304347825,5.195652173913044,0.9130434782608695,NCP
2020-01-18 12:00:00,12,-7.9,-14.621739130434783,1029.8,247.8695652173913,3.9695652173913043,0.9130434782608695,NCP
2020-01-18 15:00:00,15,,,,,,,NCP
2020-01-18 18:00:00,18,,,,,,,NCP
2020-01-18 21:00:00,21,,,,,,,NCP
2020-01-19 00:00:00,0,-11.926086956521738,-17.917391304347827,1028.2652173913045,210.0,3.052173913043478,1.0434782608695652,NCP
2020-01-19 03:00:00,3,-5.61304347826087,-15.804347826086957,1028.0521739130436,244.6086956521739,4.713043478260869,0.9565217391304348,NCP
2020-01-19 06:00:00,6,-2.760869565217391,-15.269565217391303,1025.8782608695653,247.69565217391303,5.239130434782608,0.9565217391304348,NCP
2020-01-19 09:00:00,9,-3.7217391304347838,-15.143478260869568,1027.1608695652174,267.95652173913044,4.008695652173913,0.9565217391304348,NCP
2020-01-19 12:00:00,12,-7.53478260869565,-15.482608695652173,1030.2956521739134,254.34782608695653,3.3695652173913038,0.9565217391304348,NCP
2020-01-19 15:00:00,15,,,,,,,NCP
2020-01-19 18:00:00,18,-11.56086956521739,-18.12608695652174,1029.6173913043478,223.2608695652174,2.5304347826086953,0.9565217391304348,NCP
2020-01-19 21:00:00,21,,,,,,,NCP
2020-01-20 00:00:00,0,-14.26086956521739,-20.330434782608695,1032.3434782608697,225.2173913043478,1.965217391304348,0.9565217391304348,NCP
2020-01-20 03:00:00,3,-6.130434782608697,-17.57391304347826,1031.4826086956523,195.3913043478261,2.695652173913044,0.9565217391304348,NCP
2020-01-20 06:00:00,6,-2.4000000000000004,-16.48260869565217,1027.8999999999999,204.8695652173913,3.7913043478260873,0.9565217391304348,NCP
2020-01-20 09:00:00,9,-2.7652173913043483,-16.121739130434783,1027.1260869565217,206.7391304347826,2.7956521739130435,0.9565217391304348,NCP
2020-01-20 12:00:00,12,-7.517391304347825,-16.12173913043478,1029.2478260869564,177.7826086956522,2.5869565217391304,0.9565217391304348,NCP
2020-01-20 15:00:00,15,,,,,,,NCP
2020-01-20 18:00:00,18,,,,,,,NCP
2020-01-20 21:00:00,21,-11.252173913043476,-16.343478260869567,1025.586956521739,195.2173913043478,2.1173913043478256,0.9565217391304348,NCP
2020-01-21 00:00:00,0,-11.678260869565216,-16.534782608695654,1027.517391304348,163.69565217391303,1.856521739130435,0.9565217391304348,NCP
2020-01-21 03:00:00,3,,,,,,,NCP
2020-01-21 06:00:00,6,,,,,,,NCP
2020-01-21 09:00:00,9,,,,,,,NCP
2020-01-21 12:00:00,12,,,,,,,NCP
2020-01-21 15:00:00,15,,,,,,,NCP
2020-01-21 18:00:00,18,,,,,,,NCP
2020-01-21 21:00:00,21,,,,,,,NCP
2020-01-22 00:00:00,0,-12.226086956521737,-15.795652173913046,1027.6304347826087,156.04347826086956,1.708695652173913,0.9565217391304348,NCP
2020-01-22 03:00:00,3,-4.7,-12.195652173913047,1027.613043478261,205.1304347826087,2.0521739130434784,0.9565217391304348,NCP
2020-01-22 06:00:00,6,0.13478260869565242,-10.95217391304348,1024.8869565217392,209.82608695652175,3.3652173913043475,0.9565217391304348,NCP
2020-01-22 09:00:00,9,-0.3130434782608697,-11.178260869565213,1025.5521739130436,217.47826086956522,2.4304347826086956,0.9565217391304348,NCP
2020-01-22 12:00:00,12,-5.186956521739131,-11.795652173913046,1029.0739130434783,188.65217391304347,2.3608695652173917,0.9565217391304348,NCP
2020-01-22 15:00:00,15,,,,,,,NCP
2020-01-22 18:00:00,18,,,,,,,NCP
2020-01-22 21:00:00,21,-10.552173913043477,-14.465217391304352,1029.7130434782612,231.95652173913044,1.8086956521739135,0.9565217391304348,NCP
2020-01-23 00:00:00,0,-11.491304347826087,-15.308695652173911,1033.0043478260868,168.1304347826087,1.9913043478260866,0.9565217391304348,NCP
2020-01-23 03:00:00,3,-4.121739130434784,-12.7,1033.5347826086954,215.04347826086956,1.9043478260869564,0.9565217391304348,NCP
2020-01-23 06:00:00,6,-0.1043478260869567,-12.756521739130436,1032.0695652173913,234.47826086956522,2.3347826086956522,0.9565217391304348,NCP
2020-01-23 09:00:00,9,-1.1695652173913038,-12.808695652173917,1033.7000000000005,170.08695652173913,2.369565217391304,0.9565217391304348,NCP
2020-01-23 12:00:00,12,-6.4173913043478255,-13.46086956521739,1037.5478260869563,237.82608695652175,1.6217391304347828,0.9565217391304348,NCP
2020-01-23 15:00:00,15,,,,,,,NCP
2020-01-23 18:00:00,18,-10.717391304347824,-15.291304347826086,1037.704347826087,186.0,1.3,0.9565217391304348,NCP
2020-01-23 21:00:00,21,,,,,,,NCP
2020-01-24 00:00:00,0,-12.530434782608696,-16.082608695652176,1041.017391304348,192.04347826086956,1.6173913043478263,0.9565217391304348,NCP
2020-01-24 03:00:00,3,-5.191304347826088,-12.48695652173913,1040.1260869565217,200.6086956521739,2.0782608695652174,0.9565217391304348,NCP
2020-01-24 06:00:00,6,-0.8521739130434777,-11.4,1037.1260869565217,213.0,3.3739130434782605,0.9565217391304348,NCP
2020-01-24 09:00:00,9,-1.1391304347826088,-11.291304347826086,1036.7565217391304,215.91304347826087,2.426086956521739,0.9565217391304348,NCP
2020-01-24 12:00:00,12,-6.356521739130436,-12.073913043478262,1039.1739130434785,201.7391304347826,1.9391304347826088,0.9565217391304348,NCP
2020-01-24 15:00:00,15,,,,,,,NCP
2020-01-24 18:00:00,18,-10.352173913043478,-14.004347826086954,1036.5869565217392,182.65217391304347,1.7652173913043478,0.9565217391304348,NCP
2020-01-24 21:00:00,21,-11.604347826086952,-14.93913043478261,1035.9434782608698,224.52173913043478,1.326086956521739,0.9565217391304348,NCP
2020-01-25 00:00:00,0,-12.62608695652174,-15.88695652173913,1037.695652173913,155.30434782608697,1.5043478260869565,0.9565217391304348,NCP
2020-01-25 03:00:00,3,-4.604347826086958,-12.030434782608697,1036.8434782608697,175.7826086956522,1.4086956521739133,0.9565217391304348,NCP
2020-01-25 06:00:00,6,0.7086956521739131,-11.23913043478261,1033.9478260869564,193.04347826086956,2.182608695652174,0.9565217391304348,NCP
2020-01-25 09:00:00,9,0.491304347826087,-11.347826086956522,1033.582608695652,202.2173913043478,1.7956521739130438,0.9565217391304348,NCP
2020-01-25 12:00:00,12,-5.734782608695652,-12.008695652173914,1036.7,121.8695652173913,1.7347826086956522,0.9565217391304348,NCP
2020-01-25 15:00:00,15,,,,,,,NCP
2020-01-25 18:00:00,18,,,,,,,NCP
2020-01-25 21:00:00,21,,,,,,,NCP
2020-01-26 00:00:00,0,-11.000000000000002,-14.826086956521738,1035.9217391304346,145.0,1.5782608695652172,0.9565217391304348,NCP
2020-01-26 03:00:00,3,-3.978260869565218,-11.630434782608695,1034.9565217391305,145.17391304347825,1.7608695652173916,0.9565217391304348,NCP
2020-01-26 06:00:00,6,0.36521739130434777,-10.039130434782608,1031.395652173913,152.3913043478261,2.3782608695652177,0.9565217391304348,NCP
2020-01-26 09:00:00,9,-0.31304347826086965,-9.57391304347826,1031.1782608695653,155.08695652173913,1.7956521739130438,0.5652173913043478,NCP
2020-01-26 12:00:00,12,-4.634782608695652,-10.278260869565216,1033.1130434782608,145.65217391304347,1.5869565217391304,0.7391304347826086,NCP
2020-01-26 15:00:00,15,,,,,,,NCP
2020-01-26 18:00:00,18,-8.0,-11.495652173913042,1029.7217391304348,144.95652173913044,1.2565217391304346,0.6521739130434783,NCP
2020-01-26 21:00:00,21,,,,,,,NCP
2020-01-27 00:00:00,0,-8.613043478260868,-11.747826086956522,1029.782608695652,170.8695652173913,1.3956521739130436,0.7391304347826086,NCP
2020-01-27 03:00:00,3,-4.1000000000000005,-9.921739130434782,1029.5347826086957,219.04347826086956,1.4652173913043476,0.8695652173913043,NCP
2020-01-27 06:00:00,6,-0.2869565217391306,-8.791304347826085,1026.5130434782607,197.52173913043478,1.9217391304347828,0.782608695652174,NCP
2020-01-27 09:00:00,9,-0.45217391304347826,-8.326086956521738,1026.3478260869567,178.7391304347826,1.6782608695652173,0.9565217391304348,NCP
2020-01-27 12:00:00,12,-3.747826086956522,-8.917391304347825,1027.9521739130435,194.43478260869566,1.5260869565217392,0.9130434782608695,NCP
2020-01-27 15:00:00,15,,,,,,,NCP
2020-01-27 18:00:00,18,-6.552173913043479,-10.504347826086958,1026.6260869565215,194.17391304347825,1.6,0.5217391304347826,NCP
2020-01-27 21:00:00,21,,,,,,,NCP
2020-01-28 00:00:00,0,-8.321739130434782,-11.521739130434783,1028.1086956521738,166.95652173913044,1.2869565217391303,0.5217391304347826,NCP
2020-01-28 03:00:00,3,-3.669565217391306,-9.421739130434784,1028.3739130434783,168.3913043478261,1.6608695652173915,0.5217391304347826,NCP
2020-01-28 06:00:00,6,,,,,,,NCP
2020-01-28 09:00:00,9,-0.834782608695652,-8.43478260869565,1027.6695652173914,189.0,2.278260869565217,0.4782608695652174,NCP
2020-01-28 12:00:00,12,-4.343478260869565,-8.76086956521739,1030.5782608695652,182.47826086956522,1.4434782608695653,0.6086956521739131,NCP
2020-01-28 15:00:00,15,,,,,,,NCP
2020-01-28 18:00:00,18,-8.030434782608696,-10.404347826086957,1030.004347826087,154.82608695652175,1.482608695652174,1.6521739130434783,NCP
2020-01-28 21:00:00,21,-9.491304347826086,-11.9,1030.2565217391304,222.95652173913044,1.4130434782608696,1.0869565217391304,NCP
2020-01-29 00:00:00,0,-10.665217391304346,-12.982608695652173,1032.3608695652176,171.34782608695653,1.4695652173913043,0.6521739130434783,NCP
2020-01-29 03:00:00,3,-4.630434782608696,-9.760869565217392,1032.0739130434781,197.34782608695653,2.047826086956522,0.6086956521739131,NCP
2020-01-29 06:00:00,6,,,,,,,NCP
2020-01-29 09:00:00,9,-0.395652173913043,-10.595652173913045,1029.7826086956522,233.82608695652175,2.0826086956521745,0.5652173913043478,NCP
2020-01-29 12:00:00,12,,,,,,,NCP
2020-01-29 15:00:00,15,,,,,,,NCP
2020-01-29 18:00:00,18,-9.126086956521737,-13.18260869565217,1029.617391304348,169.17391304347825,1.5,0.6086956521739131,NCP
2020-01-29 21:00:00,21,-10.482608695652173,-14.217391304347826,1029.178260869565,205.7826086956522,1.6521739130434785,0.6086956521739131,NCP
2020-01-30 00:00:00,0,-11.23913043478261,-14.756521739130436,1031.0434782608695,179.91304347826087,1.6956521739130435,0.6086956521739131,NCP
2020-01-30 03:00:00,3,-3.9434782608695658,-11.752173913043476,1029.817391304348,171.1304347826087,2.0217391304347823,0.6086956521739131,NCP
2020-01-30 06:00:00,6,0.8260869565217391,-11.252173913043478,1026.308695652174,210.95652173913044,3.4130434782608696,0.5217391304347826,NCP
2020-01-30 09:00:00,9,,,,,,,NCP
2020-01-30 12:00:00,12,-4.734782608695653,-12.291304347826085,1028.0869565217392,198.82608695652175,1.9608695652173918,0.5652173913043478,NCP
2020-01-30 15:00:00,15,,,,,,,NCP
2020-01-30 18:00:00,18,-8.682608695652174,-13.856521739130438,1026.2260869565214,193.65217391304347,2.1869565217391305,0.5652173913043478,NCP
2020-01-30 21:00:00,21,,,,,,,NCP
2020-01-31 00:00:00,0,-11.482608695652173,-15.456521739130435,1029.3565217391304,224.1304347826087,1.8652173913043482,0.5652173913043478,NCP
2020-01-31 03:00:00,3,-3.2478260869565223,-12.778260869565216,1029.0347826086959,209.8695652173913,2.856521739130435,0.5652173913043478,NCP
2020-01-31 06:00:00,6,0.8652173913043477,-14.45217391304348,1026.9739130434782,243.34782608695653,3.778260869565217,0.5652173913043478,NCP
2020-01-31 09:00:00,9,-0.09130434782608632,-14.743478260869566,1028.0695652173913,212.17391304347825,3.6130434782608694,0.5652173913043478,NCP
2020-01-31 12:00:00,12,-4.9,-15.130434782608699,1031.3782608695653,166.95652173913044,2.6782608695652175,0.5652173913043478,NCP
2020-01-31 15:00:00,15,,,,,,,NCP
2020-01-31 18:00:00,18,-9.21304347826087,-15.743478260869566,1030.595652173913,178.52173913043478,2.278260869565217,0.5652173913043478,NCP
2020-01-31 21:00:00,21,-10.652173913043475,-16.408695652173915,1030.8826086956524,182.2173913043478,1.873913043478261,0.5652173913043478,NCP
2020-02-01 00:00:00,0,-11.317391304347826,-17.160869565217393,1033.0565217391304,212.04347826086956,1.7826086956521738,0.5652173913043478,NCP
2020-02-01 03:00:00,3,-4.995652173913045,-16.16521739130435,1032.234782608696,186.7391304347826,2.056521739130435,0.5652173913043478,NCP
2020-02-01 06:00:00,6,-1.8826086956521737,-15.85217391304348,1029.2478260869564,187.0,2.230434782608696,0.5217391304347826,NCP
2020-02-01 09:00:00,9,,,,,,,NCP
2020-02-01 12:00:00,12,-5.1347826086956525,-13.743478260869566,1031.321739130435,134.2608695652174,1.5521739130434782,0.6956521739130435,NCP
2020-02-01 15:00:00,15,,,,,,,NCP
2020-02-01 18:00:00,18,-7.5782608695652165,-12.447826086956523,1029.7521739130434,179.6086956521739,1.9217391304347828,2.1739130434782608,NCP
