Time,Time,value,area,kind,period
2020-02-26 00:00:00,0,42.6,CS,O3,l2
2020-02-26 01:00:00,1,42.2,CS,O3,l2
2020-02-26 02:00:00,2,38.2,CS,O3,l2
2020-02-26 03:00:00,3,37.8,CS,O3,l2
2020-02-26 04:00:00,4,36.4,CS,O3,l2
2020-02-26 05:00:00,5,36.8,CS,O3,l2
2020-02-26 06:00:00,6,36.4,CS,O3,l2
2020-02-26 07:00:00,7,32.6,CS,O3,l2
2020-02-26 08:00:00,8,28.8,CS,O3,l2
2020-02-26 09:00:00,9,25.2,CS,O3,l2
2020-02-26 10:00:00,10,32.4,CS,O3,l2
2020-02-26 11:00:00,11,41.8,CS,O3,l2
2020-02-26 12:00:00,12,50.6,CS,O3,l2
2020-02-26 13:00:00,13,60.4,CS,O3,l2
2020-02-26 14:00:00,14,67.6,CS,O3,l2
2020-02-26 15:00:00,15,70.4,CS,O3,l2
2020-02-26 16:00:00,16,72.4,CS,O3,l2
2020-02-26 17:00:00,17,69.2,CS,O3,l2
2020-02-26 18:00:00,18,67.4,CS,O3,l2
2020-02-26 19:00:00,19,61.2,CS,O3,l2
2020-02-26 20:00:00,20,55.2,CS,O3,l2
2020-02-26 21:00:00,21,49.0,CS,O3,l2
2020-02-26 22:00:00,22,47.6,CS,O3,l2
2020-02-26 23:00:00,23,42.0,CS,O3,l2
2020-02-27 00:00:00,0,39.0,CS,O3,l2
2020-02-27 01:00:00,1,37.4,CS,O3,l2
2020-02-27 02:00:00,2,41.4,CS,O3,l2
2020-02-27 03:00:00,3,41.2,CS,O3,l2
2020-02-27 04:00:00,4,42.4,CS,O3,l2
2020-02-27 05:00:00,5,43.6,CS,O3,l2
2020-02-27 06:00:00,6,41.4,CS,O3,l2
2020-02-27 07:00:00,7,43.8,CS,O3,l2
2020-02-27 08:00:00,8,45.8,CS,O3,l2
2020-02-27 09:00:00,9,44.0,CS,O3,l2
2020-02-27 10:00:00,10,45.0,CS,O3,l2
2020-02-27 11:00:00,11,46.8,CS,O3,l2
2020-02-27 12:00:00,12,51.8,CS,O3,l2
2020-02-27 13:00:00,13,54.8,CS,O3,l2
2020-02-27 14:00:00,14,56.6,CS,O3,l2
