Time,Time,value,area,kind,period
2020-02-26 00:00:00,0,82.2,CS,PM10,l2
2020-02-26 01:00:00,1,81.2,CS,PM10,l2
2020-02-26 02:00:00,2,79.8,CS,PM10,l2
2020-02-26 03:00:00,3,78.0,CS,PM10,l2
2020-02-26 04:00:00,4,76.0,CS,PM10,l2
2020-02-26 05:00:00,5,73.6,CS,PM10,l2
2020-02-26 06:00:00,6,71.8,CS,PM10,l2
2020-02-26 07:00:00,7,72.0,CS,PM10,l2
2020-02-26 08:00:00,8,73.4,CS,PM10,l2
2020-02-26 09:00:00,9,73.8,CS,PM10,l2
2020-02-26 10:00:00,10,72.8,CS,PM10,l2
2020-02-26 11:00:00,11,68.2,CS,PM10,l2
2020-02-26 12:00:00,12,65.2,CS,PM10,l2
2020-02-26 13:00:00,13,61.8,CS,PM10,l2
2020-02-26 14:00:00,14,61.6,CS,PM10,l2
2020-02-26 15:00:00,15,62.2,CS,PM10,l2
2020-02-26 16:00:00,16,64.4,CS,PM10,l2
2020-02-26 17:00:00,17,65.0,CS,PM10,l2
2020-02-26 18:00:00,18,64.2,CS,PM10,l2
2020-02-26 19:00:00,19,64.2,CS,PM10,l2
2020-02-26 20:00:00,20,65.6,CS,PM10,l2
2020-02-26 21:00:00,21,65.6,CS,PM10,l2
2020-02-26 22:00:00,22,67.0,CS,PM10,l2
2020-02-26 23:00:00,23,66.0,CS,PM10,l2
2020-02-27 00:00:00,0,63.8,CS,PM10,l2
2020-02-27 01:00:00,1,65.4,CS,PM10,l2
2020-02-27 02:00:00,2,64.2,CS,PM10,l2
2020-02-27 03:00:00,3,62.8,CS,PM10,l2
2020-02-27 04:00:00,4,62.0,CS,PM10,l2
2020-02-27 05:00:00,5,60.8,CS,PM10,l2
2020-02-27 06:00:00,6,61.0,CS,PM10,l2
2020-02-27 07:00:00,7,61.6,CS,PM10,l2
2020-02-27 08:00:00,8,63.6,CS,PM10,l2
2020-02-27 09:00:00,9,64.0,CS,PM10,l2
2020-02-27 10:00:00,10,66.8,CS,PM10,l2
2020-02-27 11:00:00,11,69.0,CS,PM10,l2
2020-02-27 12:00:00,12,65.6,CS,PM10,l2
2020-02-27 13:00:00,13,66.6,CS,PM10,l2
2020-02-27 14:00:00,14,66.8,CS,PM10,l2
2020-02-27 15:00:00,15,66.4,CS,PM10,l2
2020-02-27 16:00:00,16,66.0,CS,PM10,l2
2020-02-27 17:00:00,17,65.8,CS,PM10,l2
2020-02-27 18:00:00,18,68.4,CS,PM10,l2
2020-02-27 19:00:00,19,70.6,CS,PM10,l2
2020-02-27 20:00:00,20,73.0,CS,PM10,l2
2020-02-27 21:00:00,21,69.6,CS,PM10,l2
2020-02-27 22:00:00,22,66.2,CS,PM10,l2
2020-02-27 23:00:00,23,57.6,CS,PM10,l2
2020-02-28 00:00:00,0,43.8,CS,PM10,l2
2020-02-28 01:00:00,1,35.8,CS,PM10,l2
2020-02-28 02:00:00,2,31.8,CS,PM10,l2
2020-02-28 03:00:00,3,29.0,CS,PM10,l2
2020-02-28 04:00:00,4,,CS,PM10,l2
2020-02-28 05:00:00,5,,CS,PM10,l2
2020-02-28 06:00:00,6,,CS,PM10,l2
2020-02-28 07:00:00,7,,CS,PM10,l2
2020-02-28 08:00:00,8,,CS,PM10,l2
2020-02-28 09:00:00,9,,CS,PM10,l2
2020-02-28 10:00:00,10,24.4,CS,PM10,l2
2020-02-28 11:00:00,11,21.0,CS,PM10,l2
2020-02-28 12:00:00,12,21.0,CS,PM10,l2
2020-02-28 13:00:00,13,22.6,CS,PM10,l2
2020-02-28 14:00:00,14,20.4,CS,PM10,l2
2020-02-28 15:00:00,15,19.2,CS,PM10,l2
2020-02-28 16:00:00,16,19.4,CS,PM10,l2
2020-02-28 17:00:00,17,20.4,CS,PM10,l2
2020-02-28 18:00:00,18,21.6,CS,PM10,l2
2020-02-28 19:00:00,19,24.4,CS,PM10,l2
2020-02-28 20:00:00,20,25.2,CS,PM10,l2
2020-02-28 21:00:00,21,27.6,CS,PM10,l2
