date,Unnamed: 0,hour,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
2020-01-20,8315.5,11.7967602639195,82.8404356738577,59.76530913599152,59.0127396765264,79.17588309774797,78.71258480380015,12.997485973831708,12.842581221297113,31.615474226004647,31.404251985187038,50.374593494055055,84.31541242808467,49.462796921806806,54.763426973273305,1.049844267292462,1.04996631015778
2020-01-21,8339.5,11.7967602639195,82.9269389145422,60.486572991359,59.30227988385764,80.037729564477,79.4182168588756,13.46399543697302,13.55262691921848,29.33552466993415,30.693724783722168,54.00185326578131,87.81484138348344,53.1094596172335,59.257350178022,1.0357183942863597,1.0410478810809256
2020-01-22,8363.5,11.7967602639195,86.82058526907343,61.73528001413567,61.00780738160832,81.5900053493633,80.18037168074201,13.131786636024026,13.030501118549374,29.550438821119148,29.146538590768497,51.43709500355923,84.2368225371785,51.17709445895036,59.3822887120197,1.1329292297622606,1.0889354446769621
2020-01-23,8387.5,11.7967602639195,85.07908207415005,62.95608672190832,65.29084616444909,81.3917311915563,83.89364788790256,12.161517393909557,12.903916569677572,25.839103058045595,28.871101931693012,50.78476125460844,82.03342268830723,49.52653471841607,54.308276204937165,1.1087918017069418,1.158395169693288
2020-01-24,8411.5,11.7967602639195,74.70781032545204,54.98912554822656,56.16459206353753,69.71655610125285,71.84437604927903,12.741349918624033,11.907660021679662,19.053182839715213,21.86103785994872,58.79859935945412,83.34764201639052,57.98142014718368,62.776944923147504,0.952670699113788,1.008805539296009
2020-01-25,8435.5,11.7967602639195,93.07575216647072,72.30661298908171,68.92150137112836,88.03964443730774,86.8914131105645,17.723914477685586,16.95942653047976,19.16259272986067,18.79360454478771,56.173086185941486,82.54738715052183,56.05508676233101,61.391309345014236,0.984098567265937,0.9547501176861465
2020-01-26,8459.5,11.7967602639195,73.00743979843915,53.01482812618229,59.21588609901136,67.61157532542681,71.7924162446595,13.064673634586919,14.205126274345854,18.031898500618887,18.383620180339452,57.09211390634645,80.74458696927819,56.311898674717725,60.7089972856496,0.9908770741985642,0.9925615608913939
2020-01-27,8483.5,11.7967602639195,70.19491342338874,51.25429182601095,48.628195981005156,62.22644639266357,59.151182711481034,13.207615292057934,12.785526404777446,18.015615909147296,17.17539721890489,58.89121781601547,82.28956637841875,59.10056536448784,64.68117219608902,0.9953044913428931,0.9659527438006587
2020-01-28,8507.5,11.7967602639195,79.2946625001781,58.409714829058345,56.269743579828436,70.05006039222711,68.08727579723924,12.770621024860068,13.018062782167787,18.584831789442315,19.080102811214424,57.936912602087325,83.20476545839816,56.572082260545756,60.27050850939002,1.0393481579559998,1.0516912865737982
2020-01-29,8531.5,11.7967602639195,70.5338079047155,50.55096948180397,53.88303383761342,62.7354707499834,65.17260736505851,11.982386359483177,12.41957058701899,16.12508877284244,17.05622599957158,63.332521018064554,89.87808944683546,62.066547795783016,66.68971593791696,0.9260275404852273,0.970792079438977
2020-01-30,8555.5,11.7967602639195,69.43232270002959,49.923304256622835,49.48800540947902,61.325494231443976,60.802715283643046,12.407569816530918,12.192748531291068,17.028319400339196,16.541080802015525,64.53794696579608,94.94459712731498,63.516081000642416,68.09995226336817,0.9182103709155598,0.9151069922844058
2020-01-31,8579.5,11.7967602639195,79.14360452540828,57.46003339208162,53.032317976392534,69.46441114048095,64.74583742064033,13.466914240845103,12.68411285204343,20.60843696331414,18.798321799076824,65.11620836372595,98.26995146596335,63.9328526096138,69.57122606882568,0.9842921959627661,0.9382671970204499
2020-02-01,8603.5,11.7967602639195,75.5394782745636,54.01448120752042,56.813860895376244,66.97009496265174,69.56156554999973,12.158852401848291,13.144549610132216,18.92994452627121,20.277945998914873,65.83101919098823,99.9017130341884,64.53719582513553,69.86626980110694,0.9340863638847949,0.9721828833036128
2020-02-02,8627.5,11.7967602639195,61.336296677827825,42.84523020495315,47.12217903148433,53.711848663327906,59.163888228671645,10.353485726106527,11.278488215529293,16.32103236734569,17.148184416842557,64.56663961406568,94.93998323638615,64.65965005105518,70.21939192819231,0.8159243481680526,0.8572521344706747
2020-02-03,8651.5,11.7967602639195,58.509448323901026,40.92931270470321,40.814508762129925,51.34793259605656,51.71931825182157,10.88562299616577,10.452690227398426,16.47410591111362,16.543275671989683,60.94721703436976,88.79033832667976,59.91929791550706,65.0065591440891,0.8358185863973769,0.8165746404664508
2020-02-04,8675.5,11.7967602639195,56.20603401622409,39.23937672400923,39.0868088689642,52.029663811595384,49.774131434780784,11.247084593870445,11.210939457591767,16.079624436325673,16.15483692549946,58.83184155454382,88.09752034428382,58.03659715563432,63.226768954224745,0.8561845303807964,0.8454375705453588
2020-02-05,8699.5,11.7967602639195,55.00472696759959,37.88606640378588,38.16109132746693,49.87186743545193,49.93665847054761,10.853425851478955,11.080353402923365,14.860121361739461,15.51450929513221,56.96867883235437,86.19665603775195,55.66902282483903,60.30691938788171,0.8148978780546476,0.8357963373379146
2020-02-06,8723.5,11.7967602639195,51.86377604854863,36.48996827200989,36.18263627857917,47.81293565626261,48.08403418528382,11.391307443815332,10.990792427955997,15.691805125664553,14.85205246722172,57.87246135361013,83.32932356686902,58.52722064236876,63.580073129475444,0.8358366738822062,0.8147386067229472
2020-02-07,8747.5,11.7967602639195,55.756611097407585,38.74551307418758,36.17674429317889,49.194823322473745,46.93747693663601,11.08792065922729,11.286208836795348,15.493009747381146,15.665386756297545,56.94408223364499,81.01287706073632,56.28520733679461,60.63279970291084,0.858873601049444,0.8463877334133639
2020-02-08,8771.5,11.7967602639195,62.43618023903561,43.82530276472552,41.299492210402164,51.99992144566933,51.96927479248225,11.504429479221322,11.196731424760411,15.55306795178806,15.621767998779827,57.6724402593206,81.76547870915687,57.06707080907143,61.34343182707928,0.8723444357204815,0.8754899870128118
2020-02-09,8795.5,11.7967602639195,63.84958161923689,45.43243165113627,45.55978926866297,52.22420346116297,53.80955766209304,11.737892213923223,11.868323726579304,16.310120377458993,15.443073266610062,61.21680786639889,87.04805784434662,59.47995443016364,63.724777913731465,0.8870024531807927,0.8730839113086502
2020-02-10,8819.5,11.7967602639195,64.2181251147025,45.38725514030296,43.89471937047166,57.074176074805386,55.68399834365145,12.672150437915116,12.007538717647622,20.039061877481345,17.73238082707448,58.65330213664663,93.4228344885262,58.88992394798191,64.42496368746914,0.9552458647724461,0.9270748581569876
2020-02-11,8843.5,11.7967602639195,63.73620728265803,44.89782666995064,44.628447707019184,57.247940488887735,57.87816805708904,12.560794478296323,12.74838244147503,19.31435944631492,19.26146637607318,60.63033274540464,94.34157267625406,60.54176358989046,66.24506115049186,0.9356016755067739,0.9456518119239086
2020-02-12,8867.5,11.7967602639195,61.115427063994076,42.768266636130356,43.37165646930714,54.88437760725147,56.0072070416456,12.189417962340505,12.403190554851411,19.013083875611112,18.470892820781287,56.68330852057987,93.3754344071119,56.627734750009466,62.97336975456067,0.9046671961167345,0.9308477986053206
2020-02-13,8891.5,11.7967602639195,64.46281324187441,39.89672940156369,41.813661740685475,62.77968623396276,58.04683353477914,10.647422405248966,11.69196365878007,16.900562475330666,19.08446665277934,54.00563276148355,89.61969046208894,52.38721489252013,57.483693501055875,0.8999220152219948,0.9299022131967645
2020-02-14,8915.5,11.7967602639195,51.407745743787466,26.325251925700304,32.690773618708576,54.09317039762064,60.78834877469718,8.040299143843102,9.027225554865357,12.365936982977843,14.317149826360307,54.7637432968753,82.01894997659431,55.26448931426594,59.00368588799699,0.7054081730532151,0.7772263159199131
2020-02-15,8939.5,11.7967602639195,42.673768331018444,23.41551653252929,23.1870150484317,52.08080745858529,50.4593643494436,8.257225228669164,8.011748296901628,10.887319284643608,11.533994832384279,58.52585234087446,76.82971540637963,57.23497300427822,61.601214679424196,0.6250539615790074,0.6510106987136878
2020-02-16,8963.5,11.7967602639195,45.20291988084571,21.791419902026153,21.099845061554223,51.633234994555956,49.490070815568366,9.025492970287564,8.711200197273335,10.815024130118871,10.886903985497543,62.71714648429103,81.2465538209093,61.34392910412027,64.90649663330903,0.6041500626961152,0.6105723554302602
2020-02-17,8987.5,11.7967602639195,45.99422268236377,23.21223669761717,21.88275295738878,48.57951931356909,49.20603099646023,10.451112679703687,9.735683505739352,13.458601056247591,12.02969368368846,63.757322349838375,86.13584424461062,62.93194743765338,66.89383699990779,0.6281918331285847,0.613884912246568
2020-02-18,9011.5,11.7967602639195,61.47100318288887,33.25656376511345,28.765271235948575,65.16998292428812,59.99856675271594,11.292594649021106,11.32274985445013,17.712228751425165,15.99294906023276,62.926753219617105,91.71011509697644,61.839663586541654,66.94605231403159,0.7087870054854465,0.670535110235296
2020-02-19,9035.5,11.7967602639195,68.8750315663062,40.51067981069017,36.85078875589758,75.49387155514682,72.15073816290212,12.010415431280867,11.841142076448875,19.753973926241972,18.679146240220653,62.949097750291514,95.64073333841867,61.75320342656636,67.421289289968,0.7511799336174682,0.729645517079146
2020-02-20,9059.5,11.7967602639195,79.83198149100036,45.69112053195699,43.4510907969687,87.56347500637104,83.57894575034085,10.615191821774063,11.308088758680729,19.761025811499728,19.963857187427536,63.424152384411364,96.65597273380388,61.038199840309154,66.25718373335604,0.7623418091332542,0.7537025791781412
2020-02-21,9083.5,11.7967602639195,71.21544325764334,40.90821575021471,42.58361632291252,76.75212914715978,82.46746201678779,9.012391655698266,9.920453089504763,18.141181072780505,18.550543782180107,63.02488494694139,96.22835973817517,62.343825055087784,69.78654208180168,0.7415016237571336,0.7444280971203895
2020-02-22,9107.5,11.7967602639195,63.53790172321997,37.1569484333362,38.942891214708595,69.0102429204052,72.51692471986283,10.567134666753219,9.829304142006169,18.527460008686013,18.3884666696725,63.931462873390316,95.18141034103985,61.88784960238016,66.88481625160777,0.7480487120528083,0.7475226817338448
2020-02-23,9131.5,11.7967602639195,65.32901034943764,40.409404778484785,38.15823587692406,74.06931725714749,71.08900491881926,12.328295687196077,11.64312462253711,20.81115073393168,20.16732265377491,68.40392063521622,102.67840016648287,65.44810560563445,70.59773138750305,0.8108628163746786,0.7801277719358201
2020-02-24,9155.5,11.7967602639195,68.02615821988664,42.49293715734747,41.05889672480997,76.10104557193704,75.69736322575395,11.549903292232107,12.246993954905777,21.25970433720725,20.830563992590818,68.58499770993069,106.31164053643126,68.19384138801429,75.39508803325742,0.8210179153270688,0.8205335360152282
2020-02-25,9179.5,11.7967602639195,67.86149203618838,43.57842144994938,42.680535398978805,71.6420210469717,73.89301740234197,10.6869248040495,10.99990560810334,20.667755676007705,21.011443204031057,61.34490015636994,99.09177719684197,60.20392343700031,66.8282048979259,0.8161316918968324,0.8184724074533949
2020-02-26,9203.5,11.7967602639195,60.95340056092557,39.67822986574733,41.57753083283848,61.41643897642364,65.85650314820008,9.879210482297454,10.241639225266553,18.80031400402053,19.62368194929524,59.07027911688971,96.01367390590451,58.360940491549464,64.4971821167406,0.7891160152164391,0.8030359636866424
2020-02-27,9227.5,11.7967602639195,54.92014709143564,34.35147220450381,36.603280902413935,56.58918136377876,59.99398256741157,9.67819497311796,9.751266607737687,18.292324296856084,18.202618172145737,61.65135126850461,93.08828146718035,61.56559254569446,67.67939905399273,0.7445982247766533,0.7613818958124949
2020-02-28,9251.5,11.7967602639195,50.72491356127695,31.04220914377133,31.40099550361286,46.92644422556418,52.22977837437935,9.987008018472514,10.279329663364026,19.287184110157877,18.563818073857185,60.83748478747471,87.97871833486735,60.07487569819101,67.0580397049645,0.758134650108433,0.754980219160255
2020-02-29,9275.5,11.7967602639195,54.66999127878457,31.79866332227763,31.28114876920405,54.7275084779952,53.318734123647836,9.11474866869928,9.493711488432405,18.735548566797103,19.42172623585045,55.26013056757193,85.14180304562909,53.68855289815515,58.57100906681464,0.7561067399183213,0.7627766644707064
2020-03-01,9299.5,11.7967602639195,54.50913603768387,30.02984774410641,30.54583747720513,54.12758335325083,56.12485018525294,8.673077075003237,8.786171038223,17.530933163779167,18.412383168412465,59.067171475039025,86.67515044166672,57.1298812461178,61.28293826192848,0.7283580688127295,0.7414305200065124
2020-03-02,9323.5,11.7967602639195,52.23984099120073,30.593548695270663,30.77091681397928,50.9042710180263,52.709191387663815,9.085604970886136,9.248160648585403,17.8896344688629,17.865548932256697,64.03202990945125,89.81892621483539,62.99793487853744,67.77956516614698,0.7228556742704609,0.7281405759115198
2020-03-03,9347.5,11.7967602639195,51.94541117625143,31.324849387926754,30.19169264032002,51.02509930928683,52.23443278448378,9.460586413765677,9.27367921440854,18.75631567954873,17.665252103401365,63.46706284521634,91.36334811556392,63.996489579906196,69.31001511987724,0.7149999424296901,0.7127704919419501
2020-03-04,9371.5,11.7967602639195,48.71127853605,29.246023020626744,31.333786987671086,50.11464981245901,52.73941834854178,9.442131136115568,9.641394615455145,19.46441069440236,19.97131530461185,60.91734763046541,90.91203731406286,59.669662522150325,65.12230241227452,0.7008197851349034,0.7143836950505024
2020-03-05,9395.5,11.7967602639195,52.06662526669778,31.97728579092365,29.793865591453972,55.31079846415679,51.515406195762274,10.816524956524546,10.293284101089366,20.70371772500349,20.31835636292848,64.39680441489283,92.49429712154509,61.99594830722439,67.02885408795092,0.729111446060346,0.7138841446086088
2020-03-06,9419.5,11.7967602639195,53.03862657224132,32.77112143410208,30.484892277266812,52.514606077689926,49.79745491053129,10.445031967072648,10.789147005193891,21.029767336108662,20.05292586960416,66.41526589064934,95.85891104254324,65.5826967436349,72.50739354246817,0.7132533547531237,0.7076811869508648
2020-03-07,9443.5,11.7967602639195,58.4532703591869,39.49715689199012,36.02403554002079,55.56497460719017,52.523520077289355,10.446918673396512,10.328150007634614,23.20347607986857,22.251024763629754,64.05187996446837,97.69165556413078,63.65444483384683,71.3062882119854,0.74475878978059,0.7132195129918254
2020-03-08,9467.5,11.7967602639195,63.78332824982457,42.225733529124334,41.328241447114706,61.81592253796214,59.730221900644906,9.582771638897087,10.111096916500836,21.23727552189583,22.94295617643265,66.87246746860062,100.2298454288998,65.46622650968936,69.86600948252189,0.754465918857584,0.7678916136163656
2020-03-09,9491.5,11.7967602639195,50.33029812542051,30.37633496007462,34.79531353210257,47.17107369169651,53.735312868435834,8.355668464359638,8.813216763690527,18.272475395759024,19.074840557534525,62.09233233253382,94.10521016905936,62.33281457106655,69.81412394726526,0.6985202599981197,0.7169031916674837
2020-03-10,9515.5,11.7967602639195,46.43970984781418,25.473244140969314,27.02219957754494,46.01624753837801,44.687323132385345,8.978003877048927,8.75551814952002,17.529549364498166,17.82751281886297,66.36969527531134,93.10749873134678,65.07367374733009,70.56231707351637,0.6654236186906256,0.6786928422503742
2020-03-11,9539.5,11.7967602639195,53.553962293675305,31.687060562131236,27.269651220049372,58.81252936710331,51.489761996145305,10.575519874928212,9.80064375190238,23.398751145096316,21.116039784718232,65.6491327953498,101.66207970411328,63.9885677889844,70.26100423674089,0.7120057446151966,0.6760431827015349
2020-03-12,9563.5,11.7967602639195,58.19616493639554,34.09534873461089,33.79061986357177,64.38220869245713,62.43978516103927,9.508060971229616,10.12528138540213,23.065342044329842,23.004426466479952,64.6405112920546,101.72228232312597,65.23343280830495,73.97470705335589,0.7075127541651249,0.7082278861648503
2020-03-13,9587.5,11.7967602639195,52.78489929228829,30.497751065045623,32.91628156501636,55.21579222739946,62.94840966121992,8.70566771819878,8.809309169492993,21.68265439565319,23.168665446698665,54.09261548335209,89.82917117946096,52.64392421167765,58.35980197913889,0.6794498308384014,0.7005058579525081
2020-03-14,9611.5,11.7967602639195,56.125328245854035,29.650324153448274,30.29180838179899,63.07945149210447,60.674146432440665,9.64583082473809,9.351155330652608,21.892832549422238,21.31983281133034,62.99543536407793,91.90495250721432,62.45661802487681,67.45272656685091,0.653364296224621,0.6669574195924455
2020-03-15,9635.5,11.7967602639195,65.68811523444708,33.57301741410188,32.6951430604864,77.41603024206293,74.7746756565798,11.1945438541141,10.638007793125466,25.23700391520122,23.966898130496585,66.98004057750366,103.96835735578945,65.47186160186102,71.34202792275951,0.6682348103277356,0.6594403483641246
2020-03-16,9659.5,11.7967602639195,60.581275690973506,32.30041643712542,32.10569669506931,69.71797345405739,72.5315329514451,10.967486636644514,11.002571678283424,24.46977668783237,24.194041840681983,68.26998407499363,104.9984992646099,67.04547427508376,72.96619701744288,0.6587746581910371,0.6559569720310795
2020-03-17,9683.5,11.7967602639195,61.03450030530372,34.17863916097583,33.54650123895479,71.58857926569253,70.60334849480844,10.76848390402269,10.848044326470488,27.76935026494088,26.283299003442874,69.37757064811096,108.02972834913909,67.52966920120222,75.30983293936299,0.7088153906227813,0.693649608273298
2020-03-18,9707.5,11.7967602639195,68.43108578183158,38.30852812116429,35.64699774426953,82.62868038131977,74.50523732957559,11.427505651210776,11.340623349569938,28.016380204661726,28.222600785258546,64.86600462629112,111.9505870135689,62.371094346615315,69.43631365757591,0.71841032534852,0.7097532366704499
2020-03-19,9731.5,11.7967602639195,61.20049607532383,28.80106699400318,32.385750695987284,76.12473530648617,81.60072173626803,10.44439480994485,10.619859746324442,23.978436013264012,23.95656525918986,67.68531084519954,112.2441615741262,67.34893772564776,74.94317221216065,0.6375065600502267,0.6523827104779106
2020-03-20,9755.5,11.7967602639195,61.10409225649706,31.33447221160074,28.457233237056236,76.38579850712505,72.35705566932754,11.348256452287519,10.694927327550467,26.776707102504684,24.92145984694637,64.57891618958342,105.03150589041921,62.95723755168268,68.17884603686316,0.6906753740431478,0.6535288353183585
2020-03-21,9779.5,11.7967602639195,58.00703190021267,33.48539358383144,32.24565321567904,69.31059628990273,70.65722484786198,11.091940882564781,11.147573853377743,26.218562533097536,26.21062352066294,65.79234769501348,110.69132981038388,67.94309754186237,75.8166826834118,0.7056780770412209,0.6966743356425641
2020-03-22,9803.5,11.7967602639195,54.14518579845882,31.037069672845856,31.847010573152208,58.62974592600527,61.56596862629374,10.489002787746394,10.728472179071328,22.403525930510053,23.59111247288793,71.51116943019275,110.76639055980174,69.48249212045663,76.37579604850217,0.6792850208790097,0.6938564454635067
2020-03-23,9827.5,11.7967602639195,54.098748486569214,30.588894949639215,30.22786559064339,58.991897315641765,58.53500475954795,11.069998187513198,10.856595618103968,23.91744126044216,23.37786079703984,70.26680447160686,112.24827471893308,68.3418918865208,74.96206901326019,0.6626070760279018,0.6688934564242761
2020-03-24,9851.5,11.7967602639195,62.24665017053116,35.82051128682773,34.00083221036072,74.39778915117051,69.59633726273708,11.261559354769105,11.291910186853952,26.43862206769578,25.29521083617064,69.76578788841655,114.10649535229511,69.49657010888735,76.24811137384805,0.6780432431043184,0.6702385632847432
2020-03-25,9875.5,11.7967602639195,67.32915321147303,36.200920131998494,34.591482146240516,88.02126825709355,74.24180492884604,10.713653390031894,11.213106361757253,22.740523845850273,23.992473541058178,73.56875801573916,114.70780032285634,72.48244993008522,79.45780225180195,0.6766006380287027,0.6759201654719107
2020-03-26,9899.5,11.7967602639195,64.45282870206945,39.31654889884783,36.92329616065838,80.01693400559239,92.45329672881363,8.74346845185689,9.585559926136233,19.675090503041773,20.62069465510489,63.33444658754799,108.72141843654043,62.713180426973594,71.56308039485761,0.6328576408883723,0.6478508218991762
2020-03-27,9923.5,11.7967602639195,50.136713085073225,26.488750627111905,31.39672412047681,69.23446531898054,73.2324700288785,8.030125048874678,8.341371323114515,15.642270255307965,17.36006461519463,67.14081707989675,89.78612823326323,64.26803026102584,70.25960149840843,0.5343804871731861,0.5699061433631502
2020-03-28,9947.5,11.7967602639195,52.81005723627866,34.871279571734306,31.857248837315034,88.65124709338315,82.1468392130688,9.119807757935337,8.560700610174294,19.63768264710342,18.282333183532526,59.46729070401872,88.09552416526559,58.12330387719208,64.05776613884933,0.555731270629455,0.5511666075070152
2020-03-29,9971.5,11.7967602639195,60.65691168781937,35.651678316717096,36.11628655703445,77.01400389880443,85.97740586942848,9.543212853793673,9.371384106584612,21.206619726725613,20.191470588712814,59.75432496447754,88.26864774365383,58.05519490586638,64.8632512892143,0.6314447540018786,0.6052497814493129
2020-03-30,9995.5,11.7967602639195,63.739052805533795,35.73888099189176,35.875712361505826,73.08194371411396,75.0763714199038,10.5153985610751,10.072958314043555,22.646976613539888,21.33478493760356,60.27341499161427,91.79308386931942,61.499585233596285,67.09514418092057,0.6684920346181297,0.6391443216106992
2020-03-31,10019.5,11.7967602639195,67.04038165678875,35.9094614006884,37.04032131421086,80.01432017523997,76.47546926400703,9.213121282599596,9.97056557902996,22.104699134757613,22.667582493492308,64.72350607927191,93.59507169806709,63.892759779105056,69.93712016962253,0.6589594970719469,0.6698310885494242
2020-04-01,10043.5,11.7967602639195,61.3071074548574,32.82367022055942,33.87884805222905,70.42863754525598,74.2292244689437,8.9570668180558,8.999243962382566,20.873436813158072,21.929433952484885,59.782866915074536,90.9162059204671,56.65331339209079,62.39296668642822,0.6377524553496103,0.643157952791608
2020-04-02,10067.5,11.7967602639195,62.48482093881099,34.85357947022195,34.80181264157874,68.55072850591544,71.20012380353761,9.86911335203814,9.45019149483075,24.495773778196902,22.779029267664008,59.74819342156982,92.61475455260748,59.11440938877209,65.89769430951344,0.6831763678204844,0.659924081982751
2020-04-03,10091.5,11.7967602639195,63.9101804742343,36.053250776927,34.30203487088038,71.3666254629333,65.95529834488933,9.686145810656832,9.735688804459034,25.617249748007485,24.473848702605295,59.73340896700378,94.5342331459839,60.106523249579865,66.1281701461391,0.7143460171149791,0.6884905904471599
2020-04-04,10115.5,11.7967602639195,57.31628574720854,31.098140203696527,32.01897026105233,63.76229421417835,66.94693877993122,9.29746992369439,9.323791906742754,23.015844579068297,23.851483580258343,66.48794141113635,101.58314437111177,65.6257671249998,70.2696162795006,0.6557183276763091,0.665305674742857
2020-04-05,10139.5,11.7967602639195,56.58234888547977,30.848677065039478,31.155569560460073,63.673084771796965,64.81883839654867,10.099677850885891,9.755462272108428,23.057061091500405,22.652788252324267,74.05736787747715,109.15903076194707,69.36697950894633,74.65133863989642,0.6519669034746357,0.6510214281504084
2020-04-06,10163.5,11.7967602639195,63.288432883936906,38.12253702301541,36.139099107038014,71.3017525043786,69.64633870080215,11.106462580626179,10.716164708487808,26.399300828822568,25.47550030231315,72.11548545697029,113.27026852283073,70.0118723049522,76.66137526002969,0.7065227166890923,0.6740414056139592
