Time,Time,value,area,kind,period
2020-01-24 00:00:00,0,32.2,CS,O3,l1
2020-01-24 01:00:00,1,32.6,CS,O3,l1
2020-01-24 02:00:00,2,33.8,CS,O3,l1
2020-01-24 03:00:00,3,37.8,CS,O3,l1
2020-01-24 04:00:00,4,38.8,CS,O3,l1
2020-01-24 05:00:00,5,38.4,CS,O3,l1
2020-01-24 06:00:00,6,38.2,CS,O3,l1
2020-01-24 07:00:00,7,38.6,CS,O3,l1
2020-01-24 08:00:00,8,33.8,CS,O3,l1
2020-01-24 09:00:00,9,30.4,CS,O3,l1
2020-01-24 10:00:00,10,34.2,CS,O3,l1
2020-01-24 11:00:00,11,41.6,CS,O3,l1
2020-01-24 12:00:00,12,48.4,CS,O3,l1
2020-01-24 13:00:00,13,52.2,CS,O3,l1
2020-01-24 14:00:00,14,55.6,CS,O3,l1
2020-01-24 15:00:00,15,57.8,CS,O3,l1
2020-01-24 16:00:00,16,58.0,CS,O3,l1
2020-01-24 17:00:00,17,57.8,CS,O3,l1
2020-01-24 18:00:00,18,59.2,CS,O3,l1
2020-01-24 19:00:00,19,59.2,CS,O3,l1
2020-01-24 20:00:00,20,58.2,CS,O3,l1
2020-01-24 21:00:00,21,57.8,CS,O3,l1
2020-01-24 22:00:00,22,57.0,CS,O3,l1
2020-01-24 23:00:00,23,54.4,CS,O3,l1
2020-01-25 00:00:00,0,52.6,CS,O3,l1
2020-01-25 01:00:00,1,51.2,CS,O3,l1
2020-01-25 02:00:00,2,50.4,CS,O3,l1
2020-01-25 03:00:00,3,49.6,CS,O3,l1
2020-01-25 04:00:00,4,49.2,CS,O3,l1
2020-01-25 05:00:00,5,47.8,CS,O3,l1
2020-01-25 06:00:00,6,46.6,CS,O3,l1
2020-01-25 07:00:00,7,44.6,CS,O3,l1
2020-01-25 08:00:00,8,44.0,CS,O3,l1
2020-01-25 09:00:00,9,43.2,CS,O3,l1
2020-01-25 10:00:00,10,44.8,CS,O3,l1
2020-01-25 11:00:00,11,47.8,CS,O3,l1
2020-01-25 12:00:00,12,50.8,CS,O3,l1
2020-01-25 13:00:00,13,53.0,CS,O3,l1
2020-01-25 14:00:00,14,54.0,CS,O3,l1
2020-01-25 15:00:00,15,54.2,CS,O3,l1
2020-01-25 16:00:00,16,54.6,CS,O3,l1
2020-01-25 17:00:00,17,55.4,CS,O3,l1
2020-01-25 18:00:00,18,55.0,CS,O3,l1
2020-01-25 19:00:00,19,53.4,CS,O3,l1
2020-01-25 20:00:00,20,50.6,CS,O3,l1
2020-01-25 21:00:00,21,49.4,CS,O3,l1
2020-01-25 22:00:00,22,49.0,CS,O3,l1
2020-01-25 23:00:00,23,48.8,CS,O3,l1
2020-01-26 00:00:00,0,49.4,CS,O3,l1
2020-01-26 01:00:00,1,50.6,CS,O3,l1
2020-01-26 02:00:00,2,50.0,CS,O3,l1
2020-01-26 03:00:00,3,50.0,CS,O3,l1
2020-01-26 04:00:00,4,50.0,CS,O3,l1
2020-01-26 05:00:00,5,49.6,CS,O3,l1
2020-01-26 06:00:00,6,49.0,CS,O3,l1
2020-01-26 07:00:00,7,47.6,CS,O3,l1
2020-01-26 08:00:00,8,45.8,CS,O3,l1
2020-01-26 09:00:00,9,44.8,CS,O3,l1
2020-01-26 10:00:00,10,42.0,CS,O3,l1
2020-01-26 11:00:00,11,44.2,CS,O3,l1
2020-01-26 12:00:00,12,49.4,CS,O3,l1
2020-01-26 13:00:00,13,52.0,CS,O3,l1
2020-01-26 14:00:00,14,56.6,CS,O3,l1
2020-01-26 15:00:00,15,61.0,CS,O3,l1
2020-01-26 16:00:00,16,63.6,CS,O3,l1
2020-01-26 17:00:00,17,65.4,CS,O3,l1
2020-01-26 18:00:00,18,65.4,CS,O3,l1
2020-01-26 19:00:00,19,61.6,CS,O3,l1
2020-01-26 20:00:00,20,57.2,CS,O3,l1
