Time,Time,NO2,area,period
2020-03-05 11:00:00,11,10.1,CS,l2
2020-03-05 12:00:00,12,9.033333333333333,CS,l2
2020-03-05 13:00:00,13,8.1,CS,l2
2020-03-05 14:00:00,14,7.616666666666667,CS,l2
2020-03-05 15:00:00,15,8.116666666666667,CS,l2
2020-03-05 16:00:00,16,8.666666666666666,CS,l2
2020-03-05 17:00:00,17,9.450000000000001,CS,l2
2020-03-05 18:00:00,18,11.183333333333332,CS,l2
2020-03-05 19:00:00,19,11.333333333333334,CS,l2
2020-03-05 20:00:00,20,10.700000000000001,CS,l2
2020-03-05 21:00:00,21,11.049999999999999,CS,l2
2020-03-05 22:00:00,22,11.666666666666666,CS,l2
2020-03-05 23:00:00,23,11.883333333333333,CS,l2
2020-03-06 00:00:00,0,11.75,CS,l2
2020-03-06 01:00:00,1,12.799999999999999,CS,l2
2020-03-06 02:00:00,2,10.366666666666667,CS,l2
2020-03-06 03:00:00,3,10.466666666666667,CS,l2
2020-03-06 04:00:00,4,9.416666666666666,CS,l2
2020-03-06 05:00:00,5,9.483333333333333,CS,l2
2020-03-06 06:00:00,6,11.1,CS,l2
2020-03-06 07:00:00,7,13.883333333333333,CS,l2
2020-03-06 08:00:00,8,16.466666666666665,CS,l2
2020-03-06 09:00:00,9,17.633333333333333,CS,l2
2020-03-06 10:00:00,10,16.066666666666666,CS,l2
2020-03-06 11:00:00,11,12.85,CS,l2
2020-03-06 12:00:00,12,11.816666666666668,CS,l2
2020-03-06 13:00:00,13,10.933333333333332,CS,l2
2020-03-06 14:00:00,14,10.133333333333333,CS,l2
2020-03-06 15:00:00,15,10.4,CS,l2
2020-03-06 16:00:00,16,11.966666666666667,CS,l2
2020-03-06 17:00:00,17,13.316666666666668,CS,l2
2020-03-06 18:00:00,18,14.816666666666668,CS,l2
2020-03-06 19:00:00,19,17.0,CS,l2
2020-03-06 20:00:00,20,17.033333333333335,CS,l2
2020-03-06 21:00:00,21,16.916666666666668,CS,l2
2020-03-06 22:00:00,22,15.799999999999999,CS,l2
2020-03-06 23:00:00,23,15.9,CS,l2
2020-03-07 00:00:00,0,16.616666666666667,CS,l2
2020-03-07 01:00:00,1,17.183333333333334,CS,l2
2020-03-07 02:00:00,2,17.666666666666668,CS,l2
2020-03-07 03:00:00,3,16.616666666666667,CS,l2
2020-03-07 04:00:00,4,18.25,CS,l2
2020-03-07 05:00:00,5,17.849999999999998,CS,l2
2020-03-07 06:00:00,6,17.183333333333334,CS,l2
2020-03-07 07:00:00,7,18.55,CS,l2
2020-03-07 08:00:00,8,18.966666666666665,CS,l2
2020-03-07 09:00:00,9,18.583333333333332,CS,l2
2020-03-07 10:00:00,10,18.05,CS,l2
2020-03-07 11:00:00,11,18.283333333333335,CS,l2
2020-03-07 12:00:00,12,18.533333333333335,CS,l2
2020-03-07 13:00:00,13,16.7,CS,l2
2020-03-07 14:00:00,14,16.8,CS,l2
2020-03-07 15:00:00,15,16.183333333333334,CS,l2
2020-03-07 16:00:00,16,13.933333333333332,CS,l2
2020-03-07 17:00:00,17,14.450000000000001,CS,l2
2020-03-07 18:00:00,18,17.916666666666668,CS,l2
2020-03-07 19:00:00,19,20.666666666666668,CS,l2
2020-03-07 20:00:00,20,22.816666666666666,CS,l2
2020-03-07 21:00:00,21,23.45,CS,l2
2020-03-07 22:00:00,22,23.066666666666666,CS,l2
2020-03-07 23:00:00,23,21.8,CS,l2
2020-03-08 00:00:00,0,19.316666666666666,CS,l2
2020-03-08 01:00:00,1,16.933333333333334,CS,l2
2020-03-08 02:00:00,2,14.166666666666666,CS,l2
2020-03-08 03:00:00,3,13.0,CS,l2
2020-03-08 04:00:00,4,12.433333333333332,CS,l2
2020-03-08 05:00:00,5,10.866666666666667,CS,l2
2020-03-08 06:00:00,6,10.533333333333333,CS,l2
2020-03-08 07:00:00,7,10.766666666666666,CS,l2
2020-03-08 08:00:00,8,12.6,CS,l2
2020-03-08 09:00:00,9,14.049999999999999,CS,l2
2020-03-08 10:00:00,10,15.166666666666666,CS,l2
2020-03-08 11:00:00,11,15.65,CS,l2
2020-03-08 12:00:00,12,16.283333333333335,CS,l2
2020-03-08 13:00:00,13,15.283333333333333,CS,l2
2020-03-08 14:00:00,14,15.283333333333333,CS,l2
2020-03-08 15:00:00,15,15.283333333333333,CS,l2
2020-03-08 16:00:00,16,16.416666666666668,CS,l2
2020-03-08 17:00:00,17,18.333333333333332,CS,l2
2020-03-08 18:00:00,18,19.466666666666665,CS,l2
2020-03-08 19:00:00,19,19.733333333333334,CS,l2
2020-03-08 20:00:00,20,19.05,CS,l2
2020-03-08 21:00:00,21,17.983333333333334,CS,l2
2020-03-08 22:00:00,22,17.066666666666666,CS,l2
2020-03-08 23:00:00,23,16.45,CS,l2
2020-03-09 00:00:00,0,15.633333333333333,CS,l2
2020-03-09 01:00:00,1,15.35,CS,l2
2020-03-09 02:00:00,2,14.933333333333332,CS,l2
2020-03-09 03:00:00,3,15.533333333333333,CS,l2
2020-03-09 04:00:00,4,15.166666666666666,CS,l2
2020-03-09 05:00:00,5,15.233333333333334,CS,l2
2020-03-09 06:00:00,6,15.416666666666666,CS,l2
2020-03-09 07:00:00,7,16.8,CS,l2
2020-03-09 08:00:00,8,17.8,CS,l2
2020-03-09 09:00:00,9,20.083333333333332,CS,l2
2020-03-09 10:00:00,10,19.599999999999998,CS,l2
2020-03-09 11:00:00,11,18.150000000000002,CS,l2
2020-03-09 12:00:00,12,15.616666666666667,CS,l2
2020-03-09 13:00:00,13,12.733333333333334,CS,l2
2020-03-09 14:00:00,14,11.883333333333333,CS,l2
2020-03-09 15:00:00,15,12.933333333333332,CS,l2
2020-03-09 16:00:00,16,14.316666666666668,CS,l2
2020-03-09 17:00:00,17,15.799999999999999,CS,l2
2020-03-09 18:00:00,18,18.016666666666666,CS,l2
2020-03-09 19:00:00,19,15.799999999999999,CS,l2
2020-03-09 20:00:00,20,15.566666666666668,CS,l2
2020-03-09 21:00:00,21,16.333333333333332,CS,l2
2020-03-09 22:00:00,22,15.966666666666667,CS,l2
2020-03-09 23:00:00,23,17.25,CS,l2
2020-03-10 00:00:00,0,15.966666666666667,CS,l2
2020-03-10 01:00:00,1,13.766666666666666,CS,l2
2020-03-10 02:00:00,2,12.483333333333334,CS,l2
2020-03-10 03:00:00,3,9.966666666666667,CS,l2
2020-03-10 04:00:00,4,9.116666666666667,CS,l2
2020-03-10 05:00:00,5,9.716666666666667,CS,l2
2020-03-10 06:00:00,6,7.916666666666667,CS,l2
2020-03-10 07:00:00,7,8.65,CS,l2
2020-03-10 08:00:00,8,11.916666666666666,CS,l2
2020-03-10 09:00:00,9,12.783333333333333,CS,l2
2020-03-10 10:00:00,10,10.666666666666666,CS,l2
2020-03-10 11:00:00,11,9.083333333333334,CS,l2
2020-03-10 12:00:00,12,8.200000000000001,CS,l2
2020-03-10 13:00:00,13,7.75,CS,l2
2020-03-10 14:00:00,14,8.1,CS,l2
2020-03-10 15:00:00,15,9.0,CS,l2
2020-03-10 16:00:00,16,9.566666666666666,CS,l2
2020-03-10 17:00:00,17,10.35,CS,l2
2020-03-10 18:00:00,18,11.833333333333334,CS,l2
2020-03-10 19:00:00,19,14.333333333333334,CS,l2
2020-03-10 20:00:00,20,16.45,CS,l2
2020-03-10 21:00:00,21,18.416666666666668,CS,l2
2020-03-10 22:00:00,22,19.016666666666666,CS,l2
2020-03-10 23:00:00,23,19.900000000000002,CS,l2
2020-03-11 00:00:00,0,22.05,CS,l2
2020-03-11 01:00:00,1,23.400000000000002,CS,l2
2020-03-11 02:00:00,2,22.666666666666668,CS,l2
2020-03-11 03:00:00,3,21.366666666666664,CS,l2
2020-03-11 04:00:00,4,20.416666666666668,CS,l2
2020-03-11 05:00:00,5,19.283333333333335,CS,l2
2020-03-11 06:00:00,6,17.733333333333334,CS,l2
2020-03-11 07:00:00,7,17.466666666666665,CS,l2
2020-03-11 08:00:00,8,19.166666666666668,CS,l2
2020-03-11 09:00:00,9,19.150000000000002,CS,l2
2020-03-11 10:00:00,10,17.05,CS,l2
2020-03-11 11:00:00,11,16.133333333333333,CS,l2
2020-03-11 12:00:00,12,14.133333333333333,CS,l2
2020-03-11 13:00:00,13,11.566666666666668,CS,l2
2020-03-11 14:00:00,14,10.216666666666667,CS,l2
2020-03-11 15:00:00,15,10.816666666666668,CS,l2
2020-03-11 16:00:00,16,11.433333333333332,CS,l2
2020-03-11 17:00:00,17,12.333333333333334,CS,l2
2020-03-11 18:00:00,18,14.083333333333334,CS,l2
2020-03-11 19:00:00,19,14.916666666666666,CS,l2
2020-03-11 20:00:00,20,14.5,CS,l2
2020-03-11 21:00:00,21,15.433333333333332,CS,l2
2020-03-11 22:00:00,22,15.633333333333333,CS,l2
2020-03-11 23:00:00,23,15.9,CS,l2
2020-03-12 00:00:00,0,16.616666666666667,CS,l2
2020-03-12 01:00:00,1,16.349999999999998,CS,l2
2020-03-12 02:00:00,2,12.866666666666667,CS,l2
2020-03-12 03:00:00,3,11.983333333333334,CS,l2
2020-03-12 04:00:00,4,10.983333333333334,CS,l2
2020-03-12 05:00:00,5,10.266666666666667,CS,l2
2020-03-12 06:00:00,6,9.766666666666667,CS,l2
2020-03-12 07:00:00,7,12.016666666666666,CS,l2
2020-03-12 08:00:00,8,15.433333333333332,CS,l2
2020-03-12 09:00:00,9,17.533333333333335,CS,l2
2020-03-12 10:00:00,10,19.2,CS,l2
2020-03-12 11:00:00,11,19.716666666666665,CS,l2
2020-03-12 12:00:00,12,20.283333333333335,CS,l2
2020-03-12 13:00:00,13,20.150000000000002,CS,l2
2020-03-12 14:00:00,14,20.983333333333334,CS,l2
2020-03-12 15:00:00,15,21.46666666666667,CS,l2
2020-03-12 16:00:00,16,22.566666666666666,CS,l2
2020-03-12 17:00:00,17,23.183333333333334,CS,l2
2020-03-12 18:00:00,18,25.133333333333336,CS,l2
2020-03-12 19:00:00,19,26.316666666666666,CS,l2
2020-03-12 20:00:00,20,25.2,CS,l2
2020-03-12 21:00:00,21,24.416666666666668,CS,l2
2020-03-12 22:00:00,22,23.8,CS,l2
2020-03-12 23:00:00,23,23.133333333333336,CS,l2
2020-03-13 00:00:00,0,21.95,CS,l2
2020-03-13 01:00:00,1,21.266666666666666,CS,l2
2020-03-13 02:00:00,2,20.683333333333334,CS,l2
2020-03-13 03:00:00,3,19.150000000000002,CS,l2
2020-03-13 04:00:00,4,18.2,CS,l2
2020-03-13 05:00:00,5,17.599999999999998,CS,l2
2020-03-13 06:00:00,6,17.266666666666666,CS,l2
2020-03-13 07:00:00,7,18.0,CS,l2
2020-03-13 08:00:00,8,20.133333333333333,CS,l2
2020-03-13 09:00:00,9,19.516666666666666,CS,l2
2020-03-13 10:00:00,10,18.25,CS,l2
2020-03-13 11:00:00,11,16.099999999999998,CS,l2
2020-03-13 12:00:00,12,15.516666666666666,CS,l2
2020-03-13 13:00:00,13,13.433333333333332,CS,l2
2020-03-13 14:00:00,14,13.116666666666667,CS,l2
2020-03-13 15:00:00,15,15.566666666666668,CS,l2
2020-03-13 16:00:00,16,16.833333333333332,CS,l2
2020-03-13 17:00:00,17,20.883333333333333,CS,l2
2020-03-13 18:00:00,18,19.116666666666667,CS,l2
2020-03-13 19:00:00,19,18.383333333333333,CS,l2
2020-03-13 20:00:00,20,18.166666666666668,CS,l2
2020-03-13 21:00:00,21,16.866666666666667,CS,l2
2020-03-13 22:00:00,22,15.333333333333334,CS,l2
2020-03-13 23:00:00,23,13.0,CS,l2
2020-03-14 00:00:00,0,12.616666666666667,CS,l2
2020-03-14 01:00:00,1,11.883333333333333,CS,l2
2020-03-14 02:00:00,2,11.700000000000001,CS,l2
2020-03-14 03:00:00,3,11.1,CS,l2
2020-03-14 04:00:00,4,10.533333333333333,CS,l2
2020-03-14 05:00:00,5,9.966666666666667,CS,l2
2020-03-14 06:00:00,6,10.016666666666667,CS,l2
2020-03-14 07:00:00,7,11.35,CS,l2
2020-03-14 08:00:00,8,12.183333333333332,CS,l2
2020-03-14 09:00:00,9,13.083333333333334,CS,l2
2020-03-14 10:00:00,10,13.333333333333334,CS,l2
2020-03-14 11:00:00,11,13.0,CS,l2
2020-03-14 12:00:00,12,12.016666666666666,CS,l2
2020-03-14 13:00:00,13,11.049999999999999,CS,l2
2020-03-14 14:00:00,14,10.383333333333333,CS,l2
2020-03-14 15:00:00,15,10.483333333333333,CS,l2
2020-03-14 16:00:00,16,10.916666666666666,CS,l2
2020-03-14 17:00:00,17,11.816666666666668,CS,l2
2020-03-14 18:00:00,18,13.216666666666667,CS,l2
2020-03-14 19:00:00,19,14.283333333333333,CS,l2
2020-03-14 20:00:00,20,14.516666666666666,CS,l2
2020-03-14 21:00:00,21,15.716666666666667,CS,l2
2020-03-14 22:00:00,22,18.349999999999998,CS,l2
2020-03-14 23:00:00,23,19.716666666666665,CS,l2
2020-03-15 00:00:00,0,20.400000000000002,CS,l2
2020-03-15 01:00:00,1,21.416666666666668,CS,l2
2020-03-15 02:00:00,2,22.45,CS,l2
2020-03-15 03:00:00,3,22.55,CS,l2
2020-03-15 04:00:00,4,22.133333333333336,CS,l2
2020-03-15 05:00:00,5,21.266666666666666,CS,l2
2020-03-15 06:00:00,6,21.033333333333335,CS,l2
2020-03-15 07:00:00,7,21.866666666666664,CS,l2
2020-03-15 08:00:00,8,20.933333333333334,CS,l2
2020-03-15 09:00:00,9,19.233333333333334,CS,l2
2020-03-15 10:00:00,10,17.683333333333334,CS,l2
2020-03-15 11:00:00,11,14.216666666666667,CS,l2
2020-03-15 12:00:00,12,11.516666666666666,CS,l2
2020-03-15 13:00:00,13,9.133333333333333,CS,l2
2020-03-15 14:00:00,14,8.5,CS,l2
2020-03-15 15:00:00,15,8.883333333333333,CS,l2
2020-03-15 16:00:00,16,10.450000000000001,CS,l2
2020-03-15 17:00:00,17,11.700000000000001,CS,l2
2020-03-15 18:00:00,18,13.083333333333334,CS,l2
2020-03-15 19:00:00,19,14.233333333333334,CS,l2
2020-03-15 20:00:00,20,17.083333333333332,CS,l2
2020-03-15 21:00:00,21,20.483333333333334,CS,l2
2020-03-15 22:00:00,22,24.383333333333336,CS,l2
2020-03-15 23:00:00,23,25.3,CS,l2
2020-03-16 00:00:00,0,27.45,CS,l2
2020-03-16 01:00:00,1,26.883333333333336,CS,l2
2020-03-16 02:00:00,2,26.583333333333332,CS,l2
2020-03-16 03:00:00,3,27.016666666666666,CS,l2
2020-03-16 04:00:00,4,24.566666666666666,CS,l2
2020-03-16 05:00:00,5,23.78333333333333,CS,l2
2020-03-16 06:00:00,6,21.71666666666667,CS,l2
2020-03-16 07:00:00,7,23.55,CS,l2
2020-03-16 08:00:00,8,24.066666666666666,CS,l2
2020-03-16 09:00:00,9,21.650000000000002,CS,l2
2020-03-16 10:00:00,10,18.099999999999998,CS,l2
2020-03-16 11:00:00,11,14.766666666666666,CS,l2
2020-03-16 12:00:00,12,13.283333333333333,CS,l2
2020-03-16 13:00:00,13,11.883333333333333,CS,l2
2020-03-16 14:00:00,14,10.916666666666666,CS,l2
2020-03-16 15:00:00,15,11.35,CS,l2
2020-03-16 16:00:00,16,11.733333333333334,CS,l2
2020-03-16 17:00:00,17,13.950000000000001,CS,l2
2020-03-16 18:00:00,18,15.85,CS,l2
2020-03-16 19:00:00,19,17.150000000000002,CS,l2
2020-03-16 20:00:00,20,18.233333333333334,CS,l2
2020-03-16 21:00:00,21,19.133333333333333,CS,l2
2020-03-16 22:00:00,22,19.833333333333332,CS,l2
2020-03-16 23:00:00,23,21.066666666666666,CS,l2
2020-03-17 00:00:00,0,21.416666666666668,CS,l2
2020-03-17 01:00:00,1,20.533333333333335,CS,l2
2020-03-17 02:00:00,2,20.349999999999998,CS,l2
2020-03-17 03:00:00,3,19.5,CS,l2
2020-03-17 04:00:00,4,18.616666666666667,CS,l2
2020-03-17 05:00:00,5,20.150000000000002,CS,l2
2020-03-17 06:00:00,6,22.849999999999998,CS,l2
2020-03-17 07:00:00,7,24.666666666666668,CS,l2
2020-03-17 08:00:00,8,27.733333333333334,CS,l2
2020-03-17 09:00:00,9,27.75,CS,l2
2020-03-17 10:00:00,10,24.53333333333333,CS,l2
2020-03-17 11:00:00,11,22.616666666666664,CS,l2
2020-03-17 12:00:00,12,21.866666666666664,CS,l2
2020-03-17 13:00:00,13,19.916666666666668,CS,l2
2020-03-17 14:00:00,14,20.966666666666665,CS,l2
2020-03-17 15:00:00,15,21.7,CS,l2
2020-03-17 16:00:00,16,24.2,CS,l2
2020-03-17 17:00:00,17,28.766666666666666,CS,l2
2020-03-17 18:00:00,18,31.316666666666666,CS,l2
2020-03-17 19:00:00,19,33.050000000000004,CS,l2
2020-03-17 20:00:00,20,33.36666666666667,CS,l2
2020-03-17 21:00:00,21,33.983333333333334,CS,l2
2020-03-17 22:00:00,22,33.15,CS,l2
2020-03-17 23:00:00,23,31.599999999999998,CS,l2
2020-03-18 00:00:00,0,31.21666666666667,CS,l2
2020-03-18 01:00:00,1,30.3,CS,l2
2020-03-18 02:00:00,2,29.0,CS,l2
2020-03-18 03:00:00,3,26.150000000000002,CS,l2
2020-03-18 04:00:00,4,25.616666666666664,CS,l2
2020-03-18 05:00:00,5,25.03333333333333,CS,l2
2020-03-18 06:00:00,6,24.0,CS,l2
2020-03-18 07:00:00,7,22.433333333333334,CS,l2
2020-03-18 08:00:00,8,24.7,CS,l2
2020-03-18 09:00:00,9,25.916666666666668,CS,l2
2020-03-18 10:00:00,10,26.21666666666667,CS,l2
2020-03-18 11:00:00,11,25.016666666666666,CS,l2
2020-03-18 12:00:00,12,25.349999999999998,CS,l2
2020-03-18 13:00:00,13,25.0,CS,l2
2020-03-18 14:00:00,14,26.099999999999998,CS,l2
2020-03-18 15:00:00,15,28.099999999999998,CS,l2
2020-03-18 16:00:00,16,29.683333333333334,CS,l2
2020-03-18 17:00:00,17,28.46666666666667,CS,l2
2020-03-18 18:00:00,18,,CS,l2
2020-03-18 19:00:00,19,,CS,l2
2020-03-18 20:00:00,20,,CS,l2
2020-03-18 21:00:00,21,37.81666666666667,CS,l2
2020-03-18 22:00:00,22,40.13333333333333,CS,l2
2020-03-18 23:00:00,23,40.71666666666667,CS,l2
2020-03-19 00:00:00,0,40.9,CS,l2
2020-03-19 01:00:00,1,37.11666666666667,CS,l2
2020-03-19 02:00:00,2,32.85,CS,l2
2020-03-19 03:00:00,3,30.066666666666666,CS,l2
2020-03-19 04:00:00,4,28.983333333333334,CS,l2
2020-03-19 05:00:00,5,27.366666666666664,CS,l2
2020-03-19 06:00:00,6,25.75,CS,l2
2020-03-19 07:00:00,7,24.900000000000002,CS,l2
2020-03-19 08:00:00,8,26.8,CS,l2
2020-03-19 09:00:00,9,27.349999999999998,CS,l2
2020-03-19 10:00:00,10,26.099999999999998,CS,l2
2020-03-19 11:00:00,11,25.55,CS,l2
2020-03-19 12:00:00,12,25.21666666666667,CS,l2
2020-03-19 13:00:00,13,22.7,CS,l2
2020-03-19 14:00:00,14,20.766666666666666,CS,l2
2020-03-19 15:00:00,15,20.900000000000002,CS,l2
2020-03-19 16:00:00,16,20.116666666666667,CS,l2
2020-03-19 17:00:00,17,20.45,CS,l2
2020-03-19 18:00:00,18,25.05,CS,l2
2020-03-19 19:00:00,19,30.099999999999998,CS,l2
2020-03-19 20:00:00,20,35.63333333333333,CS,l2
2020-03-19 21:00:00,21,38.53333333333333,CS,l2
2020-03-19 22:00:00,22,37.81666666666667,CS,l2
2020-03-19 23:00:00,23,35.63333333333333,CS,l2
2020-03-20 00:00:00,0,31.833333333333332,CS,l2
2020-03-20 01:00:00,1,31.3,CS,l2
2020-03-20 02:00:00,2,31.2,CS,l2
2020-03-20 03:00:00,3,29.316666666666666,CS,l2
2020-03-20 04:00:00,4,27.316666666666666,CS,l2
2020-03-20 05:00:00,5,26.05,CS,l2
2020-03-20 06:00:00,6,24.316666666666666,CS,l2
2020-03-20 07:00:00,7,25.416666666666668,CS,l2
2020-03-20 08:00:00,8,26.233333333333334,CS,l2
2020-03-20 09:00:00,9,25.116666666666664,CS,l2
2020-03-20 10:00:00,10,22.71666666666667,CS,l2
2020-03-20 11:00:00,11,18.900000000000002,CS,l2
2020-03-20 12:00:00,12,15.133333333333333,CS,l2
2020-03-20 13:00:00,13,11.799999999999999,CS,l2
2020-03-20 14:00:00,14,9.833333333333334,CS,l2
2020-03-20 15:00:00,15,9.766666666666667,CS,l2
2020-03-20 16:00:00,16,11.566666666666668,CS,l2
2020-03-20 17:00:00,17,14.083333333333334,CS,l2
2020-03-20 18:00:00,18,15.983333333333334,CS,l2
2020-03-20 19:00:00,19,18.016666666666666,CS,l2
2020-03-20 20:00:00,20,22.05,CS,l2
2020-03-20 21:00:00,21,24.78333333333333,CS,l2
2020-03-20 22:00:00,22,27.46666666666667,CS,l2
2020-03-20 23:00:00,23,29.383333333333336,CS,l2
2020-03-21 00:00:00,0,31.083333333333332,CS,l2
2020-03-21 01:00:00,1,31.083333333333332,CS,l2
2020-03-21 02:00:00,2,29.066666666666666,CS,l2
2020-03-21 03:00:00,3,27.599999999999998,CS,l2
2020-03-21 04:00:00,4,28.416666666666668,CS,l2
2020-03-21 05:00:00,5,29.833333333333332,CS,l2
2020-03-21 06:00:00,6,30.8,CS,l2
2020-03-21 07:00:00,7,29.483333333333334,CS,l2
2020-03-21 08:00:00,8,28.583333333333332,CS,l2
2020-03-21 09:00:00,9,27.099999999999998,CS,l2
2020-03-21 10:00:00,10,27.150000000000002,CS,l2
2020-03-21 11:00:00,11,25.866666666666664,CS,l2
2020-03-21 12:00:00,12,23.25,CS,l2
2020-03-21 13:00:00,13,19.45,CS,l2
2020-03-21 14:00:00,14,18.599999999999998,CS,l2
2020-03-21 15:00:00,15,16.150000000000002,CS,l2
2020-03-21 16:00:00,16,16.683333333333334,CS,l2
2020-03-21 17:00:00,17,18.366666666666667,CS,l2
2020-03-21 18:00:00,18,21.633333333333336,CS,l2
2020-03-21 19:00:00,19,26.03333333333333,CS,l2
2020-03-21 20:00:00,20,28.150000000000002,CS,l2
2020-03-21 21:00:00,21,30.150000000000002,CS,l2
2020-03-21 22:00:00,22,30.116666666666664,CS,l2
2020-03-21 23:00:00,23,32.233333333333334,CS,l2
2020-03-22 00:00:00,0,34.266666666666666,CS,l2
2020-03-22 01:00:00,1,31.71666666666667,CS,l2
2020-03-22 02:00:00,2,31.733333333333334,CS,l2
2020-03-22 03:00:00,3,29.933333333333334,CS,l2
2020-03-22 04:00:00,4,27.03333333333333,CS,l2
2020-03-22 05:00:00,5,26.05,CS,l2
2020-03-22 06:00:00,6,26.53333333333333,CS,l2
2020-03-22 07:00:00,7,27.05,CS,l2
2020-03-22 08:00:00,8,26.766666666666666,CS,l2
2020-03-22 09:00:00,9,29.866666666666664,CS,l2
2020-03-22 10:00:00,10,29.349999999999998,CS,l2
2020-03-22 11:00:00,11,21.900000000000002,CS,l2
2020-03-22 12:00:00,12,15.483333333333334,CS,l2
2020-03-22 13:00:00,13,12.816666666666668,CS,l2
2020-03-22 14:00:00,14,11.516666666666666,CS,l2
2020-03-22 15:00:00,15,10.833333333333334,CS,l2
2020-03-22 16:00:00,16,11.083333333333334,CS,l2
2020-03-22 17:00:00,17,12.35,CS,l2
2020-03-22 18:00:00,18,14.833333333333334,CS,l2
2020-03-22 19:00:00,19,19.316666666666666,CS,l2
2020-03-22 20:00:00,20,22.683333333333334,CS,l2
2020-03-22 21:00:00,21,22.7,CS,l2
2020-03-22 22:00:00,22,22.683333333333334,CS,l2
2020-03-22 23:00:00,23,20.866666666666667,CS,l2
2020-03-23 00:00:00,0,19.383333333333333,CS,l2
2020-03-23 01:00:00,1,15.483333333333334,CS,l2
2020-03-23 02:00:00,2,12.566666666666668,CS,l2
2020-03-23 03:00:00,3,12.049999999999999,CS,l2
2020-03-23 04:00:00,4,11.683333333333332,CS,l2
2020-03-23 05:00:00,5,11.450000000000001,CS,l2
2020-03-23 06:00:00,6,11.583333333333334,CS,l2
2020-03-23 07:00:00,7,13.466666666666667,CS,l2
2020-03-23 08:00:00,8,15.833333333333334,CS,l2
2020-03-23 09:00:00,9,16.3,CS,l2
2020-03-23 10:00:00,10,17.55,CS,l2
2020-03-23 11:00:00,11,16.75,CS,l2
2020-03-23 12:00:00,12,15.450000000000001,CS,l2
2020-03-23 13:00:00,13,12.700000000000001,CS,l2
2020-03-23 14:00:00,14,11.75,CS,l2
2020-03-23 15:00:00,15,12.383333333333333,CS,l2
2020-03-23 16:00:00,16,13.799999999999999,CS,l2
2020-03-23 17:00:00,17,15.283333333333333,CS,l2
2020-03-23 18:00:00,18,18.333333333333332,CS,l2
2020-03-23 19:00:00,19,18.683333333333334,CS,l2
2020-03-23 20:00:00,20,17.900000000000002,CS,l2
2020-03-23 21:00:00,21,17.616666666666667,CS,l2
2020-03-23 22:00:00,22,18.75,CS,l2
2020-03-23 23:00:00,23,21.183333333333334,CS,l2
2020-03-24 00:00:00,0,21.333333333333332,CS,l2
2020-03-24 01:00:00,1,20.3,CS,l2
2020-03-24 02:00:00,2,19.766666666666666,CS,l2
2020-03-24 03:00:00,3,19.466666666666665,CS,l2
2020-03-24 04:00:00,4,17.333333333333332,CS,l2
2020-03-24 05:00:00,5,17.066666666666666,CS,l2
2020-03-24 06:00:00,6,16.983333333333334,CS,l2
2020-03-24 07:00:00,7,17.866666666666667,CS,l2
2020-03-24 08:00:00,8,19.516666666666666,CS,l2
2020-03-24 09:00:00,9,19.2,CS,l2
2020-03-24 10:00:00,10,19.2,CS,l2
2020-03-24 11:00:00,11,17.383333333333333,CS,l2
2020-03-24 12:00:00,12,14.883333333333333,CS,l2
2020-03-24 13:00:00,13,13.466666666666667,CS,l2
2020-03-24 14:00:00,14,12.5,CS,l2
2020-03-24 15:00:00,15,12.166666666666666,CS,l2
2020-03-24 16:00:00,16,13.683333333333332,CS,l2
2020-03-24 17:00:00,17,13.833333333333334,CS,l2
2020-03-24 18:00:00,18,15.1,CS,l2
2020-03-24 19:00:00,19,15.683333333333332,CS,l2
2020-03-24 20:00:00,20,15.966666666666667,CS,l2
2020-03-24 21:00:00,21,18.716666666666665,CS,l2
2020-03-24 22:00:00,22,19.583333333333332,CS,l2
2020-03-24 23:00:00,23,20.383333333333333,CS,l2
2020-03-25 00:00:00,0,20.849999999999998,CS,l2
2020-03-25 01:00:00,1,22.433333333333334,CS,l2
2020-03-25 02:00:00,2,23.483333333333334,CS,l2
2020-03-25 03:00:00,3,22.900000000000002,CS,l2
2020-03-25 04:00:00,4,21.583333333333332,CS,l2
2020-03-25 05:00:00,5,21.733333333333334,CS,l2
2020-03-25 06:00:00,6,21.733333333333334,CS,l2
2020-03-25 07:00:00,7,22.2,CS,l2
2020-03-25 08:00:00,8,25.316666666666666,CS,l2
2020-03-25 09:00:00,9,25.333333333333332,CS,l2
2020-03-25 10:00:00,10,22.666666666666668,CS,l2
2020-03-25 11:00:00,11,20.466666666666665,CS,l2
2020-03-25 12:00:00,12,18.25,CS,l2
2020-03-25 13:00:00,13,16.3,CS,l2
2020-03-25 14:00:00,14,13.283333333333333,CS,l2
2020-03-25 15:00:00,15,14.583333333333334,CS,l2
2020-03-25 16:00:00,16,16.833333333333332,CS,l2
2020-03-25 17:00:00,17,18.366666666666667,CS,l2
2020-03-25 18:00:00,18,20.583333333333332,CS,l2
2020-03-25 19:00:00,19,24.816666666666666,CS,l2
2020-03-25 20:00:00,20,25.433333333333334,CS,l2
2020-03-25 21:00:00,21,25.95,CS,l2
2020-03-25 22:00:00,22,28.566666666666666,CS,l2
2020-03-25 23:00:00,23,28.416666666666668,CS,l2
2020-03-26 00:00:00,0,29.28333333333333,CS,l2
2020-03-26 01:00:00,1,29.616666666666664,CS,l2
2020-03-26 02:00:00,2,27.349999999999998,CS,l2
