Time,Time,value,area,kind,period
2020-04-01 00:00:00,0,8.0,CS,SO2,l3
2020-04-01 01:00:00,1,7.6,CS,SO2,l3
2020-04-01 02:00:00,2,7.6,CS,SO2,l3
2020-04-01 03:00:00,3,8.6,CS,SO2,l3
2020-04-01 04:00:00,4,8.8,CS,SO2,l3
2020-04-01 05:00:00,5,8.8,CS,SO2,l3
2020-04-01 06:00:00,6,8.2,CS,SO2,l3
2020-04-01 07:00:00,7,8.4,CS,SO2,l3
2020-04-01 08:00:00,8,9.2,CS,SO2,l3
2020-04-01 09:00:00,9,9.6,CS,SO2,l3
2020-04-01 10:00:00,10,8.6,CS,SO2,l3
2020-04-01 11:00:00,11,7.4,CS,SO2,l3
2020-04-01 12:00:00,12,6.2,CS,SO2,l3
2020-04-01 13:00:00,13,6.2,CS,SO2,l3
2020-04-01 14:00:00,14,5.8,CS,SO2,l3
2020-04-01 15:00:00,15,5.8,CS,SO2,l3
2020-04-01 16:00:00,16,5.8,CS,SO2,l3
2020-04-01 17:00:00,17,6.0,CS,SO2,l3
2020-04-01 18:00:00,18,6.4,CS,SO2,l3
2020-04-01 19:00:00,19,7.0,CS,SO2,l3
2020-04-01 20:00:00,20,7.4,CS,SO2,l3
2020-04-01 21:00:00,21,8.0,CS,SO2,l3
2020-04-01 22:00:00,22,8.0,CS,SO2,l3
2020-04-01 23:00:00,23,8.4,CS,SO2,l3
2020-04-02 00:00:00,0,9.2,CS,SO2,l3
2020-04-02 01:00:00,1,10.0,CS,SO2,l3
2020-04-02 02:00:00,2,9.6,CS,SO2,l3
2020-04-02 03:00:00,3,9.0,CS,SO2,l3
2020-04-02 04:00:00,4,8.0,CS,SO2,l3
2020-04-02 05:00:00,5,8.0,CS,SO2,l3
2020-04-02 06:00:00,6,7.6,CS,SO2,l3
2020-04-02 07:00:00,7,7.2,CS,SO2,l3
2020-04-02 08:00:00,8,7.0,CS,SO2,l3
2020-04-02 09:00:00,9,7.2,CS,SO2,l3
2020-04-02 10:00:00,10,7.4,CS,SO2,l3
2020-04-02 11:00:00,11,8.0,CS,SO2,l3
2020-04-02 12:00:00,12,8.4,CS,SO2,l3
2020-04-02 13:00:00,13,8.0,CS,SO2,l3
2020-04-02 14:00:00,14,7.2,CS,SO2,l3
2020-04-02 15:00:00,15,7.2,CS,SO2,l3
2020-04-02 16:00:00,16,6.8,CS,SO2,l3
2020-04-02 17:00:00,17,6.4,CS,SO2,l3
2020-04-02 18:00:00,18,5.8,CS,SO2,l3
2020-04-02 19:00:00,19,6.0,CS,SO2,l3
2020-04-02 20:00:00,20,6.0,CS,SO2,l3
2020-04-02 21:00:00,21,6.0,CS,SO2,l3
2020-04-02 22:00:00,22,6.0,CS,SO2,l3
2020-04-02 23:00:00,23,6.2,CS,SO2,l3
2020-04-03 00:00:00,0,8.0,CS,SO2,l3
2020-04-03 01:00:00,1,7.4,CS,SO2,l3
2020-04-03 02:00:00,2,7.4,CS,SO2,l3
2020-04-03 03:00:00,3,7.0,CS,SO2,l3
2020-04-03 04:00:00,4,7.8,CS,SO2,l3
2020-04-03 05:00:00,5,8.8,CS,SO2,l3
2020-04-03 06:00:00,6,8.4,CS,SO2,l3
2020-04-03 07:00:00,7,7.4,CS,SO2,l3
2020-04-03 08:00:00,8,7.6,CS,SO2,l3
