Time,Time,PM2.5,area,period
2020-01-01 00:00:00,0,64.0,CS,pre
2020-01-01 01:00:00,1,63.8,CS,pre
2020-01-01 02:00:00,2,63.0,CS,pre
2020-01-01 03:00:00,3,64.4,CS,pre
2020-01-01 04:00:00,4,60.8,CS,pre
2020-01-01 05:00:00,5,61.0,CS,pre
2020-01-01 06:00:00,6,62.4,CS,pre
2020-01-01 07:00:00,7,59.6,CS,pre
2020-01-01 08:00:00,8,58.2,CS,pre
2020-01-01 09:00:00,9,59.4,CS,pre
2020-01-01 10:00:00,10,60.0,CS,pre
2020-01-01 11:00:00,11,59.8,CS,pre
2020-01-01 12:00:00,12,60.8,CS,pre
2020-01-01 13:00:00,13,60.8,CS,pre
2020-01-01 14:00:00,14,58.2,CS,pre
2020-01-01 15:00:00,15,57.8,CS,pre
2020-01-01 16:00:00,16,59.2,CS,pre
2020-01-01 17:00:00,17,60.4,CS,pre
2020-01-01 18:00:00,18,62.6,CS,pre
2020-01-01 19:00:00,19,64.0,CS,pre
2020-01-01 20:00:00,20,65.2,CS,pre
2020-01-01 21:00:00,21,66.0,CS,pre
2020-01-01 22:00:00,22,68.6,CS,pre
2020-01-01 23:00:00,23,68.4,CS,pre
2020-01-02 00:00:00,0,67.8,CS,pre
2020-01-02 01:00:00,1,66.8,CS,pre
2020-01-02 02:00:00,2,67.2,CS,pre
2020-01-02 03:00:00,3,67.6,CS,pre
2020-01-02 04:00:00,4,67.2,CS,pre
2020-01-02 05:00:00,5,64.4,CS,pre
2020-01-02 06:00:00,6,60.2,CS,pre
2020-01-02 07:00:00,7,58.4,CS,pre
2020-01-02 08:00:00,8,59.8,CS,pre
2020-01-02 09:00:00,9,61.0,CS,pre
2020-01-02 10:00:00,10,63.4,CS,pre
2020-01-02 11:00:00,11,65.0,CS,pre
2020-01-02 12:00:00,12,67.4,CS,pre
2020-01-02 13:00:00,13,68.8,CS,pre
2020-01-02 14:00:00,14,69.4,CS,pre
2020-01-02 15:00:00,15,68.2,CS,pre
2020-01-02 16:00:00,16,67.0,CS,pre
2020-01-02 17:00:00,17,66.0,CS,pre
2020-01-02 18:00:00,18,68.2,CS,pre
2020-01-02 19:00:00,19,68.4,CS,pre
2020-01-02 20:00:00,20,69.6,CS,pre
2020-01-02 21:00:00,21,69.0,CS,pre
2020-01-02 22:00:00,22,68.8,CS,pre
2020-01-02 23:00:00,23,67.4,CS,pre
2020-01-03 00:00:00,0,67.8,CS,pre
2020-01-03 01:00:00,1,68.6,CS,pre
2020-01-03 02:00:00,2,67.8,CS,pre
2020-01-03 03:00:00,3,67.6,CS,pre
2020-01-03 04:00:00,4,67.2,CS,pre
2020-01-03 05:00:00,5,67.0,CS,pre
2020-01-03 06:00:00,6,67.0,CS,pre
2020-01-03 07:00:00,7,67.2,CS,pre
2020-01-03 08:00:00,8,68.4,CS,pre
2020-01-03 09:00:00,9,71.4,CS,pre
2020-01-03 10:00:00,10,76.0,CS,pre
2020-01-03 11:00:00,11,75.4,CS,pre
2020-01-03 12:00:00,12,72.0,CS,pre
2020-01-03 13:00:00,13,71.6,CS,pre
2020-01-03 14:00:00,14,69.2,CS,pre
2020-01-03 15:00:00,15,67.6,CS,pre
2020-01-03 16:00:00,16,65.0,CS,pre
2020-01-03 17:00:00,17,64.8,CS,pre
2020-01-03 18:00:00,18,65.0,CS,pre
2020-01-03 19:00:00,19,66.6,CS,pre
2020-01-03 20:00:00,20,71.4,CS,pre
2020-01-03 21:00:00,21,73.2,CS,pre
2020-01-03 22:00:00,22,75.0,CS,pre
2020-01-03 23:00:00,23,76.8,CS,pre
2020-01-04 00:00:00,0,77.2,CS,pre
2020-01-04 01:00:00,1,78.6,CS,pre
2020-01-04 02:00:00,2,81.2,CS,pre
2020-01-04 03:00:00,3,82.0,CS,pre
2020-01-04 04:00:00,4,81.4,CS,pre
2020-01-04 05:00:00,5,81.2,CS,pre
2020-01-04 06:00:00,6,83.4,CS,pre
2020-01-04 07:00:00,7,86.0,CS,pre
2020-01-04 08:00:00,8,84.2,CS,pre
2020-01-04 09:00:00,9,88.0,CS,pre
2020-01-04 10:00:00,10,90.2,CS,pre
2020-01-04 11:00:00,11,93.2,CS,pre
2020-01-04 12:00:00,12,92.8,CS,pre
2020-01-04 13:00:00,13,92.0,CS,pre
2020-01-04 14:00:00,14,93.2,CS,pre
2020-01-04 15:00:00,15,93.2,CS,pre
2020-01-04 16:00:00,16,92.6,CS,pre
2020-01-04 17:00:00,17,91.4,CS,pre
2020-01-04 18:00:00,18,89.4,CS,pre
2020-01-04 19:00:00,19,85.4,CS,pre
2020-01-04 20:00:00,20,84.6,CS,pre
2020-01-04 21:00:00,21,84.2,CS,pre
2020-01-04 22:00:00,22,82.8,CS,pre
2020-01-04 23:00:00,23,83.2,CS,pre
2020-01-05 00:00:00,0,81.8,CS,pre
2020-01-05 01:00:00,1,79.0,CS,pre
2020-01-05 02:00:00,2,75.0,CS,pre
2020-01-05 03:00:00,3,73.6,CS,pre
2020-01-05 04:00:00,4,70.0,CS,pre
2020-01-05 05:00:00,5,65.6,CS,pre
2020-01-05 06:00:00,6,62.4,CS,pre
2020-01-05 07:00:00,7,60.2,CS,pre
2020-01-05 08:00:00,8,60.2,CS,pre
2020-01-05 09:00:00,9,60.2,CS,pre
2020-01-05 10:00:00,10,62.8,CS,pre
2020-01-05 11:00:00,11,67.4,CS,pre
2020-01-05 12:00:00,12,67.0,CS,pre
2020-01-05 13:00:00,13,67.2,CS,pre
2020-01-05 14:00:00,14,67.4,CS,pre
2020-01-05 15:00:00,15,67.4,CS,pre
2020-01-05 16:00:00,16,68.8,CS,pre
2020-01-05 17:00:00,17,71.2,CS,pre
2020-01-05 18:00:00,18,71.6,CS,pre
2020-01-05 19:00:00,19,74.2,CS,pre
2020-01-05 20:00:00,20,76.4,CS,pre
2020-01-05 21:00:00,21,76.0,CS,pre
2020-01-05 22:00:00,22,69.8,CS,pre
2020-01-05 23:00:00,23,62.8,CS,pre
2020-01-06 00:00:00,0,55.4,CS,pre
2020-01-06 01:00:00,1,52.6,CS,pre
2020-01-06 02:00:00,2,52.2,CS,pre
2020-01-06 03:00:00,3,51.2,CS,pre
2020-01-06 04:00:00,4,48.4,CS,pre
2020-01-06 05:00:00,5,46.4,CS,pre
2020-01-06 06:00:00,6,43.4,CS,pre
2020-01-06 07:00:00,7,41.4,CS,pre
2020-01-06 08:00:00,8,41.0,CS,pre
2020-01-06 09:00:00,9,43.2,CS,pre
2020-01-06 10:00:00,10,46.0,CS,pre
2020-01-06 11:00:00,11,48.0,CS,pre
2020-01-06 12:00:00,12,44.4,CS,pre
2020-01-06 13:00:00,13,38.8,CS,pre
2020-01-06 14:00:00,14,37.0,CS,pre
2020-01-06 15:00:00,15,39.2,CS,pre
2020-01-06 16:00:00,16,41.0,CS,pre
2020-01-06 17:00:00,17,41.6,CS,pre
2020-01-06 18:00:00,18,39.2,CS,pre
2020-01-06 19:00:00,19,38.0,CS,pre
2020-01-06 20:00:00,20,37.6,CS,pre
2020-01-06 21:00:00,21,34.2,CS,pre
2020-01-06 22:00:00,22,28.6,CS,pre
2020-01-06 23:00:00,23,27.2,CS,pre
2020-01-07 00:00:00,0,26.6,CS,pre
2020-01-07 01:00:00,1,26.8,CS,pre
2020-01-07 02:00:00,2,26.8,CS,pre
2020-01-07 03:00:00,3,27.2,CS,pre
2020-01-07 04:00:00,4,27.6,CS,pre
2020-01-07 05:00:00,5,28.8,CS,pre
2020-01-07 06:00:00,6,30.4,CS,pre
2020-01-07 07:00:00,7,32.2,CS,pre
2020-01-07 08:00:00,8,34.6,CS,pre
2020-01-07 09:00:00,9,35.0,CS,pre
2020-01-07 10:00:00,10,33.0,CS,pre
2020-01-07 11:00:00,11,32.0,CS,pre
2020-01-07 12:00:00,12,31.6,CS,pre
2020-01-07 13:00:00,13,29.8,CS,pre
2020-01-07 14:00:00,14,27.4,CS,pre
2020-01-07 15:00:00,15,28.2,CS,pre
2020-01-07 16:00:00,16,27.6,CS,pre
2020-01-07 17:00:00,17,27.0,CS,pre
2020-01-07 18:00:00,18,28.2,CS,pre
2020-01-07 19:00:00,19,32.2,CS,pre
2020-01-07 20:00:00,20,35.6,CS,pre
2020-01-07 21:00:00,21,35.8,CS,pre
2020-01-07 22:00:00,22,38.4,CS,pre
2020-01-07 23:00:00,23,41.6,CS,pre
2020-01-08 00:00:00,0,42.4,CS,pre
2020-01-08 01:00:00,1,46.8,CS,pre
2020-01-08 02:00:00,2,44.8,CS,pre
2020-01-08 03:00:00,3,47.6,CS,pre
2020-01-08 04:00:00,4,49.0,CS,pre
2020-01-08 05:00:00,5,48.4,CS,pre
2020-01-08 06:00:00,6,50.2,CS,pre
2020-01-08 07:00:00,7,48.6,CS,pre
2020-01-08 08:00:00,8,51.6,CS,pre
2020-01-08 09:00:00,9,52.2,CS,pre
2020-01-08 10:00:00,10,52.4,CS,pre
2020-01-08 11:00:00,11,50.6,CS,pre
2020-01-08 12:00:00,12,48.6,CS,pre
2020-01-08 13:00:00,13,43.0,CS,pre
2020-01-08 14:00:00,14,41.4,CS,pre
2020-01-08 15:00:00,15,39.6,CS,pre
2020-01-08 16:00:00,16,39.4,CS,pre
2020-01-08 17:00:00,17,39.8,CS,pre
2020-01-08 18:00:00,18,39.0,CS,pre
2020-01-08 19:00:00,19,40.2,CS,pre
2020-01-08 20:00:00,20,44.4,CS,pre
2020-01-08 21:00:00,21,48.4,CS,pre
2020-01-08 22:00:00,22,50.8,CS,pre
2020-01-08 23:00:00,23,52.0,CS,pre
2020-01-09 00:00:00,0,53.0,CS,pre
2020-01-09 01:00:00,1,50.0,CS,pre
2020-01-09 02:00:00,2,49.4,CS,pre
2020-01-09 03:00:00,3,46.2,CS,pre
2020-01-09 04:00:00,4,40.0,CS,pre
2020-01-09 05:00:00,5,37.2,CS,pre
2020-01-09 06:00:00,6,36.8,CS,pre
2020-01-09 07:00:00,7,36.8,CS,pre
2020-01-09 08:00:00,8,33.2,CS,pre
2020-01-09 09:00:00,9,32.4,CS,pre
2020-01-09 10:00:00,10,32.4,CS,pre
2020-01-09 11:00:00,11,29.6,CS,pre
2020-01-09 12:00:00,12,28.4,CS,pre
2020-01-09 13:00:00,13,25.8,CS,pre
2020-01-09 14:00:00,14,23.8,CS,pre
2020-01-09 15:00:00,15,23.8,CS,pre
2020-01-09 16:00:00,16,25.0,CS,pre
2020-01-09 17:00:00,17,25.2,CS,pre
2020-01-09 18:00:00,18,24.0,CS,pre
2020-01-09 19:00:00,19,24.6,CS,pre
2020-01-09 20:00:00,20,26.4,CS,pre
2020-01-09 21:00:00,21,28.2,CS,pre
2020-01-09 22:00:00,22,29.8,CS,pre
2020-01-09 23:00:00,23,30.4,CS,pre
2020-01-10 00:00:00,0,30.8,CS,pre
2020-01-10 01:00:00,1,32.2,CS,pre
2020-01-10 02:00:00,2,31.2,CS,pre
2020-01-10 03:00:00,3,33.0,CS,pre
2020-01-10 04:00:00,4,31.8,CS,pre
2020-01-10 05:00:00,5,30.4,CS,pre
2020-01-10 06:00:00,6,29.8,CS,pre
2020-01-10 07:00:00,7,29.4,CS,pre
2020-01-10 08:00:00,8,29.2,CS,pre
2020-01-10 09:00:00,9,28.4,CS,pre
2020-01-10 10:00:00,10,27.4,CS,pre
2020-01-10 11:00:00,11,24.4,CS,pre
2020-01-10 12:00:00,12,22.0,CS,pre
2020-01-10 13:00:00,13,20.6,CS,pre
2020-01-10 14:00:00,14,19.8,CS,pre
2020-01-10 15:00:00,15,19.4,CS,pre
2020-01-10 16:00:00,16,21.0,CS,pre
2020-01-10 17:00:00,17,21.6,CS,pre
2020-01-10 18:00:00,18,22.8,CS,pre
2020-01-10 19:00:00,19,26.4,CS,pre
2020-01-10 20:00:00,20,30.0,CS,pre
2020-01-10 21:00:00,21,31.2,CS,pre
2020-01-10 22:00:00,22,32.0,CS,pre
2020-01-10 23:00:00,23,33.4,CS,pre
2020-01-11 00:00:00,0,36.0,CS,pre
2020-01-11 01:00:00,1,35.8,CS,pre
2020-01-11 02:00:00,2,34.6,CS,pre
2020-01-11 03:00:00,3,34.0,CS,pre
2020-01-11 04:00:00,4,35.2,CS,pre
2020-01-11 05:00:00,5,35.6,CS,pre
2020-01-11 06:00:00,6,35.6,CS,pre
2020-01-11 07:00:00,7,37.4,CS,pre
2020-01-11 08:00:00,8,37.8,CS,pre
2020-01-11 09:00:00,9,42.0,CS,pre
2020-01-11 10:00:00,10,43.8,CS,pre
2020-01-11 11:00:00,11,39.8,CS,pre
2020-01-11 12:00:00,12,36.2,CS,pre
2020-01-11 13:00:00,13,34.6,CS,pre
2020-01-11 14:00:00,14,33.8,CS,pre
2020-01-11 15:00:00,15,32.6,CS,pre
2020-01-11 16:00:00,16,33.4,CS,pre
2020-01-11 17:00:00,17,33.2,CS,pre
2020-01-11 18:00:00,18,33.6,CS,pre
2020-01-11 19:00:00,19,37.2,CS,pre
2020-01-11 20:00:00,20,40.2,CS,pre
2020-01-11 21:00:00,21,43.6,CS,pre
2020-01-11 22:00:00,22,46.2,CS,pre
2020-01-11 23:00:00,23,48.2,CS,pre
2020-01-12 00:00:00,0,52.8,CS,pre
2020-01-12 01:00:00,1,53.4,CS,pre
2020-01-12 02:00:00,2,53.0,CS,pre
2020-01-12 03:00:00,3,51.4,CS,pre
2020-01-12 04:00:00,4,50.4,CS,pre
2020-01-12 05:00:00,5,49.4,CS,pre
2020-01-12 06:00:00,6,49.6,CS,pre
2020-01-12 07:00:00,7,48.2,CS,pre
2020-01-12 08:00:00,8,47.8,CS,pre
2020-01-12 09:00:00,9,49.6,CS,pre
2020-01-12 10:00:00,10,53.4,CS,pre
2020-01-12 11:00:00,11,57.4,CS,pre
2020-01-12 12:00:00,12,57.0,CS,pre
2020-01-12 13:00:00,13,55.4,CS,pre
2020-01-12 14:00:00,14,52.0,CS,pre
2020-01-12 15:00:00,15,48.4,CS,pre
2020-01-12 16:00:00,16,46.8,CS,pre
2020-01-12 17:00:00,17,46.4,CS,pre
2020-01-12 18:00:00,18,49.4,CS,pre
2020-01-12 19:00:00,19,54.2,CS,pre
2020-01-12 20:00:00,20,56.6,CS,pre
2020-01-12 21:00:00,21,56.6,CS,pre
2020-01-12 22:00:00,22,56.0,CS,pre
2020-01-12 23:00:00,23,55.4,CS,pre
2020-01-13 00:00:00,0,55.6,CS,pre
2020-01-13 01:00:00,1,53.8,CS,pre
2020-01-13 02:00:00,2,54.0,CS,pre
2020-01-13 03:00:00,3,52.4,CS,pre
2020-01-13 04:00:00,4,52.4,CS,pre
2020-01-13 05:00:00,5,51.0,CS,pre
2020-01-13 06:00:00,6,52.0,CS,pre
2020-01-13 07:00:00,7,53.4,CS,pre
2020-01-13 08:00:00,8,53.4,CS,pre
2020-01-13 09:00:00,9,51.6,CS,pre
2020-01-13 10:00:00,10,51.4,CS,pre
2020-01-13 11:00:00,11,47.8,CS,pre
2020-01-13 12:00:00,12,48.8,CS,pre
2020-01-13 13:00:00,13,43.8,CS,pre
2020-01-13 14:00:00,14,42.0,CS,pre
2020-01-13 15:00:00,15,38.6,CS,pre
2020-01-13 16:00:00,16,36.8,CS,pre
2020-01-13 17:00:00,17,36.4,CS,pre
2020-01-13 18:00:00,18,38.4,CS,pre
2020-01-13 19:00:00,19,41.2,CS,pre
2020-01-13 20:00:00,20,44.8,CS,pre
2020-01-13 21:00:00,21,48.2,CS,pre
2020-01-13 22:00:00,22,54.0,CS,pre
2020-01-13 23:00:00,23,61.4,CS,pre
2020-01-14 00:00:00,0,66.8,CS,pre
2020-01-14 01:00:00,1,71.0,CS,pre
2020-01-14 02:00:00,2,75.2,CS,pre
2020-01-14 03:00:00,3,78.4,CS,pre
2020-01-14 04:00:00,4,77.2,CS,pre
2020-01-14 05:00:00,5,75.4,CS,pre
2020-01-14 06:00:00,6,74.0,CS,pre
2020-01-14 07:00:00,7,73.2,CS,pre
2020-01-14 08:00:00,8,73.6,CS,pre
2020-01-14 09:00:00,9,73.4,CS,pre
2020-01-14 10:00:00,10,73.2,CS,pre
2020-01-14 11:00:00,11,71.8,CS,pre
2020-01-14 12:00:00,12,68.2,CS,pre
2020-01-14 13:00:00,13,66.8,CS,pre
2020-01-14 14:00:00,14,69.0,CS,pre
2020-01-14 15:00:00,15,70.4,CS,pre
2020-01-14 16:00:00,16,67.6,CS,pre
2020-01-14 17:00:00,17,63.4,CS,pre
2020-01-14 18:00:00,18,64.2,CS,pre
2020-01-14 19:00:00,19,63.6,CS,pre
2020-01-14 20:00:00,20,64.4,CS,pre
2020-01-14 21:00:00,21,65.8,CS,pre
2020-01-14 22:00:00,22,70.0,CS,pre
2020-01-14 23:00:00,23,74.8,CS,pre
2020-01-15 00:00:00,0,76.4,CS,pre
2020-01-15 01:00:00,1,72.2,CS,pre
2020-01-15 02:00:00,2,69.8,CS,pre
2020-01-15 03:00:00,3,68.8,CS,pre
2020-01-15 04:00:00,4,63.8,CS,pre
2020-01-15 05:00:00,5,57.4,CS,pre
2020-01-15 06:00:00,6,50.6,CS,pre
2020-01-15 07:00:00,7,48.0,CS,pre
2020-01-15 08:00:00,8,47.0,CS,pre
2020-01-15 09:00:00,9,47.2,CS,pre
2020-01-15 10:00:00,10,46.2,CS,pre
2020-01-15 11:00:00,11,42.8,CS,pre
2020-01-15 12:00:00,12,41.6,CS,pre
2020-01-15 13:00:00,13,39.0,CS,pre
2020-01-15 14:00:00,14,38.0,CS,pre
2020-01-15 15:00:00,15,37.8,CS,pre
2020-01-15 16:00:00,16,38.0,CS,pre
2020-01-15 17:00:00,17,38.2,CS,pre
2020-01-15 18:00:00,18,39.4,CS,pre
2020-01-15 19:00:00,19,41.0,CS,pre
2020-01-15 20:00:00,20,43.4,CS,pre
2020-01-15 21:00:00,21,41.6,CS,pre
2020-01-15 22:00:00,22,39.0,CS,pre
2020-01-15 23:00:00,23,36.8,CS,pre
2020-01-16 00:00:00,0,37.2,CS,pre
2020-01-16 01:00:00,1,39.6,CS,pre
2020-01-16 02:00:00,2,43.2,CS,pre
2020-01-16 03:00:00,3,43.8,CS,pre
2020-01-16 04:00:00,4,46.6,CS,pre
2020-01-16 05:00:00,5,45.8,CS,pre
2020-01-16 06:00:00,6,45.6,CS,pre
2020-01-16 07:00:00,7,45.4,CS,pre
2020-01-16 08:00:00,8,50.8,CS,pre
2020-01-16 09:00:00,9,53.6,CS,pre
2020-01-16 10:00:00,10,55.8,CS,pre
2020-01-16 11:00:00,11,53.8,CS,pre
2020-01-16 12:00:00,12,53.2,CS,pre
2020-01-16 13:00:00,13,52.4,CS,pre
2020-01-16 14:00:00,14,51.4,CS,pre
2020-01-16 15:00:00,15,50.4,CS,pre
2020-01-16 16:00:00,16,48.2,CS,pre
2020-01-16 17:00:00,17,45.6,CS,pre
2020-01-16 18:00:00,18,45.0,CS,pre
2020-01-16 19:00:00,19,46.4,CS,pre
2020-01-16 20:00:00,20,49.6,CS,pre
2020-01-16 21:00:00,21,50.6,CS,pre
2020-01-16 22:00:00,22,50.6,CS,pre
2020-01-16 23:00:00,23,50.6,CS,pre
2020-01-17 00:00:00,0,50.0,CS,pre
2020-01-17 01:00:00,1,50.0,CS,pre
2020-01-17 02:00:00,2,47.8,CS,pre
2020-01-17 03:00:00,3,48.4,CS,pre
2020-01-17 04:00:00,4,47.2,CS,pre
2020-01-17 05:00:00,5,48.6,CS,pre
2020-01-17 06:00:00,6,47.8,CS,pre
2020-01-17 07:00:00,7,47.4,CS,pre
2020-01-17 08:00:00,8,48.6,CS,pre
2020-01-17 09:00:00,9,50.2,CS,pre
2020-01-17 10:00:00,10,50.0,CS,pre
2020-01-17 11:00:00,11,48.0,CS,pre
2020-01-17 12:00:00,12,45.8,CS,pre
2020-01-17 13:00:00,13,44.2,CS,pre
2020-01-17 14:00:00,14,41.8,CS,pre
2020-01-17 15:00:00,15,38.8,CS,pre
2020-01-17 16:00:00,16,37.0,CS,pre
2020-01-17 17:00:00,17,38.6,CS,pre
2020-01-17 18:00:00,18,40.6,CS,pre
2020-01-17 19:00:00,19,44.2,CS,pre
2020-01-17 20:00:00,20,47.6,CS,pre
2020-01-17 21:00:00,21,49.4,CS,pre
2020-01-17 22:00:00,22,52.0,CS,pre
2020-01-17 23:00:00,23,53.0,CS,pre
2020-01-18 00:00:00,0,53.2,CS,pre
2020-01-18 01:00:00,1,53.2,CS,pre
2020-01-18 02:00:00,2,53.8,CS,pre
2020-01-18 03:00:00,3,53.0,CS,pre
2020-01-18 04:00:00,4,53.6,CS,pre
2020-01-18 05:00:00,5,53.4,CS,pre
2020-01-18 06:00:00,6,54.0,CS,pre
2020-01-18 07:00:00,7,52.8,CS,pre
2020-01-18 08:00:00,8,54.0,CS,pre
2020-01-18 09:00:00,9,55.0,CS,pre
2020-01-18 10:00:00,10,56.4,CS,pre
2020-01-18 11:00:00,11,55.8,CS,pre
2020-01-18 12:00:00,12,52.4,CS,pre
2020-01-18 13:00:00,13,50.2,CS,pre
2020-01-18 14:00:00,14,50.2,CS,pre
2020-01-18 15:00:00,15,50.2,CS,pre
2020-01-18 16:00:00,16,48.8,CS,pre
2020-01-18 17:00:00,17,47.8,CS,pre
2020-01-18 18:00:00,18,47.6,CS,pre
2020-01-18 19:00:00,19,48.0,CS,pre
2020-01-18 20:00:00,20,51.6,CS,pre
2020-01-18 21:00:00,21,53.4,CS,pre
2020-01-18 22:00:00,22,56.4,CS,pre
2020-01-18 23:00:00,23,62.0,CS,pre
2020-01-19 00:00:00,0,65.6,CS,pre
2020-01-19 01:00:00,1,68.2,CS,pre
2020-01-19 02:00:00,2,69.8,CS,pre
2020-01-19 03:00:00,3,71.8,CS,pre
2020-01-19 04:00:00,4,72.4,CS,pre
2020-01-19 05:00:00,5,71.6,CS,pre
2020-01-19 06:00:00,6,71.6,CS,pre
2020-01-19 07:00:00,7,73.4,CS,pre
2020-01-19 08:00:00,8,73.6,CS,pre
2020-01-19 09:00:00,9,75.8,CS,pre
2020-01-19 10:00:00,10,77.8,CS,pre
2020-01-19 11:00:00,11,78.6,CS,pre
2020-01-19 12:00:00,12,71.8,CS,pre
2020-01-19 13:00:00,13,67.2,CS,pre
2020-01-19 14:00:00,14,59.6,CS,pre
2020-01-19 15:00:00,15,54.8,CS,pre
2020-01-19 16:00:00,16,50.4,CS,pre
2020-01-19 17:00:00,17,51.0,CS,pre
2020-01-19 18:00:00,18,53.8,CS,pre
2020-01-19 19:00:00,19,59.2,CS,pre
2020-01-19 20:00:00,20,64.4,CS,pre
2020-01-19 21:00:00,21,67.2,CS,pre
2020-01-19 22:00:00,22,69.2,CS,pre
2020-01-19 23:00:00,23,72.8,CS,pre
2020-01-20 00:00:00,0,76.0,CS,pre
2020-01-20 01:00:00,1,78.0,CS,pre
2020-01-20 02:00:00,2,78.4,CS,pre
2020-01-20 03:00:00,3,76.4,CS,pre
2020-01-20 04:00:00,4,75.2,CS,pre
2020-01-20 05:00:00,5,73.2,CS,pre
2020-01-20 06:00:00,6,73.4,CS,pre
2020-01-20 07:00:00,7,72.2,CS,pre
2020-01-20 08:00:00,8,70.8,CS,pre
2020-01-20 09:00:00,9,74.6,CS,pre
2020-01-20 10:00:00,10,78.0,CS,pre
2020-01-20 11:00:00,11,75.8,CS,pre
2020-01-20 12:00:00,12,71.0,CS,pre
2020-01-20 13:00:00,13,63.2,CS,pre
2020-01-20 14:00:00,14,60.2,CS,pre
2020-01-20 15:00:00,15,55.8,CS,pre
2020-01-20 16:00:00,16,53.4,CS,pre
2020-01-20 17:00:00,17,52.2,CS,pre
2020-01-20 18:00:00,18,55.8,CS,pre
2020-01-20 19:00:00,19,58.6,CS,pre
2020-01-20 20:00:00,20,62.6,CS,pre
2020-01-20 21:00:00,21,68.4,CS,pre
2020-01-20 22:00:00,22,69.8,CS,pre
2020-01-20 23:00:00,23,69.2,CS,pre
2020-01-21 00:00:00,0,66.2,CS,pre
2020-01-21 01:00:00,1,65.4,CS,pre
2020-01-21 02:00:00,2,65.6,CS,pre
2020-01-21 03:00:00,3,65.2,CS,pre
2020-01-21 04:00:00,4,64.8,CS,pre
2020-01-21 05:00:00,5,64.6,CS,pre
2020-01-21 06:00:00,6,,CS,pre
2020-01-21 07:00:00,7,64.0,CS,pre
2020-01-21 08:00:00,8,65.2,CS,pre
2020-01-21 09:00:00,9,67.6,CS,pre
2020-01-21 10:00:00,10,68.4,CS,pre
2020-01-21 11:00:00,11,68.6,CS,pre
2020-01-21 12:00:00,12,67.8,CS,pre
2020-01-21 13:00:00,13,65.2,CS,pre
2020-01-21 14:00:00,14,63.8,CS,pre
2020-01-21 15:00:00,15,62.0,CS,pre
2020-01-21 16:00:00,16,63.0,CS,pre
2020-01-21 17:00:00,17,63.0,CS,pre
2020-01-21 18:00:00,18,63.6,CS,pre
2020-01-21 19:00:00,19,64.4,CS,pre
2020-01-21 20:00:00,20,66.0,CS,pre
2020-01-21 21:00:00,21,70.4,CS,pre
2020-01-21 22:00:00,22,67.8,CS,pre
2020-01-21 23:00:00,23,67.8,CS,pre
2020-01-22 00:00:00,0,,CS,pre
2020-01-22 01:00:00,1,,CS,pre
2020-01-22 02:00:00,2,,CS,pre
2020-01-22 03:00:00,3,,CS,pre
2020-01-22 04:00:00,4,,CS,pre
2020-01-22 05:00:00,5,59.0,CS,pre
2020-01-22 06:00:00,6,56.0,CS,pre
2020-01-22 07:00:00,7,55.4,CS,pre
2020-01-22 08:00:00,8,57.0,CS,pre
2020-01-22 09:00:00,9,60.4,CS,pre
2020-01-22 10:00:00,10,62.2,CS,pre
2020-01-22 11:00:00,11,62.0,CS,pre
2020-01-22 12:00:00,12,61.0,CS,pre
2020-01-22 13:00:00,13,63.4,CS,pre
2020-01-22 14:00:00,14,65.0,CS,pre
2020-01-22 15:00:00,15,64.2,CS,pre
2020-01-22 16:00:00,16,60.0,CS,pre
2020-01-22 17:00:00,17,60.4,CS,pre
2020-01-22 18:00:00,18,62.0,CS,pre
2020-01-22 19:00:00,19,63.0,CS,pre
2020-01-22 20:00:00,20,63.2,CS,pre
2020-01-22 21:00:00,21,63.0,CS,pre
2020-01-22 22:00:00,22,65.0,CS,pre
2020-01-22 23:00:00,23,66.6,CS,pre
2020-01-23 00:00:00,0,69.8,CS,pre
2020-01-23 01:00:00,1,73.4,CS,pre
2020-01-23 02:00:00,2,71.4,CS,pre
2020-01-23 03:00:00,3,72.2,CS,pre
2020-01-23 04:00:00,4,69.6,CS,pre
2020-01-23 05:00:00,5,65.2,CS,pre
2020-01-23 06:00:00,6,62.0,CS,pre
2020-01-23 07:00:00,7,60.4,CS,pre
2020-01-23 08:00:00,8,61.8,CS,pre
2020-01-23 09:00:00,9,65.0,CS,pre
2020-01-23 10:00:00,10,64.0,CS,pre
2020-01-23 11:00:00,11,63.2,CS,pre
2020-01-23 12:00:00,12,62.6,CS,pre
2020-01-23 13:00:00,13,63.2,CS,pre
2020-01-23 14:00:00,14,63.2,CS,pre
2020-01-23 15:00:00,15,61.2,CS,pre
2020-01-23 16:00:00,16,58.8,CS,pre
2020-01-23 17:00:00,17,57.2,CS,pre
2020-01-23 18:00:00,18,57.2,CS,pre
2020-01-23 19:00:00,19,57.0,CS,pre
2020-01-23 20:00:00,20,61.8,CS,pre
2020-01-23 21:00:00,21,63.6,CS,pre
2020-01-23 22:00:00,22,64.2,CS,pre
2020-01-23 23:00:00,23,63.6,CS,pre
2020-01-24 00:00:00,0,62.0,CS,pre
2020-01-01 00:00:00,0,20.916666666666668,CS,pre
2020-01-01 01:00:00,1,20.316666666666666,CS,pre
2020-01-01 02:00:00,2,19.833333333333332,CS,pre
2020-01-01 03:00:00,3,19.533333333333335,CS,pre
2020-01-01 04:00:00,4,18.650000000000002,CS,pre
2020-01-01 05:00:00,5,18.333333333333332,CS,pre
