Time,Time,PM2.5,area,period
2020-02-05 13:00:00,13,17.714025054466234,YR,l1
2020-02-05 14:00:00,14,16.61369825708061,YR,l1
2020-02-05 15:00:00,15,15.1973895113601,YR,l1
2020-02-05 16:00:00,16,14.654402038593217,YR,l1
2020-02-05 17:00:00,17,15.134710550887021,YR,l1
2020-02-05 18:00:00,18,16.055576953003424,YR,l1
2020-02-05 19:00:00,19,16.736539060068473,YR,l1
2020-02-05 20:00:00,20,16.559171724245257,YR,l1
2020-02-05 21:00:00,21,16.693705259881728,YR,l1
2020-02-05 22:00:00,22,16.453149315281667,YR,l1
2020-02-05 23:00:00,23,16.116020852785557,YR,l1
2020-02-06 00:00:00,0,15.30032096171802,YR,l1
2020-02-06 01:00:00,1,14.803907952069718,YR,l1
2020-02-06 02:00:00,2,14.4958255524432,YR,l1
2020-02-06 03:00:00,3,14.09381224712107,YR,l1
2020-02-06 04:00:00,4,13.40752801120448,YR,l1
2020-02-06 05:00:00,5,12.977808901338314,YR,l1
2020-02-06 06:00:00,6,12.085535325241208,YR,l1
2020-02-06 07:00:00,7,11.116001400560224,YR,l1
2020-02-06 08:00:00,8,10.48562091503268,YR,l1
2020-02-06 09:00:00,9,10.05460628695923,YR,l1
2020-02-06 10:00:00,10,9.676497821350763,YR,l1
2020-02-06 11:00:00,11,9.173383520074696,YR,l1
2020-02-06 12:00:00,12,7.990839947089948,YR,l1
2020-02-06 13:00:00,13,6.906263616557734,YR,l1
2020-02-06 14:00:00,14,6.264836212262683,YR,l1
2020-02-06 15:00:00,15,5.686101384998444,YR,l1
2020-02-06 16:00:00,16,5.329828042328042,YR,l1
2020-02-06 17:00:00,17,5.548792016806723,YR,l1
2020-02-06 18:00:00,18,5.522066604419546,YR,l1
2020-02-06 19:00:00,19,5.546195144724556,YR,l1
2020-02-06 20:00:00,20,5.591384609399315,YR,l1
2020-02-06 21:00:00,21,5.703727046374105,YR,l1
2020-02-06 22:00:00,22,5.482006691565515,YR,l1
2020-02-06 23:00:00,23,5.486511826953004,YR,l1
2020-02-07 00:00:00,0,5.579330065359477,YR,l1
2020-02-07 01:00:00,1,5.470922813569873,YR,l1
2020-02-07 02:00:00,2,5.724865779645191,YR,l1
2020-02-07 03:00:00,3,5.728847650171179,YR,l1
2020-02-07 04:00:00,4,5.870197245564892,YR,l1
2020-02-07 05:00:00,5,6.256629318394023,YR,l1
2020-02-07 06:00:00,6,6.469712885154062,YR,l1
2020-02-07 07:00:00,7,6.886821117335823,YR,l1
2020-02-07 08:00:00,8,7.06046918767507,YR,l1
2020-02-07 09:00:00,9,7.397642390289449,YR,l1
2020-02-07 10:00:00,10,7.829863056333644,YR,l1
2020-02-07 11:00:00,11,7.742530345471522,YR,l1
2020-02-07 12:00:00,12,7.496208761282291,YR,l1
2020-02-07 13:00:00,13,7.665754357298475,YR,l1
2020-02-07 14:00:00,14,7.60264355742297,YR,l1
2020-02-07 15:00:00,15,8.095345082477435,YR,l1
2020-02-07 16:00:00,16,8.16134648303766,YR,l1
2020-02-07 17:00:00,17,8.508230236539061,YR,l1
2020-02-07 18:00:00,18,9.452550186741362,YR,l1
2020-02-07 19:00:00,19,9.981950280112043,YR,l1
2020-02-07 20:00:00,20,10.521975178960474,YR,l1
2020-02-07 21:00:00,21,10.862748988484283,YR,l1
2020-02-07 22:00:00,22,10.559296218487395,YR,l1
2020-02-07 23:00:00,23,10.986472922502335,YR,l1
2020-02-08 00:00:00,0,11.232102007469654,YR,l1
2020-02-08 01:00:00,1,11.3963604886399,YR,l1
2020-02-08 02:00:00,2,11.466392390289448,YR,l1
2020-02-08 03:00:00,3,11.011502100840335,YR,l1
2020-02-08 04:00:00,4,11.036066370992842,YR,l1
2020-02-08 05:00:00,5,10.889770074696546,YR,l1
2020-02-08 06:00:00,6,11.515291394335511,YR,l1
2020-02-08 07:00:00,7,12.273307656395891,YR,l1
2020-02-08 08:00:00,8,13.131084656084656,YR,l1
2020-02-08 09:00:00,9,13.919738173046996,YR,l1
2020-02-08 10:00:00,10,14.585381652661065,YR,l1
2020-02-08 11:00:00,11,14.46652272019919,YR,l1
2020-02-08 12:00:00,12,13.502522953625895,YR,l1
2020-02-08 13:00:00,13,12.201073762838469,YR,l1
2020-02-08 14:00:00,14,11.063737161531279,YR,l1
2020-02-08 15:00:00,15,10.56124533146592,YR,l1
2020-02-08 16:00:00,16,11.103139589169002,YR,l1
2020-02-08 17:00:00,17,11.775873404917522,YR,l1
2020-02-08 18:00:00,18,12.066635543106132,YR,l1
2020-02-08 19:00:00,19,12.886418456271397,YR,l1
2020-02-08 20:00:00,20,14.542827964519141,YR,l1
2020-02-08 21:00:00,21,15.841512994086523,YR,l1
2020-02-08 22:00:00,22,17.03922735760971,YR,l1
2020-02-08 23:00:00,23,17.573527466542174,YR,l1
2020-02-09 00:00:00,0,17.706037970743854,YR,l1
2020-02-09 01:00:00,1,18.364184562713973,YR,l1
2020-02-09 02:00:00,2,18.919981325863677,YR,l1
2020-02-09 03:00:00,3,18.61493152816682,YR,l1
2020-02-09 04:00:00,4,18.9640756302521,YR,l1
2020-02-09 05:00:00,5,19.06974595393713,YR,l1
2020-02-09 06:00:00,6,19.116411842514783,YR,l1
2020-02-09 07:00:00,7,18.41118892001245,YR,l1
2020-02-09 08:00:00,8,17.750367647058823,YR,l1
2020-02-09 09:00:00,9,18.08443432928727,YR,l1
2020-02-09 10:00:00,10,17.09515639589169,YR,l1
2020-02-09 11:00:00,11,16.168174214130097,YR,l1
2020-02-09 12:00:00,12,15.457471599751011,YR,l1
2020-02-09 13:00:00,13,14.026863523187053,YR,l1
2020-02-09 14:00:00,14,13.400758636788048,YR,l1
2020-02-09 15:00:00,15,13.069224634298164,YR,l1
2020-02-09 16:00:00,16,13.222887488328665,YR,l1
2020-02-09 17:00:00,17,13.429942810457517,YR,l1
2020-02-09 18:00:00,18,13.868722766884533,YR,l1
2020-02-09 19:00:00,19,15.29612900715842,YR,l1
2020-02-09 20:00:00,20,16.275997899159663,YR,l1
2020-02-09 21:00:00,21,17.6301684562714,YR,l1
2020-02-09 22:00:00,22,17.398821195144723,YR,l1
2020-02-09 23:00:00,23,17.02466736694678,YR,l1
2020-02-10 00:00:00,0,16.560410830999064,YR,l1
2020-02-10 01:00:00,1,16.20791705571117,YR,l1
2020-02-10 02:00:00,2,16.718183940242763,YR,l1
2020-02-10 03:00:00,3,16.268446545284778,YR,l1
2020-02-10 04:00:00,4,15.628137643946468,YR,l1
2020-02-10 05:00:00,5,15.024809368191722,YR,l1
2020-02-10 06:00:00,6,14.987525287892936,YR,l1
2020-02-10 07:00:00,7,15.18567732648615,YR,l1
2020-02-10 08:00:00,8,14.832658341114223,YR,l1
2020-02-10 09:00:00,9,14.81929466230937,YR,l1
2020-02-10 10:00:00,10,14.397685185185185,YR,l1
2020-02-10 11:00:00,11,13.771399393090569,YR,l1
2020-02-10 12:00:00,12,12.966476034858387,YR,l1
2020-02-10 13:00:00,13,11.168718876439463,YR,l1
2020-02-10 14:00:00,14,10.100233426704015,YR,l1
2020-02-10 15:00:00,15,9.932123404917522,YR,l1
2020-02-10 16:00:00,16,10.064882897603487,YR,l1
2020-02-10 17:00:00,17,10.368563258636788,YR,l1
2020-02-10 18:00:00,18,11.715155228758169,YR,l1
2020-02-10 19:00:00,19,13.427515172735761,YR,l1
2020-02-10 20:00:00,20,14.581689620292561,YR,l1
2020-02-10 21:00:00,21,15.420407329598506,YR,l1
2020-02-10 22:00:00,22,15.236904761904762,YR,l1
2020-02-10 23:00:00,23,15.26732609710551,YR,l1
2020-02-11 00:00:00,0,14.191931216931216,YR,l1
2020-02-11 01:00:00,1,12.883179660753191,YR,l1
2020-02-11 02:00:00,2,12.38140756302521,YR,l1
2020-02-11 03:00:00,3,12.1750116713352,YR,l1
2020-02-11 04:00:00,4,11.56287737317149,YR,l1
2020-02-11 05:00:00,5,11.246790382819794,YR,l1
2020-02-11 06:00:00,6,10.661751089324618,YR,l1
2020-02-11 07:00:00,7,10.045051353874884,YR,l1
2020-02-11 08:00:00,8,9.708142701525055,YR,l1
2020-02-11 09:00:00,9,9.665264161220044,YR,l1
2020-02-11 10:00:00,10,9.621763149704327,YR,l1
2020-02-11 11:00:00,11,9.373048941798942,YR,l1
2020-02-11 12:00:00,12,9.413091347650171,YR,l1
2020-02-11 13:00:00,13,9.221239884842825,YR,l1
2020-02-11 14:00:00,14,8.600966775599128,YR,l1
2020-02-11 15:00:00,15,8.261714130096482,YR,l1
2020-02-11 16:00:00,16,8.521698957360721,YR,l1
2020-02-11 17:00:00,17,8.89347377840025,YR,l1
2020-02-11 18:00:00,18,9.359327342047932,YR,l1
2020-02-11 19:00:00,19,10.373455493308434,YR,l1
2020-02-11 20:00:00,20,11.339984049175225,YR,l1
2020-02-11 21:00:00,21,11.982590258325551,YR,l1
2020-02-11 22:00:00,22,11.470031901649547,YR,l1
2020-02-11 23:00:00,23,10.755374649859945,YR,l1
2020-02-12 00:00:00,0,10.472177482103953,YR,l1
2020-02-12 01:00:00,1,10.038665188297543,YR,l1
2020-02-12 02:00:00,2,9.645510426392779,YR,l1
2020-02-12 03:00:00,3,9.481047696856521,YR,l1
2020-02-12 04:00:00,4,9.262433862433863,YR,l1
2020-02-12 05:00:00,5,9.157389900404606,YR,l1
2020-02-12 06:00:00,6,9.0927268129474,YR,l1
2020-02-12 07:00:00,7,9.43989067849362,YR,l1
2020-02-12 08:00:00,8,9.53207671957672,YR,l1
2020-02-12 09:00:00,9,9.517170479302832,YR,l1
2020-02-12 10:00:00,10,9.73378267973856,YR,l1
2020-02-12 11:00:00,11,10.312651727357611,YR,l1
2020-02-12 12:00:00,12,10.893477668845318,YR,l1
2020-02-12 13:00:00,13,10.964589169000933,YR,l1
2020-02-12 14:00:00,14,10.612570028011204,YR,l1
2020-02-12 15:00:00,15,10.205783146591969,YR,l1
2020-02-12 16:00:00,16,9.83578431372549,YR,l1
2020-02-12 17:00:00,17,10.850496031746031,YR,l1
2020-02-12 18:00:00,18,11.3276046529723,YR,l1
2020-02-12 19:00:00,19,12.472788281979458,YR,l1
2020-02-12 20:00:00,20,13.325682773109245,YR,l1
2020-02-12 21:00:00,21,14.52887099284158,YR,l1
2020-02-12 22:00:00,22,14.848231792717085,YR,l1
2020-02-12 23:00:00,23,14.490361422346716,YR,l1
2020-02-13 00:00:00,0,14.479112200435729,YR,l1
2020-02-13 01:00:00,1,12.998395191409898,YR,l1
2020-02-13 02:00:00,2,12.035799875505758,YR,l1
2020-02-13 03:00:00,3,11.460760971055088,YR,l1
2020-02-13 04:00:00,4,10.865876906318082,YR,l1
2020-02-13 05:00:00,5,10.314419934640522,YR,l1
2020-02-13 06:00:00,6,9.507555244319951,YR,l1
2020-02-13 07:00:00,7,8.735696778711484,YR,l1
2020-02-13 08:00:00,8,8.574939698101462,YR,l1
2020-02-13 09:00:00,9,8.77125350140056,YR,l1
2020-02-13 10:00:00,10,9.024745175848116,YR,l1
2020-02-13 11:00:00,11,9.177297307812013,YR,l1
2020-02-13 12:00:00,12,9.00849478680361,YR,l1
2020-02-13 13:00:00,13,9.15684718331777,YR,l1
2020-02-13 14:00:00,14,8.743368736383442,YR,l1
2020-02-13 15:00:00,15,8.506444522253346,YR,l1
2020-02-13 16:00:00,16,8.39926276065982,YR,l1
2020-02-13 17:00:00,17,8.521132897603486,YR,l1
2020-02-13 18:00:00,18,8.29746926548397,YR,l1
2020-02-13 19:00:00,19,8.508607609710552,YR,l1
2020-02-13 20:00:00,20,9.412515561780268,YR,l1
2020-02-13 21:00:00,21,10.40268246187364,YR,l1
2020-02-13 22:00:00,22,9.814528867102396,YR,l1
2020-02-13 23:00:00,23,9.499970821661998,YR,l1
2020-02-14 00:00:00,0,8.516390445066916,YR,l1
2020-02-14 01:00:00,1,7.721173747276688,YR,l1
2020-02-14 02:00:00,2,,YR,l1
2020-02-14 03:00:00,3,6.689499688764394,YR,l1
2020-02-14 04:00:00,4,,YR,l1
2020-02-14 05:00:00,5,,YR,l1
2020-02-14 06:00:00,6,,YR,l1
2020-02-14 07:00:00,7,,YR,l1
2020-02-14 08:00:00,8,,YR,l1
2020-02-14 09:00:00,9,,YR,l1
2020-02-14 10:00:00,10,,YR,l1
2020-02-14 11:00:00,11,5.856670168067227,YR,l1
2020-02-14 12:00:00,12,6.34597727980081,YR,l1
2020-02-14 13:00:00,13,6.767396125116712,YR,l1
2020-02-14 14:00:00,14,6.791283457827576,YR,l1
2020-02-14 15:00:00,15,6.971819561157797,YR,l1
2020-02-14 16:00:00,16,7.20458488951136,YR,l1
2020-02-14 17:00:00,17,8.225958994708995,YR,l1
2020-02-14 18:00:00,18,9.270928649237472,YR,l1
2020-02-14 19:00:00,19,10.954248366013072,YR,l1
2020-02-14 20:00:00,20,10.877330376595081,YR,l1
2020-02-14 21:00:00,21,10.63664993775288,YR,l1
2020-02-14 22:00:00,22,9.527629940865234,YR,l1
2020-02-14 23:00:00,23,9.103293261749144,YR,l1
2020-02-15 00:00:00,0,8.756656551509492,YR,l1
2020-02-15 01:00:00,1,,YR,l1
2020-02-15 02:00:00,2,,YR,l1
2020-02-15 03:00:00,3,,YR,l1
2020-02-15 04:00:00,4,,YR,l1
2020-02-15 05:00:00,5,,YR,l1
2020-02-15 06:00:00,6,4.6091133675692495,YR,l1
2020-02-15 07:00:00,7,,YR,l1
2020-02-15 08:00:00,8,,YR,l1
2020-02-15 09:00:00,9,,YR,l1
2020-02-15 10:00:00,10,3.0860060690943043,YR,l1
2020-02-15 11:00:00,11,,YR,l1
2020-02-15 12:00:00,12,,YR,l1
2020-02-15 13:00:00,13,,YR,l1
2020-02-15 14:00:00,14,,YR,l1
2020-02-15 15:00:00,15,,YR,l1
2020-02-15 16:00:00,16,,YR,l1
2020-02-15 17:00:00,17,,YR,l1
2020-02-15 18:00:00,18,3.8100198412698414,YR,l1
2020-02-15 19:00:00,19,,YR,l1
2020-02-15 20:00:00,20,,YR,l1
2020-02-15 21:00:00,21,,YR,l1
2020-02-15 22:00:00,22,,YR,l1
2020-02-15 23:00:00,23,,YR,l1
2020-02-16 00:00:00,0,,YR,l1
2020-02-16 01:00:00,1,6.647940009337067,YR,l1
2020-02-16 02:00:00,2,6.927310924369748,YR,l1
2020-02-16 03:00:00,3,7.647486772486773,YR,l1
2020-02-16 04:00:00,4,8.114231248054777,YR,l1
2020-02-16 05:00:00,5,8.702676626206038,YR,l1
2020-02-16 06:00:00,6,9.329903906006846,YR,l1
2020-02-16 07:00:00,7,9.229316448801743,YR,l1
2020-02-16 08:00:00,8,8.805012838468722,YR,l1
2020-02-16 09:00:00,9,,YR,l1
2020-02-16 10:00:00,10,,YR,l1
2020-02-16 11:00:00,11,,YR,l1
2020-02-16 12:00:00,12,6.55749299719888,YR,l1
2020-02-16 13:00:00,13,5.693709150326798,YR,l1
2020-02-16 14:00:00,14,6.309243697478991,YR,l1
2020-02-16 15:00:00,15,5.7659021942110185,YR,l1
2020-02-16 16:00:00,16,5.8225315126050425,YR,l1
2020-02-16 17:00:00,17,6.326830454403984,YR,l1
2020-02-16 18:00:00,18,6.608220510426393,YR,l1
2020-02-16 19:00:00,19,6.8842047930283226,YR,l1
2020-02-16 20:00:00,20,7.901482259570495,YR,l1
2020-02-16 21:00:00,21,8.623811469032058,YR,l1
2020-02-16 22:00:00,22,8.67252956738251,YR,l1
2020-02-16 23:00:00,23,8.437900715841893,YR,l1
2020-02-17 00:00:00,0,8.009926470588235,YR,l1
2020-02-17 01:00:00,1,7.477380952380952,YR,l1
2020-02-17 02:00:00,2,7.216938997821352,YR,l1
2020-02-17 03:00:00,3,7.307668067226891,YR,l1
2020-02-17 04:00:00,4,7.395722455648927,YR,l1
2020-02-17 05:00:00,5,7.230538048552755,YR,l1
2020-02-17 06:00:00,6,7.034140600684719,YR,l1
2020-02-17 07:00:00,7,7.195195300342359,YR,l1
2020-02-17 08:00:00,8,7.373817304699657,YR,l1
2020-02-17 09:00:00,9,7.217182150638034,YR,l1
2020-02-17 10:00:00,10,7.118748054777467,YR,l1
2020-02-17 11:00:00,11,6.807767273576097,YR,l1
2020-02-17 12:00:00,12,6.360264939309057,YR,l1
2020-02-17 13:00:00,13,5.820489028944912,YR,l1
2020-02-17 14:00:00,14,4.811288126361656,YR,l1
2020-02-17 15:00:00,15,4.311556567071273,YR,l1
2020-02-17 16:00:00,16,4.211620759414877,YR,l1
2020-02-17 17:00:00,17,4.247025754746343,YR,l1
2020-02-17 18:00:00,18,4.684718331777155,YR,l1
2020-02-17 19:00:00,19,5.114264316837846,YR,l1
2020-02-17 20:00:00,20,5.93582905384376,YR,l1
2020-02-17 21:00:00,21,7.197329209461562,YR,l1
2020-02-17 22:00:00,22,7.768783068783069,YR,l1
2020-02-17 23:00:00,23,7.709267040149394,YR,l1
2020-02-18 00:00:00,0,8.039690320572673,YR,l1
2020-02-18 01:00:00,1,7.8802598817304705,YR,l1
2020-02-18 02:00:00,2,8.014692265795206,YR,l1
2020-02-18 03:00:00,3,7.847237784002489,YR,l1
2020-02-18 04:00:00,4,7.582930672268907,YR,l1
2020-02-18 05:00:00,5,7.715013227513227,YR,l1
2020-02-18 06:00:00,6,8.154933084344849,YR,l1
2020-02-18 07:00:00,7,8.242471988795517,YR,l1
2020-02-18 08:00:00,8,9.179853330220977,YR,l1
2020-02-18 09:00:00,9,8.870306178026766,YR,l1
2020-02-18 10:00:00,10,8.407681683784624,YR,l1
2020-02-18 11:00:00,11,,YR,l1
2020-02-18 12:00:00,12,,YR,l1
2020-02-18 13:00:00,13,,YR,l1
2020-02-18 14:00:00,14,,YR,l1
2020-02-18 15:00:00,15,5.973696700902583,YR,l1
2020-02-18 16:00:00,16,6.066318471833178,YR,l1
2020-02-18 17:00:00,17,6.527974245253656,YR,l1
2020-02-18 18:00:00,18,7.147385620915033,YR,l1
2020-02-18 19:00:00,19,8.222908885776533,YR,l1
2020-02-18 20:00:00,20,9.841623871770931,YR,l1
2020-02-18 21:00:00,21,10.916085045129163,YR,l1
2020-02-18 22:00:00,22,11.606325863678805,YR,l1
2020-02-18 23:00:00,23,11.312906551509492,YR,l1
2020-02-19 00:00:00,0,11.534724167444756,YR,l1
2020-02-19 01:00:00,1,11.25996342981637,YR,l1
2020-02-19 02:00:00,2,11.119551431683783,YR,l1
2020-02-19 03:00:00,3,11.10516456582633,YR,l1
2020-02-19 04:00:00,4,11.052100840336136,YR,l1
2020-02-19 05:00:00,5,10.976888811079986,YR,l1
2020-02-19 06:00:00,6,11.088455104263927,YR,l1
2020-02-19 07:00:00,7,11.089608621226269,YR,l1
2020-02-19 08:00:00,8,11.420265328353564,YR,l1
2020-02-19 09:00:00,9,11.50150754746343,YR,l1
2020-02-19 10:00:00,10,11.758082399626517,YR,l1
2020-02-19 11:00:00,11,11.993069172113291,YR,l1
2020-02-19 12:00:00,12,11.624712107065047,YR,l1
2020-02-19 13:00:00,13,10.684879785247434,YR,l1
2020-02-19 14:00:00,14,10.331071039526922,YR,l1
2020-02-19 15:00:00,15,10.569244086523499,YR,l1
2020-02-19 16:00:00,16,11.219214908185496,YR,l1
2020-02-19 17:00:00,17,11.40302093059446,YR,l1
2020-02-19 18:00:00,18,12.256759648303765,YR,l1
2020-02-19 19:00:00,19,14.58391690009337,YR,l1
2020-02-19 20:00:00,20,16.09718137254902,YR,l1
2020-02-19 21:00:00,21,16.814808979147216,YR,l1
2020-02-19 22:00:00,22,17.0369475568005,YR,l1
2020-02-19 23:00:00,23,17.410877684407097,YR,l1
2020-02-20 00:00:00,0,17.269263538748834,YR,l1
2020-02-20 01:00:00,1,17.09183784624961,YR,l1
2020-02-20 02:00:00,2,16.516767818238407,YR,l1
2020-02-20 03:00:00,3,16.3864067849362,YR,l1
2020-02-20 04:00:00,4,16.914410208527855,YR,l1
2020-02-20 05:00:00,5,17.047708527855587,YR,l1
2020-02-20 06:00:00,6,16.872126906318083,YR,l1
2020-02-20 07:00:00,7,16.86895813881108,YR,l1
2020-02-20 08:00:00,8,16.875480469965765,YR,l1
2020-02-20 09:00:00,9,16.80898303765951,YR,l1
2020-02-20 10:00:00,10,16.53953664799253,YR,l1
2020-02-20 11:00:00,11,14.885482804232803,YR,l1
2020-02-20 12:00:00,12,14.019714830376596,YR,l1
2020-02-20 13:00:00,13,11.598659741674446,YR,l1
2020-02-20 14:00:00,14,9.667896047307813,YR,l1
2020-02-20 15:00:00,15,7.865980003112356,YR,l1
2020-02-20 16:00:00,16,7.581358932461874,YR,l1
2020-02-20 17:00:00,17,7.819642857142857,YR,l1
2020-02-20 18:00:00,18,8.919174058512294,YR,l1
2020-02-20 19:00:00,19,10.160037348272644,YR,l1
2020-02-20 20:00:00,20,11.67752100840336,YR,l1
2020-02-20 21:00:00,21,13.784634687208218,YR,l1
2020-02-20 22:00:00,22,13.275585511982571,YR,l1
2020-02-20 23:00:00,23,12.853013149704326,YR,l1
2020-02-21 00:00:00,0,12.734307889822595,YR,l1
2020-02-21 01:00:00,1,12.777260348583878,YR,l1
2020-02-21 02:00:00,2,12.603972144413321,YR,l1
2020-02-21 03:00:00,3,12.358858543417366,YR,l1
2020-02-21 04:00:00,4,12.374085745409275,YR,l1
2020-02-21 05:00:00,5,12.783002645502645,YR,l1
2020-02-21 06:00:00,6,13.012894880174292,YR,l1
2020-02-21 07:00:00,7,12.804680205415501,YR,l1
2020-02-21 08:00:00,8,13.261871693121693,YR,l1
2020-02-21 09:00:00,9,13.535177404295052,YR,l1
2020-02-21 10:00:00,10,14.060239651416122,YR,l1
2020-02-21 11:00:00,11,14.604594615624027,YR,l1
2020-02-21 12:00:00,12,14.547265017117958,YR,l1
2020-02-21 13:00:00,13,14.244994942421412,YR,l1
2020-02-21 14:00:00,14,14.937632275132275,YR,l1
2020-02-21 15:00:00,15,15.04171335200747,YR,l1
2020-02-21 16:00:00,16,15.641007236227825,YR,l1
2020-02-21 17:00:00,17,16.38310185185185,YR,l1
2020-02-21 18:00:00,18,16.86105469965764,YR,l1
2020-02-21 19:00:00,19,17.78794351073763,YR,l1
2020-02-21 20:00:00,20,19.02485216308746,YR,l1
2020-02-21 21:00:00,21,19.107652505446623,YR,l1
2020-02-21 22:00:00,22,19.358329442888266,YR,l1
2020-02-21 23:00:00,23,19.31964285714286,YR,l1
2020-02-22 00:00:00,0,19.346663943355118,YR,l1
2020-02-22 01:00:00,1,18.88871381886088,YR,l1
2020-02-22 02:00:00,2,18.44047619047619,YR,l1
2020-02-22 03:00:00,3,18.991332088390912,YR,l1
2020-02-22 04:00:00,4,18.82107843137255,YR,l1
2020-02-22 05:00:00,5,18.47210745409275,YR,l1
2020-02-22 06:00:00,6,18.33574929971989,YR,l1
2020-02-22 07:00:00,7,18.17232337379396,YR,l1
2020-02-22 08:00:00,8,17.90986227824463,YR,l1
2020-02-22 09:00:00,9,17.835844615624026,YR,l1
2020-02-22 10:00:00,10,17.39156551509493,YR,l1
2020-02-22 11:00:00,11,17.618302598817305,YR,l1
2020-02-22 12:00:00,12,17.26210122938064,YR,l1
2020-02-22 13:00:00,13,15.832109788359789,YR,l1
2020-02-22 14:00:00,14,13.980380485527544,YR,l1
2020-02-22 15:00:00,15,13.484881730469965,YR,l1
2020-02-22 16:00:00,16,13.894034002489885,YR,l1
2020-02-22 17:00:00,17,13.792110177404295,YR,l1
2020-02-22 18:00:00,18,14.51688258636788,YR,l1
2020-02-22 19:00:00,19,15.10379123871771,YR,l1
2020-02-22 20:00:00,20,16.923840647370056,YR,l1
2020-02-22 21:00:00,21,18.77834189231248,YR,l1
2020-02-22 22:00:00,22,18.821591970121382,YR,l1
2020-02-22 23:00:00,23,19.168504901960787,YR,l1
2020-02-23 00:00:00,0,18.983784624961096,YR,l1
2020-02-23 01:00:00,1,18.830061469032056,YR,l1
2020-02-23 02:00:00,2,18.3182734204793,YR,l1
2020-02-23 03:00:00,3,17.40027622159975,YR,l1
2020-02-23 04:00:00,4,16.881944444444443,YR,l1
2020-02-23 05:00:00,5,16.933166044195456,YR,l1
2020-02-23 06:00:00,6,17.00484360410831,YR,l1
2020-02-23 07:00:00,7,16.54692265795207,YR,l1
2020-02-23 08:00:00,8,16.145683551198257,YR,l1
2020-02-23 09:00:00,9,15.864540538437597,YR,l1
2020-02-23 10:00:00,10,16.485333022097727,YR,l1
2020-02-23 11:00:00,11,17.42442615935263,YR,l1
2020-02-23 12:00:00,12,17.14432384064737,YR,l1
2020-02-23 13:00:00,13,16.847368113912232,YR,l1
2020-02-23 14:00:00,14,16.434790305010893,YR,l1
2020-02-23 15:00:00,15,15.789421879863054,YR,l1
2020-02-23 16:00:00,16,15.04048786181139,YR,l1
2020-02-23 17:00:00,17,14.762490273887332,YR,l1
2020-02-23 18:00:00,18,15.35071389666978,YR,l1
2020-02-23 19:00:00,19,16.252108621226267,YR,l1
2020-02-23 20:00:00,20,17.913634064737007,YR,l1
2020-02-23 21:00:00,21,18.865993619670093,YR,l1
2020-02-23 22:00:00,22,18.73762254901961,YR,l1
2020-02-23 23:00:00,23,18.93166627762216,YR,l1
2020-02-24 00:00:00,0,18.539674758792405,YR,l1
2020-02-24 01:00:00,1,18.01803415810769,YR,l1
2020-02-24 02:00:00,2,18.788898615001557,YR,l1
2020-02-24 03:00:00,3,18.92716114223467,YR,l1
2020-02-24 04:00:00,4,18.427989807033924,YR,l1
2020-02-24 05:00:00,5,18.28621809835045,YR,l1
2020-02-24 06:00:00,6,18.231734360410833,YR,l1
2020-02-24 07:00:00,7,18.642433084344848,YR,l1
2020-02-24 08:00:00,8,18.80041627762216,YR,l1
2020-02-24 09:00:00,9,19.025863678804853,YR,l1
2020-02-24 10:00:00,10,19.04626517273576,YR,l1
2020-02-24 11:00:00,11,18.33013149704326,YR,l1
2020-02-24 12:00:00,12,17.91709656084656,YR,l1
2020-02-24 13:00:00,13,16.849151882975413,YR,l1
2020-02-24 14:00:00,14,15.611146125116713,YR,l1
2020-02-24 15:00:00,15,14.901165188297542,YR,l1
2020-02-24 16:00:00,16,15.019707049486462,YR,l1
2020-02-24 17:00:00,17,15.216693899782134,YR,l1
2020-02-24 18:00:00,18,15.39890873015873,YR,l1
2020-02-24 19:00:00,19,16.691699735449735,YR,l1
2020-02-24 20:00:00,20,19.577040538437593,YR,l1
2020-02-24 21:00:00,21,21.39018440709617,YR,l1
2020-02-24 22:00:00,22,21.292510893246188,YR,l1
2020-02-24 23:00:00,23,20.694030112044818,YR,l1
2020-02-25 00:00:00,0,20.964252645502643,YR,l1
2020-02-25 01:00:00,1,20.928044273264863,YR,l1
2020-02-25 02:00:00,2,19.744012605042016,YR,l1
2020-02-25 03:00:00,3,19.129285325241206,YR,l1
2020-02-25 04:00:00,4,18.57336795829443,YR,l1
2020-02-25 05:00:00,5,18.767573140367258,YR,l1
2020-02-25 06:00:00,6,19.274219965764082,YR,l1
2020-02-25 07:00:00,7,20.410237706193588,YR,l1
2020-02-25 08:00:00,8,21.187354108309993,YR,l1
2020-02-25 09:00:00,9,21.753608387799567,YR,l1
2020-02-25 10:00:00,10,22.863447323373794,YR,l1
2020-02-25 11:00:00,11,23.132016417678184,YR,l1
2020-02-25 12:00:00,12,22.989534702769998,YR,l1
2020-02-25 13:00:00,13,23.870337301587302,YR,l1
2020-02-25 14:00:00,14,25.19598506069094,YR,l1
2020-02-25 15:00:00,15,25.359002489884844,YR,l1
2020-02-25 16:00:00,16,26.382516339869284,YR,l1
2020-02-25 17:00:00,17,27.783506458138813,YR,l1
2020-02-25 18:00:00,18,28.978752334267043,YR,l1
2020-02-25 19:00:00,19,29.645391767818236,YR,l1
2020-02-25 20:00:00,20,29.401167133520076,YR,l1
2020-02-25 21:00:00,21,28.059679427326483,YR,l1
2020-02-25 22:00:00,22,28.00949074074074,YR,l1
