Time,Time,O3,area,period
2020-01-01 00:00:00,0,16.0,CS,pre
2020-01-01 01:00:00,1,16.8,CS,pre
2020-01-01 02:00:00,2,15.8,CS,pre
2020-01-01 03:00:00,3,16.2,CS,pre
2020-01-01 04:00:00,4,18.2,CS,pre
2020-01-01 05:00:00,5,16.6,CS,pre
2020-01-01 06:00:00,6,13.8,CS,pre
2020-01-01 07:00:00,7,12.6,CS,pre
2020-01-01 08:00:00,8,9.8,CS,pre
2020-01-01 09:00:00,9,9.4,CS,pre
2020-01-01 10:00:00,10,12.0,CS,pre
2020-01-01 11:00:00,11,15.4,CS,pre
2020-01-01 12:00:00,12,16.0,CS,pre
2020-01-01 13:00:00,13,21.0,CS,pre
2020-01-01 14:00:00,14,26.4,CS,pre
2020-01-01 15:00:00,15,27.8,CS,pre
2020-01-01 16:00:00,16,26.6,CS,pre
2020-01-01 17:00:00,17,24.0,CS,pre
2020-01-01 18:00:00,18,20.4,CS,pre
2020-01-01 19:00:00,19,16.6,CS,pre
2020-01-01 20:00:00,20,13.2,CS,pre
2020-01-01 21:00:00,21,11.4,CS,pre
2020-01-01 22:00:00,22,10.0,CS,pre
2020-01-01 23:00:00,23,8.4,CS,pre
2020-01-02 00:00:00,0,7.4,CS,pre
2020-01-02 01:00:00,1,7.6,CS,pre
2020-01-02 02:00:00,2,8.6,CS,pre
2020-01-02 03:00:00,3,9.2,CS,pre
2020-01-02 04:00:00,4,9.2,CS,pre
2020-01-02 05:00:00,5,8.8,CS,pre
2020-01-02 06:00:00,6,8.8,CS,pre
2020-01-02 07:00:00,7,7.8,CS,pre
2020-01-02 08:00:00,8,6.0,CS,pre
2020-01-02 09:00:00,9,6.0,CS,pre
2020-01-02 10:00:00,10,9.0,CS,pre
2020-01-02 11:00:00,11,14.6,CS,pre
2020-01-02 12:00:00,12,18.4,CS,pre
2020-01-02 13:00:00,13,22.0,CS,pre
2020-01-02 14:00:00,14,22.4,CS,pre
2020-01-02 15:00:00,15,24.4,CS,pre
2020-01-02 16:00:00,16,24.8,CS,pre
2020-01-02 17:00:00,17,24.0,CS,pre
2020-01-02 18:00:00,18,19.4,CS,pre
2020-01-02 19:00:00,19,15.4,CS,pre
2020-01-02 20:00:00,20,12.0,CS,pre
2020-01-02 21:00:00,21,11.0,CS,pre
2020-01-02 22:00:00,22,8.2,CS,pre
2020-01-02 23:00:00,23,8.4,CS,pre
2020-01-03 00:00:00,0,7.8,CS,pre
2020-01-03 01:00:00,1,7.4,CS,pre
2020-01-03 02:00:00,2,6.8,CS,pre
2020-01-03 03:00:00,3,7.6,CS,pre
2020-01-03 04:00:00,4,7.4,CS,pre
2020-01-03 05:00:00,5,7.6,CS,pre
2020-01-03 06:00:00,6,8.6,CS,pre
2020-01-03 07:00:00,7,8.6,CS,pre
2020-01-03 08:00:00,8,7.4,CS,pre
2020-01-03 09:00:00,9,6.2,CS,pre
2020-01-03 10:00:00,10,9.8,CS,pre
2020-01-03 11:00:00,11,14.2,CS,pre
2020-01-03 12:00:00,12,21.0,CS,pre
2020-01-03 13:00:00,13,28.2,CS,pre
2020-01-03 14:00:00,14,35.2,CS,pre
2020-01-03 15:00:00,15,39.6,CS,pre
2020-01-03 16:00:00,16,38.2,CS,pre
2020-01-03 17:00:00,17,34.8,CS,pre
2020-01-03 18:00:00,18,28.0,CS,pre
2020-01-03 19:00:00,19,17.8,CS,pre
2020-01-03 20:00:00,20,12.2,CS,pre
2020-01-03 21:00:00,21,9.0,CS,pre
2020-01-03 22:00:00,22,8.0,CS,pre
2020-01-03 23:00:00,23,7.0,CS,pre
2020-01-04 00:00:00,0,6.6,CS,pre
2020-01-04 01:00:00,1,6.8,CS,pre
2020-01-04 02:00:00,2,6.6,CS,pre
2020-01-04 03:00:00,3,7.0,CS,pre
2020-01-04 04:00:00,4,6.8,CS,pre
2020-01-04 05:00:00,5,6.4,CS,pre
2020-01-04 06:00:00,6,6.4,CS,pre
2020-01-04 07:00:00,7,6.0,CS,pre
2020-01-04 08:00:00,8,5.4,CS,pre
2020-01-04 09:00:00,9,5.4,CS,pre
2020-01-04 10:00:00,10,6.4,CS,pre
2020-01-04 11:00:00,11,11.2,CS,pre
2020-01-04 12:00:00,12,15.2,CS,pre
2020-01-04 13:00:00,13,18.6,CS,pre
2020-01-04 14:00:00,14,20.2,CS,pre
2020-01-04 15:00:00,15,20.4,CS,pre
2020-01-04 16:00:00,16,17.6,CS,pre
2020-01-04 17:00:00,17,16.0,CS,pre
2020-01-04 18:00:00,18,17.4,CS,pre
2020-01-04 19:00:00,19,16.2,CS,pre
2020-01-04 20:00:00,20,14.6,CS,pre
2020-01-04 21:00:00,21,11.4,CS,pre
2020-01-04 22:00:00,22,10.2,CS,pre
2020-01-04 23:00:00,23,8.6,CS,pre
2020-01-05 00:00:00,0,8.0,CS,pre
2020-01-05 01:00:00,1,8.8,CS,pre
2020-01-05 02:00:00,2,9.8,CS,pre
2020-01-05 03:00:00,3,10.2,CS,pre
2020-01-05 04:00:00,4,9.8,CS,pre
2020-01-05 05:00:00,5,11.4,CS,pre
2020-01-05 06:00:00,6,11.0,CS,pre
2020-01-05 07:00:00,7,8.4,CS,pre
2020-01-05 08:00:00,8,6.6,CS,pre
2020-01-05 09:00:00,9,7.0,CS,pre
2020-01-05 10:00:00,10,9.4,CS,pre
2020-01-05 11:00:00,11,10.8,CS,pre
2020-01-05 12:00:00,12,13.0,CS,pre
2020-01-05 13:00:00,13,13.4,CS,pre
2020-01-05 14:00:00,14,18.2,CS,pre
2020-01-05 15:00:00,15,19.8,CS,pre
2020-01-05 16:00:00,16,17.8,CS,pre
2020-01-05 17:00:00,17,15.0,CS,pre
2020-01-05 18:00:00,18,11.8,CS,pre
2020-01-05 19:00:00,19,8.2,CS,pre
2020-01-05 20:00:00,20,6.8,CS,pre
2020-01-05 21:00:00,21,5.6,CS,pre
2020-01-05 22:00:00,22,5.4,CS,pre
2020-01-05 23:00:00,23,6.6,CS,pre
2020-01-06 00:00:00,0,6.6,CS,pre
2020-01-06 01:00:00,1,7.8,CS,pre
2020-01-06 02:00:00,2,9.2,CS,pre
2020-01-06 03:00:00,3,10.4,CS,pre
2020-01-06 04:00:00,4,11.0,CS,pre
2020-01-06 05:00:00,5,12.4,CS,pre
2020-01-06 06:00:00,6,12.2,CS,pre
2020-01-06 07:00:00,7,9.4,CS,pre
2020-01-06 08:00:00,8,8.6,CS,pre
2020-01-06 09:00:00,9,11.8,CS,pre
2020-01-06 10:00:00,10,14.4,CS,pre
2020-01-06 11:00:00,11,15.6,CS,pre
2020-01-06 12:00:00,12,17.0,CS,pre
2020-01-06 13:00:00,13,20.8,CS,pre
2020-01-06 14:00:00,14,22.0,CS,pre
2020-01-06 15:00:00,15,23.2,CS,pre
2020-01-06 16:00:00,16,21.4,CS,pre
2020-01-06 17:00:00,17,22.0,CS,pre
2020-01-06 18:00:00,18,21.0,CS,pre
2020-01-06 19:00:00,19,19.0,CS,pre
2020-01-06 20:00:00,20,19.0,CS,pre
2020-01-06 21:00:00,21,18.4,CS,pre
2020-01-06 22:00:00,22,19.8,CS,pre
2020-01-06 23:00:00,23,18.8,CS,pre
2020-01-07 00:00:00,0,18.0,CS,pre
2020-01-07 01:00:00,1,19.6,CS,pre
2020-01-07 02:00:00,2,19.4,CS,pre
2020-01-07 03:00:00,3,17.2,CS,pre
2020-01-07 04:00:00,4,17.4,CS,pre
2020-01-07 05:00:00,5,16.2,CS,pre
2020-01-07 06:00:00,6,14.0,CS,pre
2020-01-07 07:00:00,7,13.6,CS,pre
2020-01-07 08:00:00,8,12.8,CS,pre
2020-01-07 09:00:00,9,14.4,CS,pre
2020-01-07 10:00:00,10,19.8,CS,pre
2020-01-07 11:00:00,11,28.0,CS,pre
2020-01-07 12:00:00,12,37.2,CS,pre
2020-01-07 13:00:00,13,51.2,CS,pre
2020-01-07 14:00:00,14,64.2,CS,pre
2020-01-07 15:00:00,15,72.8,CS,pre
2020-01-07 16:00:00,16,73.4,CS,pre
2020-01-07 17:00:00,17,70.4,CS,pre
2020-01-07 18:00:00,18,61.2,CS,pre
2020-01-07 19:00:00,19,48.6,CS,pre
2020-01-07 20:00:00,20,37.0,CS,pre
2020-01-07 21:00:00,21,29.4,CS,pre
2020-01-07 22:00:00,22,23.6,CS,pre
2020-01-07 23:00:00,23,21.0,CS,pre
2020-01-08 00:00:00,0,16.8,CS,pre
2020-01-08 01:00:00,1,18.0,CS,pre
2020-01-08 02:00:00,2,16.8,CS,pre
2020-01-08 03:00:00,3,17.0,CS,pre
2020-01-08 04:00:00,4,18.6,CS,pre
2020-01-08 05:00:00,5,18.0,CS,pre
2020-01-08 06:00:00,6,18.8,CS,pre
2020-01-08 07:00:00,7,17.8,CS,pre
2020-01-08 08:00:00,8,14.2,CS,pre
2020-01-08 09:00:00,9,15.2,CS,pre
2020-01-08 10:00:00,10,17.8,CS,pre
2020-01-08 11:00:00,11,24.6,CS,pre
2020-01-08 12:00:00,12,33.0,CS,pre
2020-01-08 13:00:00,13,39.2,CS,pre
2020-01-08 14:00:00,14,43.8,CS,pre
2020-01-08 15:00:00,15,46.0,CS,pre
2020-01-08 16:00:00,16,43.6,CS,pre
2020-01-08 17:00:00,17,39.4,CS,pre
2020-01-08 18:00:00,18,39.0,CS,pre
2020-01-08 19:00:00,19,38.4,CS,pre
2020-01-08 20:00:00,20,31.4,CS,pre
2020-01-08 21:00:00,21,26.2,CS,pre
2020-01-08 22:00:00,22,23.8,CS,pre
2020-01-08 23:00:00,23,21.6,CS,pre
2020-01-09 00:00:00,0,18.8,CS,pre
2020-01-09 01:00:00,1,19.8,CS,pre
2020-01-09 02:00:00,2,18.8,CS,pre
2020-01-09 03:00:00,3,22.2,CS,pre
2020-01-09 04:00:00,4,25.2,CS,pre
2020-01-09 05:00:00,5,25.0,CS,pre
2020-01-09 06:00:00,6,22.2,CS,pre
2020-01-09 07:00:00,7,19.2,CS,pre
2020-01-09 08:00:00,8,16.8,CS,pre
2020-01-09 09:00:00,9,16.6,CS,pre
2020-01-09 10:00:00,10,17.8,CS,pre
2020-01-09 11:00:00,11,23.0,CS,pre
2020-01-09 12:00:00,12,28.8,CS,pre
2020-01-09 13:00:00,13,33.0,CS,pre
2020-01-09 14:00:00,14,35.0,CS,pre
2020-01-09 15:00:00,15,34.8,CS,pre
2020-01-09 16:00:00,16,33.8,CS,pre
2020-01-09 17:00:00,17,30.0,CS,pre
2020-01-09 18:00:00,18,26.2,CS,pre
2020-01-09 19:00:00,19,23.4,CS,pre
2020-01-09 20:00:00,20,23.4,CS,pre
2020-01-09 21:00:00,21,21.6,CS,pre
2020-01-09 22:00:00,22,21.0,CS,pre
2020-01-09 23:00:00,23,23.2,CS,pre
2020-01-10 00:00:00,0,24.8,CS,pre
2020-01-10 01:00:00,1,21.4,CS,pre
2020-01-10 02:00:00,2,20.8,CS,pre
2020-01-10 03:00:00,3,21.2,CS,pre
2020-01-10 04:00:00,4,22.0,CS,pre
2020-01-10 05:00:00,5,21.8,CS,pre
2020-01-10 06:00:00,6,18.6,CS,pre
2020-01-10 07:00:00,7,17.0,CS,pre
2020-01-10 08:00:00,8,13.4,CS,pre
2020-01-10 09:00:00,9,13.4,CS,pre
2020-01-10 10:00:00,10,17.0,CS,pre
2020-01-10 11:00:00,11,23.4,CS,pre
2020-01-10 12:00:00,12,28.4,CS,pre
2020-01-10 13:00:00,13,30.8,CS,pre
2020-01-10 14:00:00,14,32.4,CS,pre
2020-01-10 15:00:00,15,31.8,CS,pre
2020-01-10 16:00:00,16,32.2,CS,pre
2020-01-10 17:00:00,17,31.2,CS,pre
2020-01-10 18:00:00,18,29.6,CS,pre
2020-01-10 19:00:00,19,26.4,CS,pre
2020-01-10 20:00:00,20,22.0,CS,pre
2020-01-10 21:00:00,21,19.4,CS,pre
2020-01-10 22:00:00,22,18.6,CS,pre
2020-01-10 23:00:00,23,17.6,CS,pre
2020-01-11 00:00:00,0,17.2,CS,pre
2020-01-11 01:00:00,1,19.4,CS,pre
2020-01-11 02:00:00,2,21.4,CS,pre
2020-01-11 03:00:00,3,24.2,CS,pre
2020-01-11 04:00:00,4,22.2,CS,pre
2020-01-11 05:00:00,5,19.0,CS,pre
2020-01-11 06:00:00,6,17.0,CS,pre
2020-01-11 07:00:00,7,16.4,CS,pre
2020-01-11 08:00:00,8,14.4,CS,pre
2020-01-11 09:00:00,9,16.2,CS,pre
2020-01-11 10:00:00,10,20.4,CS,pre
2020-01-11 11:00:00,11,30.4,CS,pre
2020-01-11 12:00:00,12,39.8,CS,pre
2020-01-11 13:00:00,13,47.2,CS,pre
2020-01-11 14:00:00,14,54.0,CS,pre
2020-01-11 15:00:00,15,58.2,CS,pre
2020-01-11 16:00:00,16,60.0,CS,pre
2020-01-11 17:00:00,17,60.0,CS,pre
2020-01-11 18:00:00,18,53.6,CS,pre
2020-01-11 19:00:00,19,40.6,CS,pre
2020-01-11 20:00:00,20,27.2,CS,pre
2020-01-11 21:00:00,21,18.6,CS,pre
2020-01-11 22:00:00,22,16.2,CS,pre
2020-01-11 23:00:00,23,12.8,CS,pre
2020-01-12 00:00:00,0,9.8,CS,pre
2020-01-12 01:00:00,1,8.4,CS,pre
2020-01-12 02:00:00,2,6.8,CS,pre
2020-01-12 03:00:00,3,6.8,CS,pre
2020-01-12 04:00:00,4,5.6,CS,pre
2020-01-12 05:00:00,5,5.6,CS,pre
2020-01-12 06:00:00,6,5.8,CS,pre
2020-01-12 07:00:00,7,6.4,CS,pre
2020-01-12 08:00:00,8,6.6,CS,pre
2020-01-12 09:00:00,9,6.8,CS,pre
2020-01-12 10:00:00,10,10.2,CS,pre
2020-01-12 11:00:00,11,17.0,CS,pre
2020-01-12 12:00:00,12,28.8,CS,pre
2020-01-12 13:00:00,13,42.0,CS,pre
2020-01-12 14:00:00,14,53.8,CS,pre
2020-01-12 15:00:00,15,62.8,CS,pre
2020-01-12 16:00:00,16,66.0,CS,pre
2020-01-12 17:00:00,17,64.2,CS,pre
2020-01-12 18:00:00,18,57.2,CS,pre
2020-01-12 19:00:00,19,45.2,CS,pre
2020-01-12 20:00:00,20,34.0,CS,pre
2020-01-12 21:00:00,21,26.4,CS,pre
2020-01-12 22:00:00,22,24.2,CS,pre
2020-01-12 23:00:00,23,20.4,CS,pre
2020-01-13 00:00:00,0,17.8,CS,pre
2020-01-13 01:00:00,1,15.6,CS,pre
2020-01-13 02:00:00,2,12.6,CS,pre
2020-01-13 03:00:00,3,12.2,CS,pre
2020-01-13 04:00:00,4,11.6,CS,pre
2020-01-13 05:00:00,5,13.6,CS,pre
2020-01-13 06:00:00,6,12.6,CS,pre
2020-01-13 07:00:00,7,9.2,CS,pre
2020-01-13 08:00:00,8,7.8,CS,pre
2020-01-13 09:00:00,9,8.4,CS,pre
2020-01-13 10:00:00,10,14.0,CS,pre
2020-01-13 11:00:00,11,23.2,CS,pre
2020-01-13 12:00:00,12,32.8,CS,pre
2020-01-13 13:00:00,13,43.4,CS,pre
2020-01-13 14:00:00,14,48.8,CS,pre
2020-01-13 15:00:00,15,50.8,CS,pre
2020-01-13 16:00:00,16,50.6,CS,pre
2020-01-13 17:00:00,17,48.2,CS,pre
2020-01-13 18:00:00,18,42.6,CS,pre
2020-01-13 19:00:00,19,35.2,CS,pre
2020-01-13 20:00:00,20,30.8,CS,pre
2020-01-13 21:00:00,21,28.2,CS,pre
2020-01-13 22:00:00,22,26.2,CS,pre
2020-01-13 23:00:00,23,24.0,CS,pre
2020-01-14 00:00:00,0,22.6,CS,pre
2020-01-14 01:00:00,1,23.6,CS,pre
2020-01-14 02:00:00,2,22.0,CS,pre
2020-01-14 03:00:00,3,21.6,CS,pre
2020-01-14 04:00:00,4,20.4,CS,pre
2020-01-14 05:00:00,5,21.8,CS,pre
2020-01-14 06:00:00,6,22.0,CS,pre
2020-01-14 07:00:00,7,19.4,CS,pre
2020-01-14 08:00:00,8,15.4,CS,pre
2020-01-14 09:00:00,9,15.6,CS,pre
2020-01-14 10:00:00,10,21.2,CS,pre
2020-01-14 11:00:00,11,30.2,CS,pre
2020-01-14 12:00:00,12,34.6,CS,pre
2020-01-14 13:00:00,13,38.2,CS,pre
2020-01-14 14:00:00,14,40.0,CS,pre
2020-01-14 15:00:00,15,41.2,CS,pre
2020-01-14 16:00:00,16,39.8,CS,pre
2020-01-14 17:00:00,17,38.0,CS,pre
2020-01-14 18:00:00,18,34.0,CS,pre
2020-01-14 19:00:00,19,27.6,CS,pre
2020-01-14 20:00:00,20,26.0,CS,pre
2020-01-14 21:00:00,21,28.0,CS,pre
2020-01-14 22:00:00,22,30.0,CS,pre
2020-01-14 23:00:00,23,29.2,CS,pre
2020-01-15 00:00:00,0,28.8,CS,pre
2020-01-15 01:00:00,1,30.4,CS,pre
2020-01-15 02:00:00,2,30.2,CS,pre
2020-01-15 03:00:00,3,28.4,CS,pre
2020-01-15 04:00:00,4,28.4,CS,pre
2020-01-15 05:00:00,5,29.8,CS,pre
2020-01-15 06:00:00,6,32.8,CS,pre
2020-01-15 07:00:00,7,30.4,CS,pre
2020-01-15 08:00:00,8,21.0,CS,pre
2020-01-15 09:00:00,9,18.6,CS,pre
2020-01-15 10:00:00,10,22.8,CS,pre
2020-01-15 11:00:00,11,25.4,CS,pre
2020-01-15 12:00:00,12,28.4,CS,pre
2020-01-15 13:00:00,13,30.8,CS,pre
2020-01-15 14:00:00,14,32.8,CS,pre
2020-01-15 15:00:00,15,33.6,CS,pre
2020-01-15 16:00:00,16,33.4,CS,pre
2020-01-15 17:00:00,17,34.6,CS,pre
2020-01-15 18:00:00,18,31.2,CS,pre
2020-01-15 19:00:00,19,30.6,CS,pre
2020-01-15 20:00:00,20,27.8,CS,pre
2020-01-15 21:00:00,21,25.6,CS,pre
2020-01-15 22:00:00,22,24.6,CS,pre
2020-01-15 23:00:00,23,24.2,CS,pre
2020-01-16 00:00:00,0,25.4,CS,pre
2020-01-16 01:00:00,1,23.8,CS,pre
2020-01-16 02:00:00,2,24.4,CS,pre
2020-01-16 03:00:00,3,25.2,CS,pre
2020-01-16 04:00:00,4,25.4,CS,pre
2020-01-16 05:00:00,5,25.4,CS,pre
2020-01-16 06:00:00,6,25.6,CS,pre
2020-01-16 07:00:00,7,23.2,CS,pre
2020-01-16 08:00:00,8,19.2,CS,pre
2020-01-16 09:00:00,9,19.4,CS,pre
2020-01-16 10:00:00,10,24.2,CS,pre
2020-01-16 11:00:00,11,29.4,CS,pre
2020-01-16 12:00:00,12,35.2,CS,pre
2020-01-16 13:00:00,13,40.6,CS,pre
2020-01-16 14:00:00,14,45.2,CS,pre
2020-01-16 15:00:00,15,48.2,CS,pre
2020-01-16 16:00:00,16,49.4,CS,pre
2020-01-16 17:00:00,17,48.2,CS,pre
2020-01-16 18:00:00,18,44.0,CS,pre
2020-01-16 19:00:00,19,39.2,CS,pre
2020-01-16 20:00:00,20,34.4,CS,pre
2020-01-16 21:00:00,21,29.8,CS,pre
2020-01-16 22:00:00,22,27.0,CS,pre
2020-01-16 23:00:00,23,27.4,CS,pre
2020-01-17 00:00:00,0,26.0,CS,pre
2020-01-17 01:00:00,1,25.0,CS,pre
2020-01-17 02:00:00,2,25.8,CS,pre
2020-01-17 03:00:00,3,26.2,CS,pre
2020-01-17 04:00:00,4,26.2,CS,pre
2020-01-17 05:00:00,5,26.6,CS,pre
2020-01-17 06:00:00,6,25.0,CS,pre
2020-01-17 07:00:00,7,21.6,CS,pre
2020-01-17 08:00:00,8,18.2,CS,pre
2020-01-17 09:00:00,9,17.6,CS,pre
2020-01-17 10:00:00,10,23.8,CS,pre
2020-01-17 11:00:00,11,32.2,CS,pre
2020-01-17 12:00:00,12,39.0,CS,pre
2020-01-17 13:00:00,13,41.8,CS,pre
2020-01-17 14:00:00,14,45.4,CS,pre
2020-01-17 15:00:00,15,47.2,CS,pre
2020-01-17 16:00:00,16,47.4,CS,pre
2020-01-17 17:00:00,17,43.2,CS,pre
2020-01-17 18:00:00,18,38.4,CS,pre
2020-01-17 19:00:00,19,32.4,CS,pre
2020-01-17 20:00:00,20,28.2,CS,pre
2020-01-17 21:00:00,21,22.8,CS,pre
2020-01-17 22:00:00,22,18.8,CS,pre
2020-01-17 23:00:00,23,16.8,CS,pre
2020-01-18 00:00:00,0,16.2,CS,pre
2020-01-18 01:00:00,1,17.2,CS,pre
2020-01-18 02:00:00,2,15.0,CS,pre
2020-01-18 03:00:00,3,16.2,CS,pre
2020-01-18 04:00:00,4,16.0,CS,pre
2020-01-18 05:00:00,5,14.8,CS,pre
2020-01-18 06:00:00,6,13.6,CS,pre
2020-01-18 07:00:00,7,13.8,CS,pre
2020-01-18 08:00:00,8,13.0,CS,pre
2020-01-18 09:00:00,9,13.8,CS,pre
2020-01-18 10:00:00,10,19.8,CS,pre
2020-01-18 11:00:00,11,25.8,CS,pre
2020-01-18 12:00:00,12,33.0,CS,pre
2020-01-18 13:00:00,13,39.8,CS,pre
2020-01-18 14:00:00,14,45.8,CS,pre
2020-01-18 15:00:00,15,48.4,CS,pre
2020-01-18 16:00:00,16,48.6,CS,pre
2020-01-18 17:00:00,17,46.2,CS,pre
2020-01-18 18:00:00,18,41.6,CS,pre
2020-01-18 19:00:00,19,34.4,CS,pre
2020-01-18 20:00:00,20,28.0,CS,pre
2020-01-18 21:00:00,21,24.4,CS,pre
2020-01-18 22:00:00,22,22.8,CS,pre
2020-01-18 23:00:00,23,21.4,CS,pre
2020-01-19 00:00:00,0,21.6,CS,pre
2020-01-19 01:00:00,1,20.8,CS,pre
2020-01-19 02:00:00,2,20.0,CS,pre
2020-01-19 03:00:00,3,18.0,CS,pre
2020-01-19 04:00:00,4,15.8,CS,pre
2020-01-19 05:00:00,5,13.6,CS,pre
2020-01-19 06:00:00,6,12.4,CS,pre
2020-01-19 07:00:00,7,9.8,CS,pre
2020-01-19 08:00:00,8,6.6,CS,pre
2020-01-19 09:00:00,9,9.2,CS,pre
2020-01-19 10:00:00,10,15.6,CS,pre
2020-01-19 11:00:00,11,29.4,CS,pre
2020-01-19 12:00:00,12,48.8,CS,pre
2020-01-19 13:00:00,13,63.6,CS,pre
2020-01-19 14:00:00,14,77.0,CS,pre
2020-01-19 15:00:00,15,84.8,CS,pre
2020-01-19 16:00:00,16,88.0,CS,pre
2020-01-19 17:00:00,17,85.8,CS,pre
2020-01-19 18:00:00,18,77.0,CS,pre
2020-01-19 19:00:00,19,61.2,CS,pre
2020-01-19 20:00:00,20,47.8,CS,pre
2020-01-19 21:00:00,21,36.4,CS,pre
2020-01-19 22:00:00,22,28.4,CS,pre
2020-01-19 23:00:00,23,23.2,CS,pre
2020-01-20 00:00:00,0,19.6,CS,pre
2020-01-20 01:00:00,1,18.4,CS,pre
2020-01-20 02:00:00,2,15.4,CS,pre
2020-01-20 03:00:00,3,13.6,CS,pre
2020-01-20 04:00:00,4,14.2,CS,pre
2020-01-20 05:00:00,5,13.8,CS,pre
2020-01-20 06:00:00,6,12.6,CS,pre
2020-01-20 07:00:00,7,11.0,CS,pre
2020-01-20 08:00:00,8,10.4,CS,pre
2020-01-20 09:00:00,9,9.6,CS,pre
2020-01-20 10:00:00,10,14.0,CS,pre
2020-01-20 11:00:00,11,27.2,CS,pre
2020-01-20 12:00:00,12,41.2,CS,pre
2020-01-20 13:00:00,13,55.6,CS,pre
2020-01-20 14:00:00,14,64.2,CS,pre
2020-01-20 15:00:00,15,72.0,CS,pre
2020-01-20 16:00:00,16,74.8,CS,pre
2020-01-20 17:00:00,17,73.4,CS,pre
2020-01-20 18:00:00,18,65.2,CS,pre
2020-01-20 19:00:00,19,53.0,CS,pre
2020-01-20 20:00:00,20,42.4,CS,pre
2020-01-20 21:00:00,21,37.8,CS,pre
2020-01-20 22:00:00,22,32.6,CS,pre
2020-01-20 23:00:00,23,30.8,CS,pre
2020-01-21 00:00:00,0,33.8,CS,pre
2020-01-21 01:00:00,1,36.6,CS,pre
2020-01-21 02:00:00,2,37.2,CS,pre
2020-01-21 03:00:00,3,41.6,CS,pre
2020-01-21 04:00:00,4,44.0,CS,pre
2020-01-21 05:00:00,5,42.6,CS,pre
2020-01-21 06:00:00,6,,CS,pre
2020-01-21 07:00:00,7,31.0,CS,pre
2020-01-21 08:00:00,8,23.2,CS,pre
2020-01-21 09:00:00,9,19.2,CS,pre
2020-01-21 10:00:00,10,26.0,CS,pre
2020-01-21 11:00:00,11,34.6,CS,pre
2020-01-21 12:00:00,12,42.0,CS,pre
2020-01-21 13:00:00,13,49.8,CS,pre
2020-01-21 14:00:00,14,51.8,CS,pre
2020-01-21 15:00:00,15,53.6,CS,pre
2020-01-21 16:00:00,16,54.8,CS,pre
2020-01-21 17:00:00,17,52.0,CS,pre
2020-01-21 18:00:00,18,48.2,CS,pre
2020-01-21 19:00:00,19,43.4,CS,pre
2020-01-21 20:00:00,20,41.6,CS,pre
2020-01-21 21:00:00,21,38.0,CS,pre
2020-01-21 22:00:00,22,38.6,CS,pre
2020-01-21 23:00:00,23,37.2,CS,pre
2020-01-22 00:00:00,0,,CS,pre
2020-01-22 01:00:00,1,,CS,pre
2020-01-22 02:00:00,2,,CS,pre
2020-01-22 03:00:00,3,,CS,pre
2020-01-22 04:00:00,4,,CS,pre
2020-01-22 05:00:00,5,36.0,CS,pre
2020-01-22 06:00:00,6,33.6,CS,pre
2020-01-22 07:00:00,7,28.6,CS,pre
2020-01-22 08:00:00,8,21.8,CS,pre
2020-01-22 09:00:00,9,20.4,CS,pre
2020-01-22 10:00:00,10,23.4,CS,pre
2020-01-22 11:00:00,11,36.0,CS,pre
2020-01-22 12:00:00,12,43.4,CS,pre
2020-01-22 13:00:00,13,46.6,CS,pre
2020-01-22 14:00:00,14,50.6,CS,pre
2020-01-22 15:00:00,15,53.6,CS,pre
2020-01-22 16:00:00,16,57.0,CS,pre
2020-01-22 17:00:00,17,59.0,CS,pre
2020-01-22 18:00:00,18,56.8,CS,pre
2020-01-22 19:00:00,19,51.6,CS,pre
2020-01-22 20:00:00,20,46.2,CS,pre
2020-01-22 21:00:00,21,41.2,CS,pre
2020-01-22 22:00:00,22,36.8,CS,pre
2020-01-22 23:00:00,23,35.6,CS,pre
2020-01-23 00:00:00,0,35.4,CS,pre
2020-01-23 01:00:00,1,37.8,CS,pre
2020-01-23 02:00:00,2,38.0,CS,pre
2020-01-23 03:00:00,3,35.8,CS,pre
2020-01-23 04:00:00,4,39.6,CS,pre
2020-01-23 05:00:00,5,39.8,CS,pre
2020-01-23 06:00:00,6,36.2,CS,pre
2020-01-23 07:00:00,7,34.4,CS,pre
2020-01-23 08:00:00,8,26.0,CS,pre
2020-01-23 09:00:00,9,24.6,CS,pre
2020-01-23 10:00:00,10,29.6,CS,pre
2020-01-23 11:00:00,11,36.6,CS,pre
2020-01-23 12:00:00,12,39.4,CS,pre
2020-01-23 13:00:00,13,42.4,CS,pre
2020-01-23 14:00:00,14,44.0,CS,pre
2020-01-23 15:00:00,15,44.8,CS,pre
2020-01-23 16:00:00,16,48.4,CS,pre
2020-01-23 17:00:00,17,49.0,CS,pre
2020-01-23 18:00:00,18,44.4,CS,pre
2020-01-23 19:00:00,19,38.6,CS,pre
2020-01-23 20:00:00,20,35.2,CS,pre
2020-01-23 21:00:00,21,32.4,CS,pre
2020-01-23 22:00:00,22,31.8,CS,pre
2020-01-23 23:00:00,23,30.8,CS,pre
2020-01-24 00:00:00,0,32.2,CS,pre
2020-01-01 00:00:00,0,26.833333333333332,CS,pre
2020-01-01 01:00:00,1,26.150000000000002,CS,pre
2020-01-01 02:00:00,2,25.066666666666666,CS,pre
2020-01-01 03:00:00,3,24.433333333333334,CS,pre
2020-01-01 04:00:00,4,25.016666666666666,CS,pre
2020-01-01 05:00:00,5,23.71666666666667,CS,pre
