Time,Time,value,area,kind,period
2020-02-26 00:00:00,0,74.6,CS,PM2.5,l2
2020-02-26 01:00:00,1,76.6,CS,PM2.5,l2
2020-02-26 02:00:00,2,75.4,CS,PM2.5,l2
2020-02-26 03:00:00,3,73.8,CS,PM2.5,l2
2020-02-26 04:00:00,4,71.8,CS,PM2.5,l2
2020-02-26 05:00:00,5,71.0,CS,PM2.5,l2
2020-02-26 06:00:00,6,70.2,CS,PM2.5,l2
2020-02-26 07:00:00,7,68.4,CS,PM2.5,l2
2020-02-26 08:00:00,8,68.4,CS,PM2.5,l2
2020-02-26 09:00:00,9,69.8,CS,PM2.5,l2
2020-02-26 10:00:00,10,68.6,CS,PM2.5,l2
2020-02-26 11:00:00,11,65.4,CS,PM2.5,l2
2020-02-26 12:00:00,12,63.4,CS,PM2.5,l2
2020-02-26 13:00:00,13,60.8,CS,PM2.5,l2
2020-02-26 14:00:00,14,59.0,CS,PM2.5,l2
2020-02-26 15:00:00,15,57.6,CS,PM2.5,l2
2020-02-26 16:00:00,16,58.4,CS,PM2.5,l2
2020-02-26 17:00:00,17,59.4,CS,PM2.5,l2
2020-02-26 18:00:00,18,57.4,CS,PM2.5,l2
2020-02-26 19:00:00,19,57.0,CS,PM2.5,l2
2020-02-26 20:00:00,20,56.6,CS,PM2.5,l2
2020-02-26 21:00:00,21,56.4,CS,PM2.5,l2
2020-02-26 22:00:00,22,57.4,CS,PM2.5,l2
2020-02-26 23:00:00,23,57.2,CS,PM2.5,l2
2020-02-27 00:00:00,0,56.4,CS,PM2.5,l2
2020-02-27 01:00:00,1,58.6,CS,PM2.5,l2
2020-02-27 02:00:00,2,58.6,CS,PM2.5,l2
2020-02-27 03:00:00,3,59.2,CS,PM2.5,l2
2020-02-27 04:00:00,4,57.4,CS,PM2.5,l2
2020-02-27 05:00:00,5,56.2,CS,PM2.5,l2
2020-02-27 06:00:00,6,55.6,CS,PM2.5,l2
2020-02-27 07:00:00,7,55.4,CS,PM2.5,l2
2020-02-27 08:00:00,8,56.2,CS,PM2.5,l2
2020-02-27 09:00:00,9,56.6,CS,PM2.5,l2
2020-02-27 10:00:00,10,56.8,CS,PM2.5,l2
2020-02-27 11:00:00,11,59.0,CS,PM2.5,l2
2020-02-27 12:00:00,12,58.0,CS,PM2.5,l2
2020-02-27 13:00:00,13,58.0,CS,PM2.5,l2
2020-02-27 14:00:00,14,59.0,CS,PM2.5,l2
2020-02-27 15:00:00,15,57.4,CS,PM2.5,l2
2020-02-27 16:00:00,16,57.6,CS,PM2.5,l2
2020-02-27 17:00:00,17,56.8,CS,PM2.5,l2
2020-02-27 18:00:00,18,56.0,CS,PM2.5,l2
2020-02-27 19:00:00,19,57.2,CS,PM2.5,l2
2020-02-27 20:00:00,20,59.2,CS,PM2.5,l2
2020-02-27 21:00:00,21,58.0,CS,PM2.5,l2
2020-02-27 22:00:00,22,56.2,CS,PM2.5,l2
2020-02-27 23:00:00,23,49.8,CS,PM2.5,l2
2020-02-28 00:00:00,0,38.6,CS,PM2.5,l2
2020-02-28 01:00:00,1,31.8,CS,PM2.5,l2
2020-02-28 02:00:00,2,29.0,CS,PM2.5,l2
2020-02-28 03:00:00,3,27.0,CS,PM2.5,l2
2020-02-28 04:00:00,4,,CS,PM2.5,l2
2020-02-28 05:00:00,5,,CS,PM2.5,l2
2020-02-28 06:00:00,6,,CS,PM2.5,l2
2020-02-28 07:00:00,7,,CS,PM2.5,l2
2020-02-28 08:00:00,8,,CS,PM2.5,l2
2020-02-28 09:00:00,9,,CS,PM2.5,l2
2020-02-28 10:00:00,10,18.4,CS,PM2.5,l2
2020-02-28 11:00:00,11,18.8,CS,PM2.5,l2
2020-02-28 12:00:00,12,20.2,CS,PM2.5,l2
2020-02-28 13:00:00,13,22.2,CS,PM2.5,l2
2020-02-28 14:00:00,14,20.2,CS,PM2.5,l2
2020-02-28 15:00:00,15,18.8,CS,PM2.5,l2
2020-02-28 16:00:00,16,17.0,CS,PM2.5,l2
2020-02-28 17:00:00,17,16.2,CS,PM2.5,l2
2020-02-28 18:00:00,18,16.4,CS,PM2.5,l2
2020-02-28 19:00:00,19,17.0,CS,PM2.5,l2
2020-02-28 20:00:00,20,19.4,CS,PM2.5,l2
2020-02-28 21:00:00,21,21.2,CS,PM2.5,l2
2020-02-28 22:00:00,22,22.4,CS,PM2.5,l2
2020-02-28 23:00:00,23,23.0,CS,PM2.5,l2
2020-02-29 00:00:00,0,23.6,CS,PM2.5,l2
2020-02-29 01:00:00,1,23.6,CS,PM2.5,l2
2020-02-29 02:00:00,2,23.8,CS,PM2.5,l2
2020-02-29 03:00:00,3,23.4,CS,PM2.5,l2
2020-02-29 04:00:00,4,23.6,CS,PM2.5,l2
2020-02-29 05:00:00,5,24.2,CS,PM2.5,l2
2020-02-29 06:00:00,6,25.2,CS,PM2.5,l2
2020-02-29 07:00:00,7,26.0,CS,PM2.5,l2
2020-02-29 08:00:00,8,26.8,CS,PM2.5,l2
2020-02-29 09:00:00,9,29.4,CS,PM2.5,l2
