Time,Time,value,area,kind,period
2020-04-01 00:00:00,0,52.4,CS,PM10,l3
2020-04-01 01:00:00,1,55.2,CS,PM10,l3
2020-04-01 02:00:00,2,53.4,CS,PM10,l3
2020-04-01 03:00:00,3,52.4,CS,PM10,l3
2020-04-01 04:00:00,4,54.8,CS,PM10,l3
2020-04-01 05:00:00,5,55.0,CS,PM10,l3
2020-04-01 06:00:00,6,56.4,CS,PM10,l3
2020-04-01 07:00:00,7,57.6,CS,PM10,l3
2020-04-01 08:00:00,8,60.4,CS,PM10,l3
2020-04-01 09:00:00,9,62.4,CS,PM10,l3
2020-04-01 10:00:00,10,60.8,CS,PM10,l3
2020-04-01 11:00:00,11,55.2,CS,PM10,l3
2020-04-01 12:00:00,12,47.6,CS,PM10,l3
2020-04-01 13:00:00,13,40.6,CS,PM10,l3
2020-04-01 14:00:00,14,36.4,CS,PM10,l3
2020-04-01 15:00:00,15,37.6,CS,PM10,l3
2020-04-01 16:00:00,16,39.4,CS,PM10,l3
2020-04-01 17:00:00,17,41.4,CS,PM10,l3
2020-04-01 18:00:00,18,43.8,CS,PM10,l3
2020-04-01 19:00:00,19,49.2,CS,PM10,l3
2020-04-01 20:00:00,20,54.6,CS,PM10,l3
2020-04-01 21:00:00,21,57.8,CS,PM10,l3
2020-04-01 22:00:00,22,56.4,CS,PM10,l3
2020-04-01 23:00:00,23,58.0,CS,PM10,l3
2020-04-02 00:00:00,0,63.8,CS,PM10,l3
2020-04-02 01:00:00,1,64.0,CS,PM10,l3
2020-04-02 02:00:00,2,59.4,CS,PM10,l3
2020-04-02 03:00:00,3,56.6,CS,PM10,l3
2020-04-02 04:00:00,4,53.0,CS,PM10,l3
2020-04-02 05:00:00,5,56.4,CS,PM10,l3
2020-04-02 06:00:00,6,60.8,CS,PM10,l3
2020-04-02 07:00:00,7,59.2,CS,PM10,l3
2020-04-02 08:00:00,8,55.0,CS,PM10,l3
2020-04-02 09:00:00,9,54.2,CS,PM10,l3
2020-04-02 10:00:00,10,53.0,CS,PM10,l3
2020-04-02 11:00:00,11,52.4,CS,PM10,l3
2020-04-02 12:00:00,12,51.8,CS,PM10,l3
2020-04-02 13:00:00,13,50.8,CS,PM10,l3
2020-04-02 14:00:00,14,52.2,CS,PM10,l3
2020-04-02 15:00:00,15,50.6,CS,PM10,l3
2020-04-02 16:00:00,16,51.4,CS,PM10,l3
2020-04-02 17:00:00,17,52.6,CS,PM10,l3
2020-04-02 18:00:00,18,54.8,CS,PM10,l3
2020-04-02 19:00:00,19,66.4,CS,PM10,l3
2020-04-02 20:00:00,20,51.4,CS,PM10,l3
2020-04-02 21:00:00,21,49.6,CS,PM10,l3
2020-04-02 22:00:00,22,48.4,CS,PM10,l3
2020-04-02 23:00:00,23,51.8,CS,PM10,l3
2020-04-03 00:00:00,0,52.2,CS,PM10,l3
2020-04-03 01:00:00,1,56.0,CS,PM10,l3
2020-04-03 02:00:00,2,53.2,CS,PM10,l3
2020-04-03 03:00:00,3,52.2,CS,PM10,l3
2020-04-03 04:00:00,4,51.4,CS,PM10,l3
2020-04-03 05:00:00,5,47.4,CS,PM10,l3
2020-04-03 06:00:00,6,48.2,CS,PM10,l3
2020-04-03 07:00:00,7,48.4,CS,PM10,l3
2020-04-03 08:00:00,8,50.6,CS,PM10,l3
2020-04-03 09:00:00,9,51.6,CS,PM10,l3
2020-04-03 10:00:00,10,53.4,CS,PM10,l3
2020-04-03 11:00:00,11,52.6,CS,PM10,l3
2020-04-03 12:00:00,12,49.6,CS,PM10,l3
2020-04-03 13:00:00,13,48.0,CS,PM10,l3
2020-04-03 14:00:00,14,48.6,CS,PM10,l3
2020-04-03 15:00:00,15,44.6,CS,PM10,l3
2020-04-03 16:00:00,16,45.0,CS,PM10,l3
2020-04-03 17:00:00,17,47.0,CS,PM10,l3
2020-04-03 18:00:00,18,48.8,CS,PM10,l3
2020-04-03 19:00:00,19,47.4,CS,PM10,l3
2020-04-03 20:00:00,20,49.0,CS,PM10,l3
2020-04-03 21:00:00,21,49.6,CS,PM10,l3
2020-04-03 22:00:00,22,53.0,CS,PM10,l3
2020-04-03 23:00:00,23,54.8,CS,PM10,l3
2020-04-04 00:00:00,0,57.8,CS,PM10,l3
2020-04-04 01:00:00,1,57.2,CS,PM10,l3
2020-04-04 02:00:00,2,56.6,CS,PM10,l3
2020-04-04 03:00:00,3,56.2,CS,PM10,l3
2020-04-04 04:00:00,4,59.0,CS,PM10,l3
2020-04-04 05:00:00,5,64.6,CS,PM10,l3
2020-04-04 06:00:00,6,66.2,CS,PM10,l3
2020-04-04 07:00:00,7,68.2,CS,PM10,l3
2020-04-04 08:00:00,8,69.6,CS,PM10,l3
2020-04-04 09:00:00,9,65.6,CS,PM10,l3
2020-04-04 10:00:00,10,66.8,CS,PM10,l3
2020-04-04 11:00:00,11,67.8,CS,PM10,l3
2020-04-04 12:00:00,12,66.0,CS,PM10,l3
2020-04-04 13:00:00,13,66.0,CS,PM10,l3
2020-04-04 14:00:00,14,62.2,CS,PM10,l3
2020-04-04 15:00:00,15,54.6,CS,PM10,l3
2020-04-04 16:00:00,16,51.2,CS,PM10,l3
2020-04-04 17:00:00,17,49.0,CS,PM10,l3
2020-04-04 18:00:00,18,52.0,CS,PM10,l3
2020-04-04 19:00:00,19,51.4,CS,PM10,l3
2020-04-04 20:00:00,20,53.0,CS,PM10,l3
2020-04-04 21:00:00,21,54.4,CS,PM10,l3
2020-04-04 22:00:00,22,61.2,CS,PM10,l3
2020-04-04 23:00:00,23,66.0,CS,PM10,l3
2020-04-05 00:00:00,0,67.0,CS,PM10,l3
2020-04-05 01:00:00,1,70.8,CS,PM10,l3
2020-04-05 02:00:00,2,67.4,CS,PM10,l3
2020-04-05 03:00:00,3,62.8,CS,PM10,l3
2020-04-05 04:00:00,4,61.8,CS,PM10,l3
2020-04-05 05:00:00,5,60.2,CS,PM10,l3
2020-04-05 06:00:00,6,61.6,CS,PM10,l3
2020-04-05 07:00:00,7,60.6,CS,PM10,l3
2020-04-05 08:00:00,8,62.2,CS,PM10,l3
2020-04-05 09:00:00,9,60.6,CS,PM10,l3
2020-04-05 10:00:00,10,61.0,CS,PM10,l3
2020-04-05 11:00:00,11,62.6,CS,PM10,l3
2020-04-05 12:00:00,12,62.4,CS,PM10,l3
2020-04-05 13:00:00,13,60.8,CS,PM10,l3
2020-04-05 14:00:00,14,60.2,CS,PM10,l3
2020-04-05 15:00:00,15,54.8,CS,PM10,l3
2020-04-05 16:00:00,16,50.8,CS,PM10,l3
2020-04-05 17:00:00,17,55.0,CS,PM10,l3
2020-04-05 18:00:00,18,60.4,CS,PM10,l3
2020-04-05 19:00:00,19,60.6,CS,PM10,l3
2020-04-05 20:00:00,20,61.4,CS,PM10,l3
2020-04-05 21:00:00,21,65.8,CS,PM10,l3
2020-04-05 22:00:00,22,69.8,CS,PM10,l3
