day,area,period,PM2.5,PM10,SO2,CO,NO2,O3
2020-01-21,MG,pre,59.285714285714285,81.06122448979592,32.12244897959184,1.6957142857142864,47.73469387755102,74.53061224489797
2020-01-22,MG,pre,87.28571428571429,103.24489795918366,36.36734693877551,1.713469387755102,52.83673469387755,75.63265306122449
2020-01-23,MG,pre,90.51020408163265,108.06122448979592,25.12244897959184,1.5748979591836736,51.428571428571416,69.06122448979592
2020-01-24,MG,pre,76.77551020408163,92.6938775510204,19.836734693877553,1.3946938775510205,40.408163265306115,31.22448979591837
2020-01-01,NCP,pre,62.1,84.1,14.35073367859385,0.8025,53.11132961514318,32.65
2020-01-02,NCP,pre,96.0,128.65,19.69351851851852,1.147,69.2842625790719,22.852546296296307
2020-01-03,NCP,pre,140.29587101536254,175.6075547294827,22.2,1.7005613660899677,98.87961087484393,36.75
2020-01-04,NCP,pre,168.6,203.0,24.7,1.9189999999999998,95.57154769665362,39.7
2020-01-05,NCP,pre,193.7,228.3,19.65,1.6166622271717612,82.12957095086333,24.1
2020-01-06,NCP,pre,73.25,75.35,9.8,1.4085,51.29383597021309,23.5
2020-01-07,NCP,pre,77.35,70.65,12.540972222222221,1.345,49.75291815842663,46.38125
2020-01-08,NCP,pre,68.7,76.45,10.17778170119272,0.9335,50.67798011389113,36.25
2020-01-09,NCP,pre,106.5,123.35,13.453935185185184,1.3785,70.6185248132282,40.4
2020-01-10,NCP,pre,93.2,105.05,14.32769930947897,1.3335,66.51495480743363,41.3
2020-01-11,NCP,pre,118.2,136.8,15.15,1.5539999999999998,54.46821736408601,44.08125
2020-01-12,NCP,pre,94.3,108.3,11.3125,1.1515,58.718393529728274,35.85
2020-01-13,NCP,pre,119.8,145.45,11.364120370370367,1.315,60.20104927636707,50.81875
2020-01-14,NCP,pre,110.1875,128.9,15.55,1.1785,58.281043050640505,57.85
2020-01-15,NCP,pre,125.55,126.45,15.21501098556184,1.2399999999999998,57.26927345253616,47.2
2020-01-16,NCP,pre,134.85,132.55,13.670833333333334,1.422,60.22111012810165,31.773611111111116
2020-01-17,NCP,pre,191.2847334319792,205.72903689217247,16.203703703703695,1.659020338810593,68.77619651221346,47.75
2020-01-18,NCP,pre,192.16449149955506,207.57911958568738,12.89005021971124,1.903204393534902,61.60832561584681,49.6
2020-01-19,NCP,pre,142.95,153.68502044487215,11.6,1.448,62.929013394797295,72.08223012078945
2020-01-20,NCP,pre,61.71064814814815,93.14444444444445,14.4,0.9456736111111109,52.815680552968686,64.09686376868581
2020-01-21,NCP,pre,91.45,103.4,14.15,1.1275,54.99671886101971,49.75
2020-01-22,NCP,pre,126.475,120.55,12.18125,1.256561720490746,63.50461760069811,61.05
2020-01-23,NCP,pre,142.85,145.5,11.55,1.559,62.92849196864027,66.65
2020-01-24,NCP,pre,144.358388692287,140.5136243817388,6.506944444444443,1.034,21.469887316073756,40.011407134924085
2020-01-01,NEC,pre,143.04166666666666,188.85984848484847,51.66287878787879,2.4471212121212123,65.75378787878788,38.5
2020-01-02,NEC,pre,179.88636363636363,224.20833333333331,73.45833333333333,3.479469696969697,95.9090909090909,35.25
2020-01-03,NEC,pre,177.02272727272728,219.45454545454544,76.89015151515152,4.15310606060606,100.56439393939394,34.25
2020-01-04,NEC,pre,202.79386608015642,240.08333333333334,40.458333333333336,3.8598106060606057,91.73863636363636,42.00757575757576
2020-01-05,NEC,pre,192.29692082111438,245.875,61.00317693059629,2.6912499999999997,82.70075757575758,51.75
2020-01-06,NEC,pre,105.0,126.95833333333334,78.29166666666666,2.3095833333333333,65.14772727272728,34.0
2020-01-07,NEC,pre,127.4659090909091,131.87878787878788,25.541666666666664,1.1101136363636364,51.333333333333336,69.0
2020-01-08,NEC,pre,54.901515151515156,63.3219696969697,15.916666666666666,0.5239393939393939,42.08333333333333,51.291666666666664
2020-01-09,NEC,pre,110.58333333333333,129.95833333333331,31.984848484848484,1.614090909090909,76.4659090909091,48.0
2020-01-10,NEC,pre,116.8580156402737,145.18230694037146,57.58333333333333,2.5636742424242422,84.97348484848484,49.0
2020-01-11,NEC,pre,113.5,114.92179863147605,25.484848484848484,1.4656818181818183,75.46615347018573,43.958333333333336
2020-01-12,NEC,pre,120.79924242424242,149.16666666666669,27.375,1.2702272727272725,58.1780303030303,46.5
2020-01-13,NEC,pre,112.5,116.83333333333333,37.04166666666667,1.873560606060606,57.72348484848485,46.0
2020-01-14,NEC,pre,157.0909090909091,155.8030303030303,43.75,1.5133333333333332,77.0530303030303,42.666666666666664
2020-01-15,NEC,pre,152.72617302052785,194.75757575757575,57.432184750733136,2.6295833333333336,71.625,44.15530303030303
2020-01-16,NEC,pre,153.91666666666669,181.75,34.666666666666664,2.7616666666666667,76.4469696969697,50.25
2020-01-17,NEC,pre,137.2310606060606,179.72348484848484,61.0,2.249090909090909,85.32954545454545,55.0
2020-01-18,NEC,pre,162.28995601173023,216.66287878787878,66.625,2.923598484848485,96.17045454545455,56.78409090909091
2020-01-19,NEC,pre,146.0,196.0,35.0,2.95,82.68633919843597,68.25
2020-01-20,NEC,pre,149.0,148.0,29.0,1.75,60.0,70.5
2020-01-21,NEC,pre,69.25,76.04166666666667,40.95833333333333,1.6854166666666668,59.63636363636364,64.75
2020-01-22,NEC,pre,107.53787878787878,136.41666666666669,25.636363636363637,1.096780303030303,59.196969696969695,53.0
2020-01-23,NEC,pre,141.87878787878788,194.97348484848484,31.59469696969697,1.527840909090909,60.50757575757576,75.0
2020-01-24,NEC,pre,30.147727272727273,42.628787878787875,9.571969696969697,0.5214772727272727,31.74621212121212,20.083333333333336
2020-01-01,NW,pre,40.875,73.25,57.0375,1.7043750000000004,62.89166666666667,39.34583333333333
2020-01-02,NW,pre,60.825,112.125,33.358333333333334,1.7086666666666666,69.35416666666667,45.2875
2020-01-03,NW,pre,124.80416666666666,199.5,73.575,2.4527083333333337,111.45416666666668,46.35
2020-01-04,NW,pre,87.625,140.625,45.858333333333334,1.8894583333333335,89.90416666666667,47.67083333333333
2020-01-05,NW,pre,51.75,67.96666666666667,21.375,0.7219583333333333,44.62083333333334,42.44583333333333
2020-01-06,NW,pre,56.75,43.67916666666666,14.25,0.8043749999999997,48.7625,50.625
2020-01-07,NW,pre,52.5,81.075,32.74583333333334,0.8500000000000001,41.0,49.5
2020-01-08,NW,pre,61.5,79.25,23.875,0.9950416666666666,63.27916666666667,43.5
2020-01-09,NW,pre,59.5,78.625,21.625,0.6227083333333332,40.95,45.17083333333333
2020-01-10,NW,pre,102.625,123.5,26.25,1.26125,35.27083333333333,53.375
2020-01-11,NW,pre,136.5,169.0,58.5,1.17,76.9375,57.0
2020-01-12,NW,pre,142.72916666666666,156.7625,37.0,1.352166666666667,77.0,55.575
2020-01-13,NW,pre,98.0,113.875,29.125,0.6607083333333329,47.30833333333334,49.5
2020-01-14,NW,pre,42.625,51.4375,25.75,1.07,46.34583333333333,55.5
2020-01-15,NW,pre,125.125,178.0,25.0,1.4025,65.59583333333333,44.08333333333334
2020-01-16,NW,pre,87.5,122.375,33.375,1.377625,77.0,56.40416666666667
2020-01-17,NW,pre,116.85416666666666,150.7125,48.75,1.8360000000000003,87.11666666666667,63.0
2020-01-18,NW,pre,82.5,109.0,51.375,1.1484583333333331,74.74166666666667,72.0
2020-01-19,NW,pre,32.7125,80.75,46.5,1.315,43.45833333333333,60.5
2020-01-20,NW,pre,31.549999999999997,66.75,30.5,1.51125,67.78333333333333,61.99166666666666
2020-01-21,NW,pre,57.125,85.0,45.625,1.2557916666666666,80.17083333333333,88.0
2020-01-22,NW,pre,87.82916666666668,124.5,46.858333333333334,1.7931249999999999,79.22916666666667,71.0
2020-01-23,NW,pre,57.5,77.5,22.516666666666666,0.8334166666666666,66.02083333333333,67.5
2020-01-24,NW,pre,37.25,46.65833333333332,2.5,0.6585416666666664,20.5,34.75
2020-01-01,SC,pre,57.42481884057971,66.8787784679089,16.68431868721724,0.8406338087569972,48.79658960202438,58.50631757533932
2020-01-02,SC,pre,69.39923318763898,71.67948393528104,7.659207499424891,0.8277613584080976,80.00497565370753,94.0
2020-01-03,SC,pre,78.65185951997546,93.14445115405262,9.795575492676942,0.9130229756153669,104.30899662602562,155.0
2020-01-04,SC,pre,152.01724656851468,154.2086525189786,13.672932482171612,0.8470422417759375,95.46017560003067,231.1977714515758
2020-01-05,SC,pre,121.07165190552871,116.12757936507936,7.890074572502108,0.629946284794111,69.47789471666283,123.86893834828618
2020-01-06,SC,pre,43.46113315696649,62.14664711295146,7.320479641131815,0.5838086803159266,65.14393834828617,133.6960998006288
2020-01-07,SC,pre,57.72214745801702,86.61123955218159,9.27994785675945,1.0597729947856755,118.7693706387547,135.96308181887892
2020-01-08,SC,pre,61.87116306264857,89.52166628326049,17.91705390690898,0.9586437102216089,111.08751821179358,133.0
2020-01-09,SC,pre,39.66492504409171,77.14011770569742,9.109166283260487,1.0281621808143546,85.85405164481251,123.0
2020-01-10,SC,pre,65.96629859673338,83.02380856529408,7.065590253814891,0.7904539049919483,102.29175389157272,133.73664692124837
2020-01-11,SC,pre,100.42701000690131,93.87412775093935,11.231907062341845,1.0443055747258645,82.41514071006824,91.2227733686067
2020-01-12,SC,pre,25.551595928226362,46.67368970937812,11.83287803849398,1.0287580227743272,42.21872459934053,100.96511483015107
2020-01-13,SC,pre,45.59479621961506,62.15742561920098,20.77101832681543,0.9957261137949542,74.92052948393528,98.81764531094241
2020-01-14,SC,pre,59.10650352733686,85.43137508626639,8.405572808833679,1.0454835806303198,82.74091710758377,158.0
2020-01-15,SC,pre,52.56969269994632,76.50972989034584,7.32810367303121,0.8918420558239399,68.96785714285714,118.4941818112108
2020-01-16,SC,pre,53.15462196150602,65.90459991565065,6.345111571198528,1.0048048845947397,47.656835173683,164.04235679779157
2020-01-17,SC,pre,21.282212828770806,34.25036423587148,9.50917682693045,1.1920942316540144,41.98137221072004,83.23004754236638
2020-01-18,SC,pre,35.73416053216778,42.08789107430412,17.405963883137797,0.9071283164634615,32.669134843953685,85.36600816655164
2020-01-19,SC,pre,49.44662890115789,54.757765892186185,20.298914960509165,0.8768169714745802,27.71380549804463,34.63912372517446
2020-01-20,SC,pre,35.84385208189556,42.6496242619431,18.394339007744804,0.8166838528487079,42.09825358484779,99.64642952994403
2020-01-21,SC,pre,44.41558737826854,48.32016045548653,6.304423548807607,0.8477488977072312,41.27962196150601,108.91059830534466
2020-01-22,SC,pre,51.49852005214324,43.03418737060041,6.447910436316233,0.834472701479948,39.05020703933748,142.75483858599802
2020-01-23,SC,pre,65.44790947780078,55.0,15.235364427574572,0.7665844356261023,37.58142492906985,106.61772486772486
2020-01-24,SC,pre,19.529156122996703,17.370484433709073,9.27719787592976,0.40771486082355646,32.89911433172303,31.102253469825936
2020-01-01,TP,pre,60.921052631578945,87.1842105263158,32.81578947368421,2.619473684210526,63.578947368421055,60.0
2020-01-02,TP,pre,75.60526315789474,87.10526315789474,44.89473684210526,2.757631578947368,47.63157894736842,57.28947368421052
2020-01-03,TP,pre,69.71052631578948,90.84210526315789,27.973684210526315,2.9568421052631577,46.60526315789473,62.5
2020-01-04,TP,pre,48.5,68.28947368421052,32.184210526315795,2.6078947368421055,47.44736842105263,50.5
2020-01-05,TP,pre,32.18421052631579,41.5,13.368421052631579,1.1294736842105264,29.94736842105263,39.0
2020-01-06,TP,pre,25.657894736842106,31.526315789473685,5.026315789473684,0.9731578947368421,46.84210526315789,51.0
2020-01-07,TP,pre,50.526315789473685,74.52631578947368,15.0,2.108421052631579,60.578947368421055,63.5
2020-01-08,TP,pre,64.15789473684211,88.42105263157896,26.5,3.4868421052631575,48.55263157894737,76.60526315789473
2020-01-09,TP,pre,33.36842105263158,48.631578947368425,9.157894736842106,0.5465789473684213,34.65789473684211,51.5
2020-01-10,TP,pre,28.0,24.5,8.052631578947368,1.0915789473684212,37.131578947368425,50.0
2020-01-11,TP,pre,79.63157894736842,80.42105263157896,21.5,2.591842105263158,53.18421052631579,64.5
2020-01-12,TP,pre,46.44736842105263,70.1842105263158,10.0,1.6134210526315789,46.89473684210526,75.34210526315788
2020-01-13,TP,pre,61.71052631578948,75.97368421052632,28.5,1.5494736842105263,60.10526315789473,64.0
2020-01-14,TP,pre,76.3157894736842,82.44736842105263,27.578947368421055,2.683157894736842,50.23684210526316,79.5
2020-01-15,TP,pre,49.44736842105263,56.65789473684211,10.0,1.4847368421052631,42.8421052631579,55.421052631578945
2020-01-16,TP,pre,76.28947368421052,92.55263157894737,31.0,1.6442105263157893,44.526315789473685,64.5
2020-01-17,TP,pre,70.0,123.42105263157896,18.5,2.076315789473684,37.81578947368421,67.0
2020-01-18,TP,pre,46.31578947368421,52.92105263157895,10.55263157894737,1.4602631578947367,42.5,66.39473684210527
2020-01-19,TP,pre,33.84210526315789,90.68421052631578,12.0,1.760526315789474,29.394736842105264,43.5
2020-01-20,TP,pre,47.05263157894737,49.34210526315789,28.5,1.2973684210526317,38.6578947368421,50.0
2020-01-21,TP,pre,53.526315789473685,69.23684210526315,30.0,2.3431578947368426,53.73684210526316,66.0
2020-01-22,TP,pre,41.94736842105263,65.65789473684211,31.36842105263158,2.561315789473684,38.3421052631579,60.5
2020-01-23,TP,pre,37.05263157894737,57.68421052631579,18.5,0.7073684210526316,29.026315789473685,55.0
2020-01-24,TP,pre,1.736842105263161,6.631578947368425,2.789473684210524,0.007894736842105288,2.6315789473684195,14.78947368421052
2020-01-01,YR,pre,29.758542250233425,52.989737621900616,7.827287484438219,0.6125345662802159,51.92836471625687,54.3934172048449
2020-01-02,YR,pre,52.918280163917416,83.89519429531072,7.515514835563855,0.7783679625090778,69.77180925147837,19.13508510348584
2020-01-03,YR,pre,60.03964882249196,95.28370347676108,8.725854309316318,0.8512971547878411,58.66641278270568,19.94566928623301
2020-01-04,YR,pre,78.23722984101047,93.80290146151053,6.826222118477021,0.9809529755420687,70.56889073685029,30.517740299823636
2020-01-05,YR,pre,81.52048948283017,97.59503413865546,7.619411181139123,0.9425362420894283,56.81359360410831,50.45865050186741
2020-01-06,YR,pre,43.55851034858388,68.20781240273887,6.1437301587301585,1.2774170816474737,64.55269880174292,53.245231286959225
2020-01-07,YR,pre,44.09612654320988,65.46855281927586,9.91821827342048,1.4835962570676418,47.644851352578065,26.13791147940658
2020-01-08,YR,pre,47.27809416822284,63.54161314062662,13.856327484697582,1.1996249805477746,51.383074878099386,51.12165000259363
2020-01-09,YR,pre,42.87716785325241,57.66323944392572,7.939772603485839,0.8294485047722793,58.17280916070132,26.391347617750803
2020-01-10,YR,pre,30.65627408833904,38.8134871031746,7.3609561417159455,0.7323919775780683,50.442484405799355,27.313139945793132
2020-01-11,YR,pre,53.47032387955182,54.80064600840335,4.683850276221601,0.9066569382845732,47.0774909871356,49.14758831310302
2020-01-12,YR,pre,100.9035014329806,126.40229909093267,7.071355690424318,1.3603613318938685,69.16358831958709,81.60662931839403
2020-01-13,YR,pre,121.6276220302936,155.1006443873846,8.902296010996992,1.45799144426289,86.88639300627659,62.78659563362382
2020-01-14,YR,pre,133.67271624390497,164.41548367958293,12.37292422061417,1.5916812636165578,83.86164494501504,67.46083193925719
2020-01-15,YR,pre,101.32836643453678,127.68484561417159,9.143637793080195,1.033892501815541,66.09445890393194,30.474768291575895
2020-01-16,YR,pre,27.764705882352946,29.835504201680667,5.059119916485113,0.6060655575656189,44.85524383364457,43.3943065605872
2020-01-17,YR,pre,42.00348146202926,50.92069139692914,11.767100548552753,0.7213835965867829,40.34149503319846,44.80741914358336
2020-01-18,YR,pre,57.31357797748729,67.52108209487498,4.588349835304492,0.7399381441928622,40.142648128695924,50.649864742193174
2020-01-19,YR,pre,64.11636982570806,85.12716658885776,6.337654223726528,1.151658644244735,70.65805335097002,83.18097497795415
2020-01-20,YR,pre,104.55728271864301,131.23114738951136,10.980620817771554,1.246434215815956,78.35566409897292,120.18769176652143
2020-01-21,YR,pre,103.35204342385103,127.40588264472456,8.080431093733788,1.1298795404735968,72.22062230910883,93.61996735268181
2020-01-22,YR,pre,78.88035882871667,93.0217804297645,5.125734742971263,1.0261774675147837,46.860370240688866,45.10853842462911
2020-01-23,YR,pre,31.29276393427741,38.066806722689066,3.8921078107168796,0.9511396734619774,26.878023426963377,63.133372270204376
2020-01-24,YR,pre,21.06702309627555,25.213987349569457,3.260370759414877,0.3657309903127918,7.0,62.77982781538542
2020-01-24,CS,l1,54.90191136869219,61.90357475054964,10.335242425425074,0.7337647361094849,20.769152876972512,51.42688079720043
2020-01-25,CS,l1,41.98104274805188,47.51225217577957,8.3937895965864,0.7855869482496194,13.409817839441128,44.545259467405586
2020-01-26,CS,l1,37.75390306885741,42.89241924572975,5.265447547125629,0.5689832686128348,14.245810242100195,57.14316954819239
2020-01-27,CS,l1,35.498104567510964,38.95,7.709113882059087,0.6570714641142724,14.02664777088293,57.5094662672859
2020-01-28,CS,l1,39.226409703521576,42.864167609829714,4.861627086341699,0.6177597991387946,22.0282330978678,67.2580736382677
2020-01-29,CS,l1,43.02704861517647,43.39476869739427,8.29532939156227,0.6998115251271643,25.645060915323473,79.77700828682563
2020-01-30,CS,l1,43.6224222378332,47.45377200171721,7.007524327101954,0.6770279566535273,26.04464202084065,80.47734197140589
2020-01-31,CS,l1,47.16047463867099,49.082197960166,7.335804420507618,0.7579272772509075,24.387320799021712,80.06697124328403
2020-02-01,CS,l1,42.62205749391823,46.3871113517803,7.251997229052024,0.7230744610961505,25.257118604378878,69.32149712497886
2020-02-02,CS,l1,52.45122920162874,51.533759870689096,8.849071634859307,0.6914648070093276,23.743848462969467,58.26142788380231
2020-02-03,CS,l1,47.07632303009015,44.39009630019904,6.237441458845568,0.6504801236519273,26.257364639841807,72.77933838738633
2020-02-04,CS,l1,45.48158620510219,45.68124438980603,8.544748207990216,0.7120018538032237,26.302839571218566,89.40145751213102
2020-02-05,CS,l1,53.83300680378306,56.198381824922926,8.098091070522578,0.8131110704575317,28.517920910900365,80.54500367508358
2020-02-06,CS,l1,50.182726294084745,55.114632686778805,6.813014999544681,0.7181192824805839,14.099994633727512,52.28607175844619
2020-02-07,CS,l1,29.433333333333334,31.383333333333333,9.811513093704875,0.5124047828123172,14.326606792074829,49.02038500565898
2020-02-08,CS,l1,43.07980671662179,48.9359535378371,5.727480681419038,0.616456964120777,21.30317683331382,54.77585990451287
2020-02-09,CS,l1,45.792126702571906,53.82554638410803,4.99767494048316,0.6533844267520067,19.745238815387218,62.69254299522564
2020-02-10,CS,l1,38.37212058827355,41.93084923701362,9.004976648583956,0.7548272629408473,21.09487748637292,60.22294748207991
2020-02-11,CS,l1,38.42950945764873,40.5572981305858,5.073137903446122,0.8052714358193811,21.61964820018473,62.24454038689199
2020-02-12,CS,l1,41.433502777452546,44.97348280841432,6.598444106206664,0.8242350573703313,26.952024385643107,75.57894372243688
2020-02-13,CS,l1,44.68317023117251,45.01803669229468,8.37077430433595,0.8491476977064876,26.113891165489342,82.80337457232434
2020-02-14,CS,l1,40.98461538461538,47.723504436118596,7.560829950955522,0.8253408688808235,23.210217870663076,78.71446259220231
2020-02-15,CS,l1,37.79294871794872,52.61025641025641,4.783151205297324,0.6105846375001627,9.193603240578128,54.270534448217106
2020-02-16,CS,l1,25.1,37.69102564102565,5.397644531605719,0.44896747551028376,17.03907914764079,79.21678326113258
2020-02-17,CS,l1,27.669819758290075,40.61802400837789,5.8421067010108105,0.49128042026044316,20.181634989397544,74.43631551730867
2020-02-18,CS,l1,38.6719526076832,47.745359475211075,9.495791216225006,0.622396663479426,23.10598810964108,78.352494991479
2020-02-19,CS,l1,46.33363059230639,54.54787772053754,7.954433354147967,0.6978264271032537,27.451068538682694,79.32613521055302
2020-02-20,CS,l1,44.078599467925955,48.628810703924856,7.772084975737943,0.7758742275819903,26.603319446070586,83.1699355396844
2020-02-21,CS,l1,55.91385717909691,61.92739677243101,4.894334842394203,0.6807210400161314,25.866953518323385,81.46796546722345
2020-02-22,CS,l1,46.90567832936554,58.8689224524841,7.61379668657066,0.7291264212491382,29.305539294123765,75.5551034877519
2020-02-23,CS,l1,52.47163437146314,67.46059350973735,10.940797493137676,0.7846674358323902,27.408541804888834,81.44184570503063
2020-02-24,CS,l1,45.35642310294136,60.785735634651154,8.155943553317982,0.757833813045571,30.23239813839129,86.72292000026019
2020-02-25,CS,l1,54.38060694167999,67.79685894183612,7.240167850498899,0.8771767942863834,33.21977666549584,83.43365839935475
2020-02-26,CS,l1,58.55087128751511,61.559809220882286,4.72574347266128,0.7540320415251922,21.674263519754387,32.87737319335493
2020-01-24,MG,l1,219.46938775510202,263.53061224489795,70.48979591836735,1.7879591836734696,54.12244897959184,83.0204081632653
2020-01-25,MG,l1,487.1836734693878,540.4897959183673,197.36734693877554,2.3389795918367353,69.81632653061226,88.85714285714286
2020-01-26,MG,l1,130.3469387755102,140.06122448979593,34.22448979591837,1.6026530612244898,50.42857142857143,86.0408163265306
2020-01-27,MG,l1,111.06122448979593,128.9591836734694,34.38775510204082,1.793061224489796,45.897959183673464,74.34693877551021
2020-01-28,MG,l1,106.93877551020408,118.9387755102041,29.3469387755102,1.7334693877551017,35.83673469387755,73.48979591836735
2020-01-29,MG,l1,78.9183673469388,90.3469387755102,30.918367346938776,1.1687755102040815,28.3469387755102,68.6734693877551
2020-01-30,MG,l1,70.6530612244898,87.34693877551021,28.428571428571427,1.3693877551020408,32.24489795918367,75.55102040816327
2020-01-31,MG,l1,90.44897959183673,113.28571428571429,48.51020408163265,1.711020408163265,34.40816326530612,75.26530612244898
2020-02-01,MG,l1,62.897959183673464,87.59183673469389,27.0,1.2881632653061224,32.30612244897959,66.10204081632652
2020-02-02,MG,l1,65.53061224489795,80.30612244897958,21.142857142857142,1.456734693877551,30.83673469387755,68.06122448979592
2020-02-03,MG,l1,35.3265306122449,43.163265306122454,33.755102040816325,0.9804081632653063,27.755102040816325,70.6938775510204
2020-02-04,MG,l1,34.6530612244898,46.12244897959184,19.979591836734695,1.0518367346938775,23.30612244897959,70.44897959183673
2020-02-05,MG,l1,32.6734693877551,44.3469387755102,25.489795918367342,1.0157142857142858,31.30612244897959,71.71428571428572
2020-02-06,MG,l1,65.3061224489796,78.30612244897958,34.83673469387755,1.4069387755102039,35.755102040816325,83.26530612244898
2020-02-07,MG,l1,58.12244897959183,69.77551020408164,36.57142857142857,1.2334693877551024,33.48979591836735,81.22448979591837
