kind,area,period,hour,value
O3,NW,l2,11,49.72504433
O3,NW,l2,12,62.88512545
O3,NW,l2,13,73.95332447
O3,NW,l2,14,81.72708333
O3,NW,l2,15,86.02594086
O3,NW,l2,16,87.84746377
O3,NW,l2,17,87.59162326
O3,NW,l2,18,84.7642663
O3,NW,l2,19,78.11816123
O3,NW,l2,20,66.62857143
O3,NW,l2,21,56.40707885
O3,NW,l2,22,48.50296986
O3,NW,l2,23,43.44688596
O3,NW,l3,0,46.35958333
O3,NW,l3,1,41.98802083
O3,NW,l3,2,40.27691667
O3,NW,l3,3,38.82682292
O3,NW,l3,4,37.79513889
O3,NW,l3,5,36.10243056
O3,NW,l3,6,34.9212585
O3,NW,l3,7,33.22763605
O3,NW,l3,8,32.6127551
O3,NW,l3,9,36.38460884
O3,NW,l3,10,45.36930272
O3,NW,l3,11,59.36694444
O3,NW,l3,12,73.31760204
O3,NW,l3,13,85.52182971
O3,NW,l3,14,92.96186594
O3,NW,l3,15,96.62828014
O3,NW,l3,16,98.17891156
O3,NW,l3,17,97.80178571
O3,NW,l3,18,96.00316667
O3,NW,l3,19,90.60483333
O3,NW,l3,20,80.66568627
O3,NW,l3,21,66.43005319
O3,NW,l3,22,55.21721014
O3,NW,l3,23,48.20434783
O3,NW,pre,0,21.94210859
O3,NW,pre,1,21.24603175
O3,NW,pre,2,20.78452381
O3,NW,pre,3,20.5936849
O3,NW,pre,4,20.97558594
O3,NW,pre,5,21.10516169
O3,NW,pre,6,20.34040404
O3,NW,pre,7,19.62885101
O3,NW,pre,8,18.34709596
O3,NW,pre,9,17.54557292
O3,NW,pre,10,19.55065104
O3,NW,pre,11,24.85732323
O3,NW,pre,12,31.41685606
O3,NW,pre,13,38.30976563
O3,NW,pre,14,45.16809701
O3,NW,pre,15,49.58544776
O3,NW,pre,16,50.77189055
O3,NW,pre,17,47.90355392
O3,NW,pre,18,41.44384328
O3,NW,pre,19,33.12733586
O3,NW,pre,20,28.02480769
O3,NW,pre,21,24.97288462
O3,NW,pre,22,23.18166667
O3,NW,pre,23,22.21126302
O3,PR,l1,0,32.21028767
O3,PR,l1,1,32.17007717
O3,PR,l1,2,31.73665827
O3,PR,l1,3,30.91942237
O3,PR,l1,4,30.23137569
O3,PR,l1,5,29.77238436
O3,PR,l1,6,29.02178943
O3,PR,l1,7,28.26892009
O3,PR,l1,8,27.64011525
O3,PR,l1,9,29.41632925
O3,PR,l1,10,33.01021169
O3,PR,l1,11,38.20081265
O3,PR,l1,12,43.40651182
O3,PR,l1,13,48.11932529
O3,PR,l1,14,51.77137148
O3,PR,l1,15,53.7815402
O3,PR,l1,16,54.94342038
O3,PR,l1,17,54.91441787
O3,PR,l1,18,52.46064444
O3,PR,l1,19,47.17345609
O3,PR,l1,20,41.88297435
O3,PR,l1,21,37.72603687
O3,PR,l1,22,34.96946246
O3,PR,l1,23,33.2751759
O3,PR,l2,0,28.42004173
O3,PR,l2,1,28.92026999
O3,PR,l2,2,28.73647906
O3,PR,l2,3,28.51847223
O3,PR,l2,4,27.96192783
O3,PR,l2,5,27.56907912
O3,PR,l2,6,26.85595489
O3,PR,l2,7,25.64440172
O3,PR,l2,8,24.83915143
O3,PR,l2,9,25.76887357
O3,PR,l2,10,29.49175695
O3,PR,l2,11,34.83515595
O3,PR,l2,12,40.98631991
O3,PR,l2,13,47.19365108
O3,PR,l2,14,51.68584915
O3,PR,l2,15,53.59447394
O3,PR,l2,16,53.29401296
O3,PR,l2,17,51.85585729
O3,PR,l2,18,48.34696273
O3,PR,l2,19,42.59705817
O3,PR,l2,20,37.38435637
O3,PR,l2,21,33.38985395
O3,PR,l2,22,30.98744209
O3,PR,l2,23,29.41808763
O3,PR,l3,0,29.6248586
O3,PR,l3,1,29.99264958
O3,PR,l3,2,29.42568505
O3,PR,l3,3,28.41096972
O3,PR,l3,4,27.07275383
O3,PR,l3,5,25.89546302
O3,PR,l3,6,24.51446975
O3,PR,l3,7,22.8735813
O3,PR,l3,8,22.71265681
O3,PR,l3,9,27.37271995
O3,PR,l3,10,34.81934601
O3,PR,l3,11,42.70085458
O3,PR,l3,12,52.21572777
O3,PR,l3,13,60.43195808
O3,PR,l3,14,65.84921027
O3,PR,l3,15,68.67771104
O3,PR,l3,16,68.32498606
O3,PR,l3,17,66.7531146
O3,PR,l3,18,61.28795654
O3,PR,l3,19,52.94237351
O3,PR,l3,20,44.50765189
O3,PR,l3,21,39.57648119
O3,PR,l3,22,35.64567305
O3,PR,l3,23,32.68262888
O3,PR,pre,0,25.38643417
O3,PR,pre,1,24.21467081
O3,PR,pre,2,23.48919218
O3,PR,pre,3,23.066233
O3,PR,pre,4,22.49083045
O3,PR,pre,5,22.67663717
O3,PR,pre,6,22.07663041
O3,PR,pre,7,20.84356808
O3,PR,pre,8,19.80050726
O3,PR,pre,9,21.7229287
O3,PR,pre,10,27.60307581
O3,PR,pre,11,35.36390588
O3,PR,pre,12,45.17662431
O3,PR,pre,13,53.79894356
O3,PR,pre,14,60.66518816
O3,PR,pre,15,65.00748462
O3,PR,pre,16,65.72473214
O3,PR,pre,17,62.61528506
O3,PR,pre,18,55.45059396
O3,PR,pre,19,45.51651371
O3,PR,pre,20,37.29328453
O3,PR,pre,21,32.32917875
O3,PR,pre,22,29.06281914
O3,PR,pre,23,27.20445395
O3,SC,l1,0,28.91300009
O3,SC,l1,1,27.98073042
O3,SC,l1,2,27.45828283
O3,SC,l1,3,26.85130958
O3,SC,l1,4,26.27961477
O3,SC,l1,5,25.67280027
O3,SC,l1,6,24.90787147
O3,SC,l1,7,24.06446283
O3,SC,l1,8,22.74482037
O3,SC,l1,9,23.08195818
O3,SC,l1,10,26.36954689
O3,SC,l1,11,31.36498081
O3,SC,l1,12,36.37813133
O3,SC,l1,13,41.06523801
O3,SC,l1,14,44.58423987
O3,SC,l1,15,46.13678721
O3,SC,l1,16,46.82232938
O3,SC,l1,17,46.38534724
O3,SC,l1,18,44.3215076
O3,SC,l1,19,40.55574434
O3,SC,l1,20,36.78220922
O3,SC,l1,21,33.85625073
O3,SC,l1,22,31.78642964
O3,SC,l1,23,30.20047451
O3,SC,l2,0,28.35207561
O3,SC,l2,1,28.01548195
O3,SC,l2,2,28.13428145
O3,SC,l2,3,26.71996314
O3,SC,l2,4,26.89812001
O3,SC,l2,5,26.06754664
O3,SC,l2,6,25.2587065
O3,SC,l2,7,23.86530751
O3,SC,l2,8,23.0302388
O3,SC,l2,9,23.82519761
O3,SC,l2,10,27.67024784
O3,SC,l2,11,33.66042468
O3,SC,l2,12,40.13187181
O3,SC,l2,13,46.27834366
O3,SC,l2,14,50.8847891
O3,SC,l2,15,53.47847795
O3,SC,l2,16,53.86630889
O3,SC,l2,17,52.23880616
O3,SC,l2,18,49.61884604
O3,SC,l2,19,44.62359103
O3,SC,l2,20,39.92686203
O3,SC,l2,21,35.3964574
O3,SC,l2,22,32.43045601
O3,SC,l2,23,30.10681574
O3,SC,l3,0,31.56971743
O3,SC,l3,1,29.04566494
O3,SC,l3,2,28.82988068
O3,SC,l3,3,27.57615076
O3,SC,l3,4,26.92246818
O3,SC,l3,5,26.57535758
O3,SC,l3,6,25.56710224
O3,SC,l3,7,23.8141587
O3,SC,l3,8,23.91387717
O3,SC,l3,9,28.10961086
O3,SC,l3,10,35.97304637
O3,SC,l3,11,44.33827884
O3,SC,l3,12,54.30059117
O3,SC,l3,13,60.79350875
O3,SC,l3,14,66.50766518
O3,SC,l3,15,67.49243471
O3,SC,l3,16,69.54583397
O3,SC,l3,17,72.44373685
O3,SC,l3,18,67.8339194
O3,SC,l3,19,60.24475376
O3,SC,l3,20,51.23939181
O3,SC,l3,21,44.19936397
O3,SC,l3,22,39.84901832
O3,SC,l3,23,34.47889679
O3,SC,pre,0,16.0387203
O3,SC,pre,1,15.62738348
O3,SC,pre,2,15.4673047
O3,SC,pre,3,15.51457481
O3,SC,pre,4,15.36247499
O3,SC,pre,5,15.4810743
O3,SC,pre,6,14.35322888
O3,SC,pre,7,13.4863465
O3,SC,pre,8,11.69113036
O3,SC,pre,9,11.88600719
O3,SC,pre,10,14.19171148
O3,SC,pre,11,18.14717364
O3,SC,pre,12,22.64186287
O3,SC,pre,13,27.08862949
O3,SC,pre,14,30.37481505
O3,SC,pre,15,32.61138048
O3,SC,pre,16,32.41746819
O3,SC,pre,17,30.85831335
O3,SC,pre,18,27.46596521
O3,SC,pre,19,23.54811031
O3,SC,pre,20,20.76488197
O3,SC,pre,21,18.76369385
O3,SC,pre,22,17.58112992
O3,SC,pre,23,16.77721061
O3,TP,l1,0,68.12519936
O3,TP,l1,1,65.86348684
O3,TP,l1,2,64.56056809
O3,TP,l1,3,62.51110197
O3,TP,l1,4,60.67598684
O3,TP,l1,5,59.12376645
O3,TP,l1,6,57.39190283
O3,TP,l1,7,53.73923445
O3,TP,l1,8,49.15789474
O3,TP,l1,9,45.63955343
O3,TP,l1,10,48.27368421
O3,TP,l1,11,57.79286927
O3,TP,l1,12,68.68845501
O3,TP,l1,13,78.40517962
O3,TP,l1,14,85.51204282
O3,TP,l1,15,89.6156015
O3,TP,l1,16,91.13566243
O3,TP,l1,17,92.1673287
O3,TP,l1,18,89.54517544
O3,TP,l1,19,83.28947368
O3,TP,l1,20,76.67269737
O3,TP,l1,21,71.73285486
O3,TP,l1,22,69.39314195
O3,TP,l1,23,68.61781377
O3,TP,l2,0,74.57727652
O3,TP,l2,1,72.64035088
O3,TP,l2,2,71.07640068
O3,TP,l2,3,69.05645161
O3,TP,l2,4,67.88201754
O3,TP,l2,5,65.98751115
O3,TP,l2,6,63.87119114
O3,TP,l2,7,59.52813067
O3,TP,l2,8,52.91742287
O3,TP,l2,9,50.20544783
O3,TP,l2,10,56.05218555
O3,TP,l2,11,68.68153434
O3,TP,l2,12,81.27722323
O3,TP,l2,13,90.50936664
O3,TP,l2,14,95.7843952
O3,TP,l2,15,98.33430799
O3,TP,l2,16,99.89035088
O3,TP,l2,17,100.5109235
O3,TP,l2,18,98.76105263
O3,TP,l2,19,94.17576961
O3,TP,l2,20,86.31913876
O3,TP,l2,21,79.8309545
O3,TP,l2,22,77.67127565
O3,TP,l2,23,76.65877193
O3,TP,l3,0,74.37945671
O3,TP,l3,1,72.7254386
O3,TP,l3,2,71.31760436
O3,TP,l3,3,69.74787776
O3,TP,l3,4,68.35993209
O3,TP,l3,5,66.08573854
O3,TP,l3,6,63.68251273
O3,TP,l3,7,58.8877193
O3,TP,l3,8,51.27105263
O3,TP,l3,9,51.51905626
O3,TP,l3,10,61.13430127
O3,TP,l3,11,74.64849624
O3,TP,l3,12,88.35934664
O3,TP,l3,13,96.23586745
O3,TP,l3,14,99.01785714
O3,TP,l3,15,101.8248988
O3,TP,l3,16,103.8741419
O3,TP,l3,17,101.9621053
O3,TP,l3,18,100.2563353
O3,TP,l3,19,96.56666667
O3,TP,l3,20,91.92690058
O3,TP,l3,21,83.21734893
O3,TP,l3,22,77.90653358
O3,TP,l3,23,75.69298246
O3,TP,pre,0,53.57251462
O3,TP,pre,1,51.20574163
O3,TP,pre,2,50.51674641
O3,TP,pre,3,49.84330144
O3,TP,pre,4,49.14593301
O3,TP,pre,5,49.03203661
O3,TP,pre,6,47.9771167
O3,TP,pre,7,44.63615561
O3,TP,pre,8,39.66819222
O3,TP,pre,9,35.61695906
O3,TP,pre,10,37.43040936
O3,TP,pre,11,46.57833537
O3,TP,pre,12,57.49937343
O3,TP,pre,13,68.59363525
O3,TP,pre,14,76.12763158
O3,TP,pre,15,81.30701754
O3,TP,pre,16,83.5166205
O3,TP,pre,17,82.7406932
O3,TP,pre,18,75.74021592
O3,TP,pre,19,65.10776942
O3,TP,pre,20,57.86046512
O3,TP,pre,21,54.60877193
O3,TP,pre,22,54.02059497
O3,TP,pre,23,53.97309942
O3,YR,l1,0,30.80579843
O3,YR,l1,1,30.10950886
O3,YR,l1,2,29.53568418
O3,YR,l1,3,28.80995915
O3,YR,l1,4,28.11725253
O3,YR,l1,5,27.41828337
O3,YR,l1,6,26.47356157
O3,YR,l1,7,25.14866214
O3,YR,l1,8,24.17291906
O3,YR,l1,9,26.32042933
O3,YR,l1,10,30.80956695
O3,YR,l1,11,35.60841035
O3,YR,l1,12,39.2483588
O3,YR,l1,13,42.46898998
O3,YR,l1,14,44.28198814
O3,YR,l1,15,45.47599964
O3,YR,l1,16,45.76392764
O3,YR,l1,17,44.85414375
O3,YR,l1,18,42.15600624
O3,YR,l1,19,38.53016628
O3,YR,l1,20,35.82615329
O3,YR,l1,21,33.94942743
O3,YR,l1,22,32.48061992
O3,YR,l1,23,31.522715
O3,YR,l2,0,29.52983485
O3,YR,l2,1,28.80716659
O3,YR,l2,2,29.01841921
O3,YR,l2,3,27.97950648
O3,YR,l2,4,27.69320188
O3,YR,l2,5,25.86729592
O3,YR,l2,6,24.91592969
O3,YR,l2,7,22.9628448
O3,YR,l2,8,24.11310358
O3,YR,l2,9,27.2424894
O3,YR,l2,10,31.7105281
O3,YR,l2,11,36.60557973
O3,YR,l2,12,42.45811724
O3,YR,l2,13,46.37511521
O3,YR,l2,14,48.78083896
O3,YR,l2,15,50.12119997
O3,YR,l2,16,49.58574375
O3,YR,l2,17,47.42924809
O3,YR,l2,18,43.91392607
O3,YR,l2,19,39.04925235
O3,YR,l2,20,35.02331437
O3,YR,l2,21,33.09086822
O3,YR,l2,22,31.07126032
O3,YR,l2,23,29.54391452
O3,YR,l3,0,36.44767965
O3,YR,l3,1,33.0124749
O3,YR,l3,2,31.83797752
O3,YR,l3,3,30.63508382
O3,YR,l3,4,29.93737561
O3,YR,l3,5,27.71893013
O3,YR,l3,6,26.16602492
O3,YR,l3,7,25.58094286
O3,YR,l3,8,28.02405054
O3,YR,l3,9,36.44525952
O3,YR,l3,10,46.16982899
O3,YR,l3,11,52.93905522
O3,YR,l3,12,60.66876911
O3,YR,l3,13,68.81965162
O3,YR,l3,14,70.50927538
O3,YR,l3,15,72.50972607
O3,YR,l3,16,75.29406825
O3,YR,l3,17,80.97898767
O3,YR,l3,18,74.89197831
O3,YR,l3,19,62.89866542
O3,YR,l3,20,54.35023882
O3,YR,l3,21,45.05765542
O3,YR,l3,22,41.61359671
O3,YR,l3,23,36.93138612
O3,YR,pre,0,16.01077179
O3,YR,pre,1,15.57898676
O3,YR,pre,2,15.43746014
O3,YR,pre,3,15.66361551
O3,YR,pre,4,15.56257476
O3,YR,pre,5,15.43166596
O3,YR,pre,6,14.90160349
O3,YR,pre,7,13.4326123
O3,YR,pre,8,11.79530952
O3,YR,pre,9,12.55001616
O3,YR,pre,10,15.23501971
O3,YR,pre,11,18.67840466
O3,YR,pre,12,22.42540427
O3,YR,pre,13,25.62394027
O3,YR,pre,14,26.70267341
O3,YR,pre,15,26.7358746
O3,YR,pre,16,26.03536423
O3,YR,pre,17,24.57197746
O3,YR,pre,18,21.58542364
O3,YR,pre,19,18.87711138
O3,YR,pre,20,17.607358
O3,YR,pre,21,17.11034739
O3,YR,pre,22,16.36831256
O3,YR,pre,23,16.42205376
PM10,NCP,l1,0,53.20277294
PM10,NCP,l1,1,53.73791482
PM10,NCP,l1,2,54.44399505
PM10,NCP,l1,3,53.87878247
PM10,NCP,l1,4,52.5767636
PM10,NCP,l1,5,51.71935341
PM10,NCP,l1,6,51.22855089
PM10,NCP,l1,7,50.73097907
PM10,NCP,l1,8,51.00934957
PM10,NCP,l1,9,51.20429701
PM10,NCP,l1,10,51.97581154
PM10,NCP,l1,11,51.75337086
PM10,NCP,l1,12,50.23530864
PM10,NCP,l1,13,48.14600038
PM10,NCP,l1,14,46.79843075
PM10,NCP,l1,15,45.46814614
PM10,NCP,l1,16,44.68425044
PM10,NCP,l1,17,44.5881385
PM10,NCP,l1,18,45.2753259
PM10,NCP,l1,19,46.61443249
PM10,NCP,l1,20,48.46186654
PM10,NCP,l1,21,50.22197799
PM10,NCP,l1,22,51.03569964
PM10,NCP,l1,23,51.09407703
PM10,NCP,l2,0,47.86820765
PM10,NCP,l2,1,48.86609265
PM10,NCP,l2,2,48.64455033
PM10,NCP,l2,3,47.53867998
PM10,NCP,l2,4,48.61751808
PM10,NCP,l2,5,48.52522261
PM10,NCP,l2,6,48.66823163
PM10,NCP,l2,7,48.60765572
PM10,NCP,l2,8,48.70804892
PM10,NCP,l2,9,49.85358243
PM10,NCP,l2,10,48.9680555
PM10,NCP,l2,11,46.8141073
PM10,NCP,l2,12,44.42706183
PM10,NCP,l2,13,42.34745714
PM10,NCP,l2,14,42.01519554
PM10,NCP,l2,15,41.21826502
PM10,NCP,l2,16,41.64417398
PM10,NCP,l2,17,42.35213755
PM10,NCP,l2,18,41.74364906
PM10,NCP,l2,19,43.11938308
PM10,NCP,l2,20,44.98825963
PM10,NCP,l2,21,47.06680911
PM10,NCP,l2,22,48.20117
PM10,NCP,l2,23,48.88958203
PM10,NCP,l3,0,53.34565818
PM10,NCP,l3,1,52.74087588
PM10,NCP,l3,2,53.51226723
PM10,NCP,l3,3,52.65028174
PM10,NCP,l3,4,53.54357908
PM10,NCP,l3,5,54.62987011
PM10,NCP,l3,6,54.65426469
PM10,NCP,l3,7,55.09565427
PM10,NCP,l3,8,56.58907202
PM10,NCP,l3,9,58.33254504
PM10,NCP,l3,10,58.7778742
PM10,NCP,l3,11,55.09242035
PM10,NCP,l3,12,51.15132115
PM10,NCP,l3,13,48.64113096
PM10,NCP,l3,14,46.17528983
PM10,NCP,l3,15,45.86581181
PM10,NCP,l3,16,44.9614407
PM10,NCP,l3,17,45.89625265
PM10,NCP,l3,18,45.73484847
PM10,NCP,l3,19,46.467563
PM10,NCP,l3,20,49.34447326
PM10,NCP,l3,21,52.27218848
PM10,NCP,l3,22,53.21455107
PM10,NCP,l3,23,52.88860663
PM10,NCP,pre,0,78.5248839
PM10,NCP,pre,1,76.26112402
PM10,NCP,pre,2,75.79067813
PM10,NCP,pre,3,73.87807706
PM10,NCP,pre,4,72.09546241
PM10,NCP,pre,5,71.19839595
PM10,NCP,pre,6,72.22921387
PM10,NCP,pre,7,71.30455286
PM10,NCP,pre,8,72.8215043
PM10,NCP,pre,9,75.92265347
PM10,NCP,pre,10,78.76990521
PM10,NCP,pre,11,77.89713989
PM10,NCP,pre,12,73.63541764
PM10,NCP,pre,13,70.56804626
PM10,NCP,pre,14,67.96719531
PM10,NCP,pre,15,66.211953
PM10,NCP,pre,16,65.74122716
PM10,NCP,pre,17,66.34494239
PM10,NCP,pre,18,69.17084523
PM10,NCP,pre,19,72.91490683
PM10,NCP,pre,20,76.42961917
PM10,NCP,pre,21,78.24363161
PM10,NCP,pre,22,79.5151967
PM10,NCP,pre,23,79.64020477
PM10,NEC,l1,0,68.13811648
PM10,NEC,l1,1,70.95173882
PM10,NEC,l1,2,68.372814
PM10,NEC,l1,3,65.73161642
PM10,NEC,l1,4,61.98007564
PM10,NEC,l1,5,59.79994129
PM10,NEC,l1,6,58.1249322
PM10,NEC,l1,7,58.48840093
PM10,NEC,l1,8,60.58439382
PM10,NEC,l1,9,62.91935782
PM10,NEC,l1,10,63.49244585
PM10,NEC,l1,11,59.50630257
PM10,NEC,l1,12,54.9835119
PM10,NEC,l1,13,51.53485648
PM10,NEC,l1,14,47.6036319
PM10,NEC,l1,15,45.20831057
PM10,NEC,l1,16,44.12605023
PM10,NEC,l1,17,47.3144677
PM10,NEC,l1,18,52.69695033
PM10,NEC,l1,19,58.19687209
PM10,NEC,l1,20,62.34421492
PM10,NEC,l1,21,65.39851853
PM10,NEC,l1,22,67.30519917
PM10,NEC,l1,23,68.2911563
PM10,NEC,l2,0,48.65044775
PM10,NEC,l2,1,47.72702103
PM10,NEC,l2,2,47.44903887
PM10,NEC,l2,3,46.2873413
PM10,NEC,l2,4,45.48091085
PM10,NEC,l2,5,43.65835481
PM10,NEC,l2,6,43.43753073
PM10,NEC,l2,7,45.36547661
PM10,NEC,l2,8,47.78812761
PM10,NEC,l2,9,47.66672334
PM10,NEC,l2,10,44.5019729
PM10,NEC,l2,11,40.85850795
PM10,NEC,l2,12,38.9082906
PM10,NEC,l2,13,37.32828906
PM10,NEC,l2,14,36.4703265
PM10,NEC,l2,15,36.30625667
PM10,NEC,l2,16,37.16113211
PM10,NEC,l2,17,38.47442444
PM10,NEC,l2,18,39.33011471
PM10,NEC,l2,19,43.28325607
PM10,NEC,l2,20,47.42630062
PM10,NEC,l2,21,50.14556764
PM10,NEC,l2,22,50.94867321
PM10,NEC,l2,23,50.74272753
PM10,NEC,l3,0,86.399628
PM10,NEC,l3,1,87.76561871
PM10,NEC,l3,2,90.19796176
PM10,NEC,l3,3,93.51010974
PM10,NEC,l3,4,97.09255574
PM10,NEC,l3,5,99.35930009
PM10,NEC,l3,6,99.72217567
PM10,NEC,l3,7,105.7101986
PM10,NEC,l3,8,101.6559605
PM10,NEC,l3,9,93.99179584
PM10,NEC,l3,10,81.78323111
PM10,NEC,l3,11,73.5667059
PM10,NEC,l3,12,62.23742901
PM10,NEC,l3,13,56.2039139
PM10,NEC,l3,14,51.16968795
PM10,NEC,l3,15,48.96046944
PM10,NEC,l3,16,52.86304698
PM10,NEC,l3,17,55.63692804
PM10,NEC,l3,18,55.27075042
PM10,NEC,l3,19,62.89069346
PM10,NEC,l3,20,77.04592858
PM10,NEC,l3,21,85.04716962
PM10,NEC,l3,22,85.37944483
PM10,NEC,l3,23,86.58883905
PM10,NEC,pre,0,90.86117876
PM10,NEC,pre,1,92.06001622
PM10,NEC,pre,2,90.30788234
PM10,NEC,pre,3,88.70548965
PM10,NEC,pre,4,88.38958833
PM10,NEC,pre,5,86.14555548
PM10,NEC,pre,6,85.59493497
PM10,NEC,pre,7,86.37927664
PM10,NEC,pre,8,90.10362425
PM10,NEC,pre,9,96.08852267
PM10,NEC,pre,10,99.47237764
PM10,NEC,pre,11,95.41551337
PM10,NEC,pre,12,86.1591839
PM10,NEC,pre,13,76.94470757
PM10,NEC,pre,14,69.35502678
PM10,NEC,pre,15,64.87639402
PM10,NEC,pre,16,63.57399592
PM10,NEC,pre,17,67.4700986
PM10,NEC,pre,18,75.44511434
PM10,NEC,pre,19,82.25098288
PM10,NEC,pre,20,88.04880679
PM10,NEC,pre,21,91.26331655
PM10,NEC,pre,22,91.81516639
PM10,NEC,pre,23,92.13249076
PM10,NW,l1,0,94.43328947
PM10,NW,l1,1,95.5164966
PM10,NW,l1,2,96.77195017
PM10,NW,l1,3,94.60212674
PM10,NW,l1,4,93.09583333
PM10,NW,l1,5,90.09656357
PM10,NW,l1,6,87.71779514
PM10,NW,l1,7,87.5641059
PM10,NW,l1,8,87.34535088
PM10,NW,l1,9,88.52144097
PM10,NW,l1,10,91.41565789
PM10,NW,l1,11,93.78457447
PM10,NW,l1,12,94.37122396
PM10,NW,l1,13,93.25700355
PM10,NW,l1,14,89.3270614
PM10,NW,l1,15,88.4975
PM10,NW,l1,16,87.32207447
PM10,NW,l1,17,89.96766493
PM10,NW,l1,18,86.6978022
PM10,NW,l1,19,90.47074275
PM10,NW,l1,20,91.09083333
PM10,NW,l1,21,93.48817204
PM10,NW,l1,22,96.25319149
PM10,NW,l1,23,94.52007168
PM10,NW,l2,0,102.8315476
PM10,NW,l2,1,98.5456044
PM10,NW,l2,2,100.6381206
PM10,NW,l2,3,98.94267544
PM10,NW,l2,4,99.26877289
PM10,NW,l2,5,95.73347378
PM10,NW,l2,6,95.578663
PM10,NW,l2,7,95.15842803
PM10,NW,l2,8,94.61597222
PM10,NW,l2,9,98.49425926
PM10,NW,l2,10,98.93481183
PM10,NW,l2,11,101.7682018
PM10,NW,l2,12,98.15153509
PM10,NW,l2,13,93.77169384
PM10,NW,l2,14,92.54844322
PM10,NW,l2,15,88.27016129
PM10,NW,l2,16,87.07151268
PM10,NW,l2,17,86.67977528
PM10,NW,l2,18,88.4249053
PM10,NW,l2,19,88.79593023
PM10,NW,l2,20,93.59611111
PM10,NW,l2,21,98.70135965
PM10,NW,l2,22,98.01232456
PM10,NW,l2,23,100.5674561
PM10,NW,l3,0,128.9370192
PM10,NW,l3,1,129.5137755
PM10,NW,l3,2,127.13875
PM10,NW,l3,3,124.7816327
PM10,NW,l3,4,129.6424167
PM10,NW,l3,5,122.5377451
PM10,NW,l3,6,119.9075163
PM10,NW,l3,7,119.1059641
PM10,NW,l3,8,121.4714869
PM10,NW,l3,9,125.6013889
PM10,NW,l3,10,128.4120915
PM10,NW,l3,11,128.9710993
PM10,NW,l3,12,122.7206699
PM10,NW,l3,13,108.7951389
PM10,NW,l3,14,108.5009167
PM10,NW,l3,15,105.5616319
PM10,NW,l3,16,101.2623264
PM10,NW,l3,17,106.6496732
PM10,NW,l3,18,106.1018707
PM10,NW,l3,19,109.6048611
PM10,NW,l3,20,110.8722789
PM10,NW,l3,21,117.5710034
PM10,NW,l3,22,123.2273936
PM10,NW,l3,23,119.1020833
PM10,NW,pre,0,113.8339015
PM10,NW,pre,1,113.7765212
PM10,NW,pre,2,111.8760582
PM10,NW,pre,3,109.2113095
PM10,NW,pre,4,106.9223307
PM10,NW,pre,5,103.80199
PM10,NW,pre,6,103.3932449
PM10,NW,pre,7,105.1982955
PM10,NW,pre,8,105.0932449
PM10,NW,pre,9,107.6257051
PM10,NW,pre,10,109.6901515
PM10,NW,pre,11,112.010199
PM10,NW,pre,12,113.7090686
PM10,NW,pre,13,114.2020833
PM10,NW,pre,14,112.1975379
PM10,NW,pre,15,110.0410539
PM10,NW,pre,16,112.1542969
PM10,NW,pre,17,111.1285354
PM10,NW,pre,18,115.0559975
PM10,NW,pre,19,118.7747475
PM10,NW,pre,20,119.9931592
PM10,NW,pre,21,119.7033816
PM10,NW,pre,22,118.3685386
PM10,NW,pre,23,116.9135417
PM10,PR,l1,0,22.07274937
PM10,PR,l1,1,21.68741153
PM10,PR,l1,2,21.56529262
PM10,PR,l1,3,21.00108368
PM10,PR,l1,4,21.0963186
PM10,PR,l1,5,20.7768135
PM10,PR,l1,6,20.65107188
PM10,PR,l1,7,20.50365438
PM10,PR,l1,8,20.71080509
PM10,PR,l1,9,20.93048433
PM10,PR,l1,10,21.31171924
PM10,PR,l1,11,21.95679715
PM10,PR,l1,12,21.54525662
PM10,PR,l1,13,21.33245028
PM10,PR,l1,14,20.75522372
PM10,PR,l1,15,19.56971394
PM10,PR,l1,16,19.27846222
PM10,PR,l1,17,19.6882008
PM10,PR,l1,18,20.0554905
PM10,PR,l1,19,21.81372737
PM10,PR,l1,20,22.64355234
PM10,PR,l1,21,23.64096475
PM10,PR,l1,22,23.54920497
PM10,PR,l1,23,22.69680147
PM10,PR,l2,0,27.50558696
PM10,PR,l2,1,27.32808377
PM10,PR,l2,2,27.27170954
PM10,PR,l2,3,26.86294421
PM10,PR,l2,4,26.18142122
PM10,PR,l2,5,25.87058967
PM10,PR,l2,6,25.86306202
PM10,PR,l2,7,25.87372263
PM10,PR,l2,8,25.9712651
PM10,PR,l2,9,27.06077967
PM10,PR,l2,10,27.59786827
PM10,PR,l2,11,26.78731355
PM10,PR,l2,12,25.80925641
PM10,PR,l2,13,25.1745326
PM10,PR,l2,14,24.19661706
PM10,PR,l2,15,23.77736945
PM10,PR,l2,16,23.64628234
PM10,PR,l2,17,24.09160015
PM10,PR,l2,18,24.97765648
PM10,PR,l2,19,26.75559725
PM10,PR,l2,20,27.23387665
PM10,PR,l2,21,27.6423938
PM10,PR,l2,22,27.64976482
PM10,PR,l2,23,27.54452634
PM10,PR,l3,0,29.74192712
PM10,PR,l3,1,28.92498184
PM10,PR,l3,2,28.7549975
PM10,PR,l3,3,29.13187455
PM10,PR,l3,4,28.55187081
PM10,PR,l3,5,29.34823899
PM10,PR,l3,6,28.73170625
PM10,PR,l3,7,29.26602649
PM10,PR,l3,8,30.59039237
PM10,PR,l3,9,33.42308646
