kind,area,period,hour,value
NO2,NEC,l2,3,19.48328402
NO2,NEC,l2,4,19.271261
NO2,NEC,l2,5,19.39315442
NO2,NEC,l2,6,20.56794558
NO2,NEC,l2,7,22.6033828
NO2,NEC,l2,8,22.78774919
NO2,NEC,l2,9,20.14337806
NO2,NEC,l2,10,16.93531975
NO2,NEC,l2,11,14.05717832
NO2,NEC,l2,12,12.12754396
NO2,NEC,l2,13,10.73992942
NO2,NEC,l2,14,10.29488764
NO2,NEC,l2,15,10.54421205
NO2,NEC,l2,16,11.20040019
NO2,NEC,l2,17,12.81599575
NO2,NEC,l2,18,16.14923187
NO2,NEC,l2,19,20.33338147
NO2,NEC,l2,20,22.126322
NO2,NEC,l2,21,22.84843411
NO2,NEC,l2,22,22.37992382
NO2,NEC,l2,23,21.84719065
NO2,NEC,l3,0,31.87690616
NO2,NEC,l3,1,30.60925047
NO2,NEC,l3,2,30.76916632
NO2,NEC,l3,3,30.50369333
NO2,NEC,l3,4,30.28162675
NO2,NEC,l3,5,30.3391257
NO2,NEC,l3,6,31.41618082
NO2,NEC,l3,7,33.26995619
NO2,NEC,l3,8,32.41478291
NO2,NEC,l3,9,27.82237845
NO2,NEC,l3,10,22.42815845
NO2,NEC,l3,11,17.93223553
NO2,NEC,l3,12,14.56523586
NO2,NEC,l3,13,12.46012937
NO2,NEC,l3,14,11.85126466
NO2,NEC,l3,15,12.12534039
NO2,NEC,l3,16,12.74221293
NO2,NEC,l3,17,13.96629722
NO2,NEC,l3,18,17.28310045
NO2,NEC,l3,19,23.961695
NO2,NEC,l3,20,30.41929015
NO2,NEC,l3,21,33.90282832
NO2,NEC,l3,22,33.90601461
NO2,NEC,l3,23,33.27770111
NO2,NEC,pre,0,41.032359
NO2,NEC,pre,1,40.25689705
NO2,NEC,pre,2,38.48113059
NO2,NEC,pre,3,37.23291789
NO2,NEC,pre,4,36.12559318
NO2,NEC,pre,5,35.03134536
NO2,NEC,pre,6,35.43196481
NO2,NEC,pre,7,37.48476561
NO2,NEC,pre,8,38.79118747
NO2,NEC,pre,9,37.57967083
NO2,NEC,pre,10,36.190844
NO2,NEC,pre,11,34.17478156
NO2,NEC,pre,12,31.82428492
NO2,NEC,pre,13,29.18535849
NO2,NEC,pre,14,27.76970759
NO2,NEC,pre,15,28.17850631
NO2,NEC,pre,16,31.39814059
NO2,NEC,pre,17,38.21515364
NO2,NEC,pre,18,43.45312312
NO2,NEC,pre,19,45.04974712
NO2,NEC,pre,20,45.45674487
NO2,NEC,pre,21,44.74336032
NO2,NEC,pre,22,43.6535265
NO2,NEC,pre,23,42.09616112
NO2,NW,l1,0,38.30123762
NO2,NW,l1,1,35.96267007
NO2,NW,l1,2,34.48603952
NO2,NW,l1,3,32.76447595
NO2,NW,l1,4,31.61872852
NO2,NW,l1,5,30.77439863
NO2,NW,l1,6,30.86915808
NO2,NW,l1,7,31.70519759
NO2,NW,l1,8,32.95472509
NO2,NW,l1,9,32.83289931
NO2,NW,l1,10,31.66710069
NO2,NW,l1,11,30.70697368
NO2,NW,l1,12,28.65255102
NO2,NW,l1,13,26.6516129
NO2,NW,l1,14,23.39453125
NO2,NW,l1,15,21.0121134
NO2,NW,l1,16,19.99223684
NO2,NW,l1,17,20.24201031
NO2,NW,l1,18,22.81124132
NO2,NW,l1,19,28.3981383
NO2,NW,l1,20,34.17429078
NO2,NW,l1,21,37.66388889
NO2,NW,l1,22,39.22031787
NO2,NW,l1,23,39.29332483
NO2,NW,l2,0,39.89253472
NO2,NW,l2,1,39.47464158
NO2,NW,l2,2,37.76830674
NO2,NW,l2,3,36.75925439
NO2,NW,l2,4,36.26711957
NO2,NW,l2,5,35.50919384
NO2,NW,l2,6,35.17399267
NO2,NW,l2,7,36.3650463
NO2,NW,l2,8,37.48099817
NO2,NW,l2,9,37.22912088
NO2,NW,l2,10,35.2703559
NO2,NW,l2,11,32.30280702
NO2,NW,l2,12,27.19698582
NO2,NW,l2,13,22.8393315
NO2,NW,l2,14,19.12655678
NO2,NW,l2,15,16.84100177
NO2,NW,l2,16,16.04077061
NO2,NW,l2,17,16.3734319
NO2,NW,l2,18,17.82056159
NO2,NW,l2,19,22.02916667
NO2,NW,l2,20,28.77847222
NO2,NW,l2,21,34.09122807
NO2,NW,l2,22,37.72061856
NO2,NW,l2,23,39.43368056
NO2,NW,l3,0,41.71527778
NO2,NW,l3,1,42.21748366
NO2,NW,l3,2,41.21168301
NO2,NW,l3,3,40.24991497
NO2,NW,l3,4,38.3275
NO2,NW,l3,5,37.37263072
NO2,NW,l3,6,36.73357843
NO2,NW,l3,7,36.96429739
NO2,NW,l3,8,38.01511438
NO2,NW,l3,9,37.67614379
NO2,NW,l3,10,35.9374183
NO2,NW,l3,11,31.20677083
NO2,NW,l3,12,25.65535714
NO2,NW,l3,13,19.55161565
NO2,NW,l3,14,15.45555556
NO2,NW,l3,15,14.35737847
NO2,NW,l3,16,13.70525
NO2,NW,l3,17,14.20516667
NO2,NW,l3,18,15.85163043
NO2,NW,l3,19,18.93567708
NO2,NW,l3,20,25.14887153
NO2,NW,l3,21,34.05720486
NO2,NW,l3,22,40.362
NO2,NW,l3,23,43.94243197
NO2,NW,pre,0,56.47636816
NO2,NW,pre,1,54.74518229
NO2,NW,pre,2,53.25240885
NO2,NW,pre,3,51.42695313
NO2,NW,pre,4,49.33515625
NO2,NW,pre,5,47.71399254
NO2,NW,pre,6,47.27140152
NO2,NW,pre,7,47.48680556
NO2,NW,pre,8,48.49097222
NO2,NW,pre,9,49.26141026
NO2,NW,pre,10,48.78560606
NO2,NW,pre,11,47.43080808
NO2,NW,pre,12,46.44613971
NO2,NW,pre,13,46.25801768
NO2,NW,pre,14,44.41401515
NO2,NW,pre,15,44.50984848
NO2,NW,pre,16,45.31388889
NO2,NW,pre,17,47.88787313
NO2,NW,pre,18,53.88112374
NO2,NW,pre,19,59.01294192
NO2,NW,pre,20,61.15864899
NO2,NW,pre,21,61.42922794
NO2,NW,pre,22,61.08503788
NO2,NW,pre,23,58.92045455
NO2,PR,l1,0,12.2931419
NO2,PR,l1,1,11.22360919
NO2,PR,l1,2,10.41798981
NO2,PR,l1,3,9.98700071
NO2,PR,l1,4,9.761175608
NO2,PR,l1,5,9.657685522
NO2,PR,l1,6,9.681015735
NO2,PR,l1,7,10.08192205
NO2,PR,l1,8,10.68980462
NO2,PR,l1,9,10.65701034
NO2,PR,l1,10,10.18194048
NO2,PR,l1,11,9.298057797
NO2,PR,l1,12,8.406624082
NO2,PR,l1,13,7.693590669
NO2,PR,l1,14,7.113370356
NO2,PR,l1,15,7.038309626
NO2,PR,l1,16,7.299451264
NO2,PR,l1,17,7.781220165
NO2,PR,l1,18,8.77093557
NO2,PR,l1,19,10.72685504
NO2,PR,l1,20,11.84761289
NO2,PR,l1,21,12.57166422
NO2,PR,l1,22,12.83712357
NO2,PR,l1,23,12.69379721
NO2,PR,l2,0,19.17699374
NO2,PR,l2,1,18.12149656
NO2,PR,l2,2,17.25125575
NO2,PR,l2,3,16.50887815
NO2,PR,l2,4,15.92689834
NO2,PR,l2,5,15.67849938
NO2,PR,l2,6,15.6401838
NO2,PR,l2,7,16.29152317
NO2,PR,l2,8,17.25961377
NO2,PR,l2,9,17.9446239
NO2,PR,l2,10,17.73208146
NO2,PR,l2,11,16.88592631
NO2,PR,l2,12,15.66660079
NO2,PR,l2,13,14.22346211
NO2,PR,l2,14,13.37349746
NO2,PR,l2,15,13.53866191
NO2,PR,l2,16,14.02724106
NO2,PR,l2,17,15.12809988
NO2,PR,l2,18,16.52389602
NO2,PR,l2,19,18.98127693
NO2,PR,l2,20,19.25162547
NO2,PR,l2,21,19.80038045
NO2,PR,l2,22,20.04942444
NO2,PR,l2,23,19.78317731
NO2,PR,l3,0,23.81103693
NO2,PR,l3,1,22.22278995
NO2,PR,l3,2,21.11015042
NO2,PR,l3,3,20.55323224
NO2,PR,l3,4,20.30036955
NO2,PR,l3,5,20.1234822
NO2,PR,l3,6,20.35038907
NO2,PR,l3,7,21.11217819
NO2,PR,l3,8,22.20687333
NO2,PR,l3,9,22.4470418
NO2,PR,l3,10,21.61701437
NO2,PR,l3,11,19.07203345
NO2,PR,l3,12,18.0875804
NO2,PR,l3,13,16.77901753
NO2,PR,l3,14,15.73111024
NO2,PR,l3,15,16.11636017
NO2,PR,l3,16,16.85414434
NO2,PR,l3,17,18.61452621
NO2,PR,l3,18,21.84178767
NO2,PR,l3,19,24.42997221
NO2,PR,l3,20,25.38401148
NO2,PR,l3,21,26.21032092
NO2,PR,l3,22,25.17791488
NO2,PR,l3,23,25.0331591
NO2,PR,pre,0,27.73317187
NO2,PR,pre,1,27.09352385
NO2,PR,pre,2,25.9945368
NO2,PR,pre,3,24.90310957
NO2,PR,pre,4,23.9275502
NO2,PR,pre,5,22.86174908
NO2,PR,pre,6,22.59600574
NO2,PR,pre,7,22.48423389
NO2,PR,pre,8,23.48967023
NO2,PR,pre,9,23.54153233
NO2,PR,pre,10,22.84155312
NO2,PR,pre,11,21.03138657
NO2,PR,pre,12,19.59118096
NO2,PR,pre,13,17.76098906
NO2,PR,pre,14,16.05860095
NO2,PR,pre,15,15.893977
NO2,PR,pre,16,16.59074125
NO2,PR,pre,17,18.4977059
NO2,PR,pre,18,21.84739578
NO2,PR,pre,19,25.55559793
NO2,PR,pre,20,27.91824818
NO2,PR,pre,21,29.27273265
NO2,PR,pre,22,29.59378331
NO2,PR,pre,23,29.01362643
NO2,SC,l1,0,10.55346368
NO2,SC,l1,1,9.848068725
NO2,SC,l1,2,9.335286812
NO2,SC,l1,3,8.861562036
NO2,SC,l1,4,8.489343295
NO2,SC,l1,5,8.265073467
NO2,SC,l1,6,8.162668671
NO2,SC,l1,7,8.49704459
NO2,SC,l1,8,9.435635786
NO2,SC,l1,9,9.993198545
NO2,SC,l1,10,9.750540994
NO2,SC,l1,11,8.93729817
NO2,SC,l1,12,8.058134803
NO2,SC,l1,13,7.313564799
NO2,SC,l1,14,6.674398808
NO2,SC,l1,15,6.526258299
NO2,SC,l1,16,6.513603292
NO2,SC,l1,17,6.83266272
NO2,SC,l1,18,7.822562518
NO2,SC,l1,19,9.429428527
NO2,SC,l1,20,10.48666179
NO2,SC,l1,21,10.91177988
NO2,SC,l1,22,11.00009885
NO2,SC,l1,23,10.86475267
NO2,SC,l2,0,19.28669956
NO2,SC,l2,1,18.58048995
NO2,SC,l2,2,17.91890891
NO2,SC,l2,3,16.5110073
NO2,SC,l2,4,16.64054562
NO2,SC,l2,5,15.4418534
NO2,SC,l2,6,15.00842673
NO2,SC,l2,7,15.70482702
NO2,SC,l2,8,17.21173379
NO2,SC,l2,9,17.67075653
NO2,SC,l2,10,16.81611236
NO2,SC,l2,11,15.60522012
NO2,SC,l2,12,14.13440313
NO2,SC,l2,13,12.82176708
NO2,SC,l2,14,11.65447818
NO2,SC,l2,15,11.4847016
NO2,SC,l2,16,11.48917224
NO2,SC,l2,17,12.0512507
NO2,SC,l2,18,13.55834629
NO2,SC,l2,19,15.19972042
NO2,SC,l2,20,17.03517097
NO2,SC,l2,21,18.39763935
NO2,SC,l2,22,19.25306757
NO2,SC,l2,23,19.64427205
NO2,SC,l3,0,27.70313893
NO2,SC,l3,1,25.89584192
NO2,SC,l3,2,25.2423149
NO2,SC,l3,3,23.12368166
NO2,SC,l3,4,22.16932758
NO2,SC,l3,5,21.25128668
NO2,SC,l3,6,21.16810862
NO2,SC,l3,7,21.11399514
NO2,SC,l3,8,21.77400871
NO2,SC,l3,9,21.90855476
NO2,SC,l3,10,20.8723526
NO2,SC,l3,11,18.65621872
NO2,SC,l3,12,16.52891323
NO2,SC,l3,13,13.4659823
NO2,SC,l3,14,12.27068198
NO2,SC,l3,15,11.96199276
NO2,SC,l3,16,12.55719397
NO2,SC,l3,17,13.60801121
NO2,SC,l3,18,15.10792345
NO2,SC,l3,19,18.27924659
NO2,SC,l3,20,22.29726644
NO2,SC,l3,21,25.73752854
NO2,SC,l3,22,28.2509295
NO2,SC,l3,23,28.14171163
NO2,SC,pre,0,21.96872344
NO2,SC,pre,1,21.3315619
NO2,SC,pre,2,20.33299542
NO2,SC,pre,3,19.36852321
NO2,SC,pre,4,18.57151555
NO2,SC,pre,5,17.77839483
NO2,SC,pre,6,17.81689466
NO2,SC,pre,7,18.39921881
NO2,SC,pre,8,20.20515373
NO2,SC,pre,9,20.70718012
NO2,SC,pre,10,20.46098636
NO2,SC,pre,11,19.89080547
NO2,SC,pre,12,18.66852305
NO2,SC,pre,13,17.5852074
NO2,SC,pre,14,16.99393183
NO2,SC,pre,15,16.80637968
NO2,SC,pre,16,17.20374975
NO2,SC,pre,17,18.47056215
NO2,SC,pre,18,20.54685402
NO2,SC,pre,19,22.57172295
NO2,SC,pre,20,23.39203928
NO2,SC,pre,21,23.55326846
NO2,SC,pre,22,23.28383603
NO2,SC,pre,23,22.77457361
NO2,TP,l1,0,16.37458882
NO2,TP,l1,1,15.40025467
NO2,TP,l1,2,13.8308887
NO2,TP,l1,3,13.15449915
NO2,TP,l1,4,12.86290323
NO2,TP,l1,5,12.71689304
NO2,TP,l1,6,12.97201337
NO2,TP,l1,7,15.18338816
NO2,TP,l1,8,19.08511513
NO2,TP,l1,9,22.40296053
NO2,TP,l1,10,22.86549708
NO2,TP,l1,11,20.90365745
NO2,TP,l1,12,17.50657895
NO2,TP,l1,13,14.4391717
NO2,TP,l1,14,13.11842105
NO2,TP,l1,15,12.19493177
NO2,TP,l1,16,10.96124402
NO2,TP,l1,17,10.59692982
NO2,TP,l1,18,11.66609146
NO2,TP,l1,19,15.61375212
NO2,TP,l1,20,19.44482173
NO2,TP,l1,21,21.31332237
NO2,TP,l1,22,20.91159539
NO2,TP,l1,23,18.77610693
NO2,TP,l2,0,17.95925297
NO2,TP,l2,1,16.64369256
NO2,TP,l2,2,15.8166249
NO2,TP,l2,3,15.04371817
NO2,TP,l2,4,14.60877193
NO2,TP,l2,5,14.57395644
NO2,TP,l2,6,15.00045372
NO2,TP,l2,7,17.4292196
NO2,TP,l2,8,22.67377495
NO2,TP,l2,9,26.45706371
NO2,TP,l2,10,25.81712756
NO2,TP,l2,11,22.16989843
NO2,TP,l2,12,17.03176044
NO2,TP,l2,13,13.77132486
NO2,TP,l2,14,11.81766917
NO2,TP,l2,15,11.51939058
NO2,TP,l2,16,11.31871345
NO2,TP,l2,17,11.35600794
NO2,TP,l2,18,11.88550323
NO2,TP,l2,19,14.54083485
NO2,TP,l2,20,18.80143541
NO2,TP,l2,21,21.63470116
NO2,TP,l2,22,20.96699376
NO2,TP,l2,23,19.34968778
NO2,TP,l3,0,21.40871711
NO2,TP,l3,1,20.38245614
NO2,TP,l3,2,18.54923599
NO2,TP,l3,3,17.65365025
NO2,TP,l3,4,16.78421053
NO2,TP,l3,5,16.82258065
NO2,TP,l3,6,17.17826825
NO2,TP,l3,7,20.12903226
NO2,TP,l3,8,27.02368421
NO2,TP,l3,9,29.99364791
NO2,TP,l3,10,28.08596491
NO2,TP,l3,11,23.24756335
NO2,TP,l3,12,17.39049236
NO2,TP,l3,13,14.93103448
NO2,TP,l3,14,13.92210526
NO2,TP,l3,15,14.9924812
NO2,TP,l3,16,14.18859649
NO2,TP,l3,17,14.57388664
NO2,TP,l3,18,15.27913534
NO2,TP,l3,19,17.48732943
NO2,TP,l3,20,20.21146617
NO2,TP,l3,21,23.30438596
NO2,TP,l3,22,23.23514431
NO2,TP,l3,23,22.4533107
NO2,TP,pre,0,30.3409611
NO2,TP,pre,1,28.88277512
NO2,TP,pre,2,26.99162679
NO2,TP,pre,3,25.55861244
NO2,TP,pre,4,24.93181818
NO2,TP,pre,5,23.6784897
NO2,TP,pre,6,23.69565217
NO2,TP,pre,7,26.1624714
NO2,TP,pre,8,30.60183066
NO2,TP,pre,9,35.11988304
NO2,TP,pre,10,35.84883721
NO2,TP,pre,11,33.00538278
NO2,TP,pre,12,29.45186136
NO2,TP,pre,13,24.00059809
NO2,TP,pre,14,22.56315789
NO2,TP,pre,15,21.25623269
NO2,TP,pre,16,20.85695007
NO2,TP,pre,17,20.82741738
NO2,TP,pre,18,24.52093301
NO2,TP,pre,19,31.18301435
NO2,TP,pre,20,35.4251462
NO2,TP,pre,21,37.66985646
NO2,TP,pre,22,35.60233918
NO2,TP,pre,23,33.33014354
NO2,YR,l1,0,11.04237732
NO2,YR,l1,1,10.4303289
NO2,YR,l1,2,9.866822524
NO2,YR,l1,3,9.558990155
NO2,YR,l1,4,9.498143827
NO2,YR,l1,5,9.398206146
NO2,YR,l1,6,9.524996904
NO2,YR,l1,7,10.21269112
NO2,YR,l1,8,11.74258849
NO2,YR,l1,9,11.007075
NO2,YR,l1,10,9.920972028
NO2,YR,l1,11,9.148316355
NO2,YR,l1,12,7.979390795
NO2,YR,l1,13,7.798209093
NO2,YR,l1,14,7.418759316
NO2,YR,l1,15,7.481488798
NO2,YR,l1,16,7.638408852
NO2,YR,l1,17,8.397168371
NO2,YR,l1,18,9.886087305
NO2,YR,l1,19,11.1008782
NO2,YR,l1,20,11.60882863
NO2,YR,l1,21,12.07393727
NO2,YR,l1,22,11.82696647
NO2,YR,l1,23,11.4833801
NO2,YR,l2,0,19.36051611
NO2,YR,l2,1,18.05844662
NO2,YR,l2,2,17.228344
NO2,YR,l2,3,16.5157234
NO2,YR,l2,4,16.91974404
NO2,YR,l2,5,16.66168254
NO2,YR,l2,6,17.2086926
NO2,YR,l2,7,18.68174923
NO2,YR,l2,8,19.94656826
NO2,YR,l2,9,18.43138211
NO2,YR,l2,10,16.76596378
NO2,YR,l2,11,15.11568105
NO2,YR,l2,12,14.2732827
NO2,YR,l2,13,13.12530863
NO2,YR,l2,14,12.80120666
NO2,YR,l2,15,13.38832607
NO2,YR,l2,16,13.56426452
NO2,YR,l2,17,14.22199168
NO2,YR,l2,18,16.3123371
NO2,YR,l2,19,17.97991906
NO2,YR,l2,20,19.74049398
NO2,YR,l2,21,20.44006124
NO2,YR,l2,22,20.75261699
NO2,YR,l2,23,19.90000045
NO2,YR,l3,0,30.6087537
NO2,YR,l3,1,26.58333875
NO2,YR,l3,2,25.50524106
NO2,YR,l3,3,24.0886137
NO2,YR,l3,4,24.53793968
NO2,YR,l3,5,24.45690362
NO2,YR,l3,6,25.00583406
NO2,YR,l3,7,28.0404102
NO2,YR,l3,8,28.65416667
NO2,YR,l3,9,26.97139016
NO2,YR,l3,10,23.38485678
NO2,YR,l3,11,19.32316469
NO2,YR,l3,12,16.99026466
NO2,YR,l3,13,15.34520218
NO2,YR,l3,14,13.96752078
NO2,YR,l3,15,14.1398901
NO2,YR,l3,16,14.81317427
NO2,YR,l3,17,17.26863855
NO2,YR,l3,18,19.63653484
NO2,YR,l3,19,23.7101997
NO2,YR,l3,20,29.11287243
NO2,YR,l3,21,32.19086123
NO2,YR,l3,22,33.83647102
NO2,YR,l3,23,31.1678504
NO2,YR,pre,0,24.08793212
NO2,YR,pre,1,23.50955865
NO2,YR,pre,2,22.22974384
NO2,YR,pre,3,21.1430288
NO2,YR,pre,4,20.43126639
NO2,YR,pre,5,20.01005734
NO2,YR,pre,6,20.62983467
NO2,YR,pre,7,21.96410258
NO2,YR,pre,8,23.72982539
NO2,YR,pre,9,23.46928702
NO2,YR,pre,10,23.31769439
NO2,YR,pre,11,21.93589329
NO2,YR,pre,12,20.74412446
NO2,YR,pre,13,19.95916972
NO2,YR,pre,14,20.26486286
NO2,YR,pre,15,19.97771187
NO2,YR,pre,16,21.97489951
NO2,YR,pre,17,23.18222536
NO2,YR,pre,18,25.05637046
NO2,YR,pre,19,27.29494843
NO2,YR,pre,20,27.29976355
NO2,YR,pre,21,26.98763764
NO2,YR,pre,22,25.65319205
NO2,YR,pre,23,24.79222922
O3,NCP,l1,0,29.60139931
O3,NCP,l1,1,29.01041499
O3,NCP,l1,2,28.1389946
O3,NCP,l1,3,27.40637522
O3,NCP,l1,4,26.61411467
O3,NCP,l1,5,25.87147551
O3,NCP,l1,6,24.91179763
O3,NCP,l1,7,23.64069369
O3,NCP,l1,8,22.38655251
O3,NCP,l1,9,23.9874285
O3,NCP,l1,10,28.25299847
O3,NCP,l1,11,33.66035235
O3,NCP,l1,12,38.96454263
O3,NCP,l1,13,43.89469167
O3,NCP,l1,14,47.70030119
O3,NCP,l1,15,49.92148872
O3,NCP,l1,16,50.701399
O3,NCP,l1,17,49.71040039
O3,NCP,l1,18,46.7826333
O3,NCP,l1,19,41.92368375
O3,NCP,l1,20,37.9996955
O3,NCP,l1,21,34.95696651
O3,NCP,l1,22,32.48334128
O3,NCP,l1,23,30.73692113
O3,NCP,l2,0,28.36897726
O3,NCP,l2,1,27.36729444
O3,NCP,l2,2,26.29529539
O3,NCP,l2,3,25.01023067
O3,NCP,l2,4,24.15697196
O3,NCP,l2,5,23.32701843
O3,NCP,l2,6,22.42718185
O3,NCP,l2,7,20.95220322
O3,NCP,l2,8,21.61612262
O3,NCP,l2,9,25.80592557
O3,NCP,l2,10,31.23172799
O3,NCP,l2,11,37.52690024
O3,NCP,l2,12,43.51026803
O3,NCP,l2,13,48.1865707
O3,NCP,l2,14,52.25809511
O3,NCP,l2,15,53.9981061
O3,NCP,l2,16,55.22338809
O3,NCP,l2,17,54.46282105
O3,NCP,l2,18,50.73087061
O3,NCP,l2,19,45.58551845
O3,NCP,l2,20,39.8366262
O3,NCP,l2,21,35.55472735
O3,NCP,l2,22,32.03221458
O3,NCP,l2,23,29.86712308
O3,NCP,l3,0,32.89141864
O3,NCP,l3,1,29.86276145
O3,NCP,l3,2,28.32735395
O3,NCP,l3,3,26.64396832
O3,NCP,l3,4,26.00010845
O3,NCP,l3,5,25.07385868
O3,NCP,l3,6,23.97777149
O3,NCP,l3,7,23.34444541
O3,NCP,l3,8,25.56927342
O3,NCP,l3,9,32.48243225
O3,NCP,l3,10,40.20586615
O3,NCP,l3,11,47.99289997
O3,NCP,l3,12,54.84366478
O3,NCP,l3,13,61.7941176
O3,NCP,l3,14,65.58051455
O3,NCP,l3,15,67.70496218
O3,NCP,l3,16,69.96621853
O3,NCP,l3,17,70.27347881
O3,NCP,l3,18,65.92197196
O3,NCP,l3,19,58.76239275
O3,NCP,l3,20,51.05847802
O3,NCP,l3,21,44.48800195
O3,NCP,l3,22,39.11251565
O3,NCP,l3,23,35.43626125
O3,NCP,pre,0,12.86257194
O3,NCP,pre,1,11.99892236
O3,NCP,pre,2,11.94045306
O3,NCP,pre,3,11.99315761
O3,NCP,pre,4,11.83535406
O3,NCP,pre,5,11.804381
O3,NCP,pre,6,11.1753335
O3,NCP,pre,7,10.31211775
O3,NCP,pre,8,9.286484094
O3,NCP,pre,9,10.35934272
O3,NCP,pre,10,13.21673796
O3,NCP,pre,11,17.46968297
O3,NCP,pre,12,21.92352903
O3,NCP,pre,13,26.19511979
O3,NCP,pre,14,29.1321594
O3,NCP,pre,15,30.49335321
O3,NCP,pre,16,29.94157127
O3,NCP,pre,17,26.98786997
O3,NCP,pre,18,21.57505275
O3,NCP,pre,19,17.57150099
O3,NCP,pre,20,15.40530076
O3,NCP,pre,21,14.26337393
O3,NCP,pre,22,13.62888137
O3,NCP,pre,23,13.25247372
O3,NEC,l1,0,39.16088182
O3,NEC,l1,1,38.34199315
O3,NEC,l1,2,37.82630445
O3,NEC,l1,3,37.3443833
O3,NEC,l1,4,36.99669715
O3,NEC,l1,5,36.361618
O3,NEC,l1,6,35.1699181
O3,NEC,l1,7,33.30475064
O3,NEC,l1,8,32.80689865
O3,NEC,l1,9,35.79775305
O3,NEC,l1,10,40.764814
O3,NEC,l1,11,46.02565072
O3,NEC,l1,12,50.69850763
O3,NEC,l1,13,54.61218133
O3,NEC,l1,14,57.51603458
O3,NEC,l1,15,58.27049676
O3,NEC,l1,16,57.31443217
O3,NEC,l1,17,53.99302779
O3,NEC,l1,18,49.39727332
O3,NEC,l1,19,45.62983618
O3,NEC,l1,20,43.12611386
O3,NEC,l1,21,41.56857893
O3,NEC,l1,22,40.59464258
O3,NEC,l1,23,39.89078482
O3,NEC,l2,0,42.0775525
O3,NEC,l2,1,41.2562724
O3,NEC,l2,2,40.51880775
O3,NEC,l2,3,39.80411255
O3,NEC,l2,4,38.78340396
O3,NEC,l2,5,37.69382091
O3,NEC,l2,6,35.61019506
O3,NEC,l2,7,33.59259975
O3,NEC,l2,8,35.51114814
O3,NEC,l2,9,42.10253624
O3,NEC,l2,10,49.02532949
O3,NEC,l2,11,55.34474954
O3,NEC,l2,12,59.89777327
O3,NEC,l2,13,63.79827358
O3,NEC,l2,14,65.64029756
O3,NEC,l2,15,66.1581328
O3,NEC,l2,16,65.66741124
O3,NEC,l2,17,63.56374605
O3,NEC,l2,18,57.96543058
O3,NEC,l2,19,51.50995175
O3,NEC,l2,20,47.63769521
O3,NEC,l2,21,45.21951969
O3,NEC,l2,22,43.61888057
O3,NEC,l2,23,42.55636268
O3,NEC,l3,0,42.14244053
O3,NEC,l3,1,40.6936332
O3,NEC,l3,2,39.00711609
O3,NEC,l3,3,37.76263063
O3,NEC,l3,4,36.81873604
O3,NEC,l3,5,35.19115405
O3,NEC,l3,6,33.3051308
O3,NEC,l3,7,33.90190645
O3,NEC,l3,8,40.58948936
O3,NEC,l3,9,52.38785319
O3,NEC,l3,10,64.94684751
O3,NEC,l3,11,76.34606517
O3,NEC,l3,12,81.63382632
O3,NEC,l3,13,85.05837684
O3,NEC,l3,14,86.17701451
O3,NEC,l3,15,86.99873836
O3,NEC,l3,16,86.38611494
O3,NEC,l3,17,84.11906015
O3,NEC,l3,18,78.53621905
O3,NEC,l3,19,67.1293902
O3,NEC,l3,20,55.64125697
O3,NEC,l3,21,48.67447061
O3,NEC,l3,22,45.41551377
O3,NEC,l3,23,44.18948019
O3,NEC,pre,0,21.89245612
O3,NEC,pre,1,20.96899605
O3,NEC,pre,2,20.94242091
O3,NEC,pre,3,20.69714298
O3,NEC,pre,4,20.56560695
O3,NEC,pre,5,20.77689128
O3,NEC,pre,6,19.78589082
O3,NEC,pre,7,17.93831973
O3,NEC,pre,8,17.18295614
O3,NEC,pre,9,19.65186685
O3,NEC,pre,10,24.32684878
O3,NEC,pre,11,29.82386204
O3,NEC,pre,12,35.26898977
O3,NEC,pre,13,39.905994
O3,NEC,pre,14,42.8009445
O3,NEC,pre,15,43.19715298
O3,NEC,pre,16,40.33836906
O3,NEC,pre,17,33.51218359
O3,NEC,pre,18,28.14457285
O3,NEC,pre,19,25.94071465
O3,NEC,pre,20,24.73974988
O3,NEC,pre,21,23.85716988
O3,NEC,pre,22,23.22988865
O3,NEC,pre,23,23.0911726
O3,NW,l1,0,39.47291667
O3,NW,l1,1,38.75265152
O3,NW,l1,2,37.86994048
O3,NW,l1,3,37.38592687
O3,NW,l1,4,36.79927721
O3,NW,l1,5,35.90629252
O3,NW,l1,6,34.60552721
O3,NW,l1,7,32.88856293
O3,NW,l1,8,31.13252551
O3,NW,l1,9,31.56469072
O3,NW,l1,10,36.13797251
O3,NW,l1,11,44.6508422
O3,NW,l1,12,56.8037037
O3,NW,l1,13,67.11569865
O3,NW,l1,14,75.76786942
O3,NW,l1,15,81.83856293
O3,NW,l1,16,83.94262153
O3,NW,l1,17,83.56297743
O3,NW,l1,18,79.67760417
O3,NW,l1,19,70.38144737
O3,NW,l1,20,59.25080645
O3,NW,l1,21,51.63608247
O3,NW,l1,22,45.8378866
O3,NW,l1,23,41.73359107
O3,NW,l2,0,40.3037415
O3,NW,l2,1,37.00774457
O3,NW,l2,2,36.55053191
O3,NW,l2,3,35.52302632
O3,NW,l2,4,34.20747283
O3,NW,l2,5,33.24710145
O3,NW,l2,6,32.22371795
O3,NW,l2,7,30.10310185
O3,NW,l2,8,28.86941392
O3,NW,l2,9,31.23461538
O3,NW,l2,10,38.2828125
