kind,area,Time.1,value
PM2.5,TP,10,28.45622986036519
PM2.5,TP,11,31.501349527665294
PM2.5,TP,12,29.76370614035088
PM2.5,TP,13,25.024158757549603
PM2.5,TP,14,20.75299043062201
PM2.5,TP,15,18.070332080200505
PM2.5,TP,16,16.874869292436387
PM2.5,TP,17,16.708609271523173
PM2.5,TP,18,16.712512413108243
PM2.5,TP,19,17.706015037593986
PM2.5,TP,20,20.489589358010402
PM2.5,TP,21,23.566685037200347
PM2.5,TP,22,25.62429149797572
PM2.5,TP,23,25.75146198830409
PM2.5,YR,0,22.646125534888437
PM2.5,YR,1,22.314229918441146
PM2.5,YR,2,22.452657005317562
PM2.5,YR,3,22.18007367616228
PM2.5,YR,4,22.586778131879697
PM2.5,YR,5,22.438097018487447
PM2.5,YR,6,22.438204516971805
PM2.5,YR,7,22.877979975119864
PM2.5,YR,8,23.269268641029925
PM2.5,YR,9,23.374935262250553
PM2.5,YR,10,23.13387381384367
PM2.5,YR,11,22.746013851667904
PM2.5,YR,12,22.19042413323667
PM2.5,YR,13,21.509527535953456
PM2.5,YR,14,20.676017981757347
PM2.5,YR,15,20.147928692928044
PM2.5,YR,16,19.993576817452347
PM2.5,YR,17,20.18415072289211
PM2.5,YR,18,20.78826551980786
PM2.5,YR,19,21.40456202299853
PM2.5,YR,20,22.38845404244258
PM2.5,YR,21,22.927889632335035
PM2.5,YR,22,23.184196688531806
PM2.5,YR,23,22.827808399934973
SO2,NCP,0,7.0217016147906195
SO2,NCP,1,6.956320543420479
SO2,NCP,2,6.826920459140777
SO2,NCP,3,6.719936073146778
SO2,NCP,4,6.709281034749271
SO2,NCP,5,6.741485430610147
SO2,NCP,6,6.790078513371812
SO2,NCP,7,7.058804341487313
SO2,NCP,8,7.508847773733818
SO2,NCP,9,8.116529889741894
SO2,NCP,10,8.536350218685131
SO2,NCP,11,8.599672155440222
SO2,NCP,12,8.185656050403104
SO2,NCP,13,7.661475605294159
SO2,NCP,14,7.207367286666726
SO2,NCP,15,6.824775516497794
SO2,NCP,16,6.625651318757859
SO2,NCP,17,6.38040068793724
SO2,NCP,18,6.3230986891493055
SO2,NCP,19,6.5047521106547075
SO2,NCP,20,6.851602601842924
SO2,NCP,21,7.083049408138935
SO2,NCP,22,7.161269377835362
SO2,NCP,23,7.0878201653946675
SO2,NEC,0,13.591848033549532
SO2,NEC,1,13.561632499939709
SO2,NEC,2,13.340002192909084
SO2,NEC,3,13.464240249917301
SO2,NEC,4,13.587661936382734
SO2,NEC,5,13.9001858763589
SO2,NEC,6,14.605630165289261
SO2,NEC,7,15.70541883275572
SO2,NEC,8,17.14092908557718
SO2,NEC,9,17.83506555114715
SO2,NEC,10,17.459311311532844
SO2,NEC,11,16.276061635514097
SO2,NEC,12,14.66809481548446
SO2,NEC,13,13.232921471567481
SO2,NEC,14,12.064614838199038
SO2,NEC,15,11.465426787657456
SO2,NEC,16,11.162951736916597
SO2,NEC,17,11.359538118616337
SO2,NEC,18,12.04344441063096
SO2,NEC,19,13.084661742193695
SO2,NEC,20,13.6783029329188
SO2,NEC,21,13.720026539132661
SO2,NEC,22,13.65919850892166
SO2,NEC,23,13.637306995391182
SO2,NW,0,13.803511530398325
SO2,NW,1,13.955664488017439
SO2,NW,2,13.7255737704918
SO2,NW,3,13.394253812636167
SO2,NW,4,13.258539603960392
SO2,NW,5,13.371674809989146
SO2,NW,6,13.57495901639345
SO2,NW,7,14.146751644736836
SO2,NW,8,15.157086074561406
SO2,NW,9,16.99868929359824
SO2,NW,10,19.60385348583878
SO2,NW,11,21.539174972314505
SO2,NW,12,21.195888520971323
SO2,NW,13,19.514415548098444
SO2,NW,14,17.649155773420485
SO2,NW,15,15.876663961038957
SO2,NW,16,14.852316337719301
SO2,NW,17,14.199658469945351
SO2,NW,18,13.940734649122808
SO2,NW,19,13.698979028697583
SO2,NW,20,13.196857923497268
SO2,NW,21,13.228068060021439
SO2,NW,22,13.489921536796544
SO2,NW,23,13.95297231270358
SO2,PR,0,4.87340251509786
SO2,PR,1,4.908540999567172
SO2,PR,2,4.881153378462603
SO2,PR,3,4.882420195184638
SO2,PR,4,4.913596254274491
SO2,PR,5,4.950357768542112
SO2,PR,6,4.995964208027291
SO2,PR,7,5.041482463619116
SO2,PR,8,5.205092530508653
SO2,PR,9,5.41531649909348
SO2,PR,10,5.5615789517531695
SO2,PR,11,5.454921541567052
SO2,PR,12,5.366975142917337
SO2,PR,13,5.133193166028175
SO2,PR,14,4.944086737719882
SO2,PR,15,4.824111500689776
SO2,PR,16,4.767684970074761
SO2,PR,17,4.756062872045994
SO2,PR,18,4.749839115719632
SO2,PR,19,4.75860047784079
SO2,PR,20,4.764543253437248
SO2,PR,21,4.787871478978938
SO2,PR,22,4.803075893915968
SO2,PR,23,4.822125525454289
SO2,SC,0,4.6210120476913294
SO2,SC,1,4.622804514355692
SO2,SC,2,4.578808094955021
SO2,SC,3,4.561767906551897
SO2,SC,4,4.594929483612464
SO2,SC,5,4.6276086751168055
SO2,SC,6,4.660231853884371
SO2,SC,7,4.732589813256136
SO2,SC,8,4.948238059808891
SO2,SC,9,5.389199843214487
SO2,SC,10,5.692354064850663
SO2,SC,11,5.700080885507327
SO2,SC,12,5.504845316478071
SO2,SC,13,5.157918678146017
SO2,SC,14,4.888685789616908
SO2,SC,15,4.7400788922732815
SO2,SC,16,4.550583454161466
SO2,SC,17,4.426420515209645
SO2,SC,18,4.408613253475034
SO2,SC,19,4.373877133981089
SO2,SC,20,4.4647125700322485
SO2,SC,21,4.542596249385967
SO2,SC,22,4.611993012906257
SO2,SC,23,4.609094402806407
SO2,TP,0,9.571282575370466
SO2,TP,1,9.515
SO2,TP,2,9.221000261848648
SO2,TP,3,9.056166535742342
SO2,TP,4,9.09970907167416
SO2,TP,5,9.07478517722879
SO2,TP,6,9.31286549707602
SO2,TP,7,10.005950806664908
SO2,TP,8,10.785220627325899
SO2,TP,9,11.914373497194761
SO2,TP,10,14.864722617354193
SO2,TP,11,18.018698060941823
SO2,TP,12,17.53522267206479
SO2,TP,13,14.241639254385964
SO2,TP,14,11.585097254004578
SO2,TP,15,9.655502392344495
SO2,TP,16,8.947827417380662
SO2,TP,17,8.660601503759398
SO2,TP,18,8.370813397129185
SO2,TP,19,8.594378616698817
SO2,TP,20,9.130639097744359
SO2,TP,21,9.806701030927838
SO2,TP,22,9.957683152605128
SO2,TP,23,9.850573215216258
SO2,YR,0,3.5840036835681635
SO2,YR,1,3.557464900042703
SO2,YR,2,3.543104676258016
SO2,YR,3,3.54774730332024
SO2,YR,4,3.5800444615801377
SO2,YR,5,3.560444702531893
SO2,YR,6,3.593582529708539
SO2,YR,7,3.6635232665905852
SO2,YR,8,3.88893262578886
SO2,YR,9,4.167606918014526
SO2,YR,10,4.350831468410267
SO2,YR,11,4.369375940353265
SO2,YR,12,4.2972323516857
SO2,YR,13,4.159007940921467
SO2,YR,14,4.040956498500042
SO2,YR,15,3.9081984595302033
SO2,YR,16,3.8356571392235366
SO2,YR,17,3.785958116430906
SO2,YR,18,3.7161221515001093
SO2,YR,19,3.636231049092688
SO2,YR,20,3.627431673950806
SO2,YR,21,3.6005079714230157
SO2,YR,22,3.6287081414523357
SO2,YR,23,3.5822292094467807
